Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-32.89120000000005,-108.69089999999915,128.7650999999998,-24.75679999999997,50.296799999999905,-141.58210000000008,154.3050999999997,12.723000000001548,18
1,-31.630500000000175,-107.55379999999974,129.73029999999977,-26.48610000000005,54.065199999999976,-139.18429999999694,157.30939999999947,18.125099999998838,18
2,-32.96080000000002,-111.55030000000073,134.07619999999974,-23.310900000000203,48.78850000000003,-144.5111000000005,159.55379999999957,15.042699999998149,18
3,-34.214800000000096,-98.88380000000018,120.8689,-24.180299999999846,51.32139999999987,-133.09859999999935,148.00999999999954,14.911400000002914,18
4,-33.315000000000154,-116.0934000000031,139.36719999999968,-22.937700000000092,48.44380000000004,-149.40840000000418,164.87329999999918,15.464899999993236,18
5,-24.416199999999925,-87.17090000000138,100.4387000000001,-17.15420000000009,41.32769999999999,-111.58710000000292,124.61220000000003,13.025099999999838,18
6,-32.66640000000003,-119.24549999999846,130.89970000000028,-27.487800000000135,53.55030000000005,-151.9118999999962,156.96219999999994,5.0503000000073826,18
7,-33.40620000000002,-145.10639999999847,156.44139999999976,-26.94449999999992,53.56330000000008,-178.5125999999987,183.0601999999999,4.547600000002149,18
8,-37.875699999999924,-133.8801999999996,154.63019999999995,-31.055200000000184,60.62889999999996,-171.75589999999818,184.20389999999952,12.44799999999941,18
9,-33.85159999999998,-157.62440000000026,166.00279999999992,-27.658000000000044,55.17319999999992,-191.47600000000068,193.51800000000003,2.0419999999966194,18
10,-33.397299999999895,-130.4998999999977,139.59430000000015,-25.92380000000017,53.606699999999904,-163.89719999999625,167.27719999999965,3.3800000000107957,18
11,-34.77619999999984,-148.7970000000023,161.1735999999999,-26.935099999999892,53.37280000000004,-183.57320000000192,187.61129999999957,4.038099999995893,18
12,-33.86620000000008,-137.04829999999976,152.84949999999992,-28.74940000000018,56.69069999999991,-170.91450000000054,180.79079999999942,9.876299999997514,18
13,-39.04899999999997,-151.26349999999718,165.7419999999999,-29.21730000000005,59.3199000000001,-190.31249999999602,195.84459999999973,5.532100000003652,18
14,-32.480499999999985,-138.5819999999984,145.3600999999997,-28.30060000000003,56.64389999999992,-171.06249999999682,173.70339999999982,2.6409000000015794,18
15,-31.002799999999873,-117.70700000000323,126.22799999999995,-24.785200000000003,53.4164999999999,-148.70980000000424,154.85929999999985,6.1494999999951006,18
16,-30.373700000000134,-105.85239999999851,115.34840000000031,-25.734800000000064,51.513799999999975,-136.22610000000208,141.12740000000065,4.901299999995786,18
17,-30.381499999999974,-138.85660000000018,144.74700000000013,-26.164900000000074,50.19980000000001,-169.2381000000006,168.78189999999984,-0.4562000000039461,18
18,-35.284600000000125,-119.87319999999875,127.54879999999986,-28.32420000000002,53.92929999999993,-155.15780000000137,153.15390000000002,-2.00389999999868,18
19,-29.5407000000001,-131.28939999999835,133.83950000000016,-25.531699999999915,49.96769999999998,-160.83009999999797,158.27549999999997,-2.554599999992888,18
