Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-43.8569,-445.2364,-273.884,9.5084352,-489.0933,-264.3755648,-753.4688648,32
1,-44.8162,-446.1367,-278.6604,9.8265816,-490.9529,-268.8338184,-759.7867183999999,32
2,-44.2996,-441.9974,-276.04,9.71904672,-486.297,-266.32095328,-752.6179532799999,32
3,-44.5634,-448.7762,-272.7551,9.72642672,-493.3396,-263.02867328,-756.3682732800002,32
4,-43.0573,-465.1214,-264.7902,9.61014816,-508.1787,-255.18005184000003,-763.3587518400001,32
5,-49.7372,-452.5991,-267.1225,9.434501280000001,-502.33630000000005,-257.68799872,-760.0242987200002,32
6,-48.3274,-462.811,-255.0776,9.26137296,-511.1384,-245.81622704,-756.95462704,32
7,-54.265,-463.7061,-263.3611,8.67955536,-517.9711,-254.68154464000003,-772.6526446400001,32
8,-47.8863,-460.7936,-256.7696,9.234190799999999,-508.67990000000003,-247.53540920000003,-756.2153092000001,32
9,-50.2345,-452.1856,-270.5025,9.07355952,-502.42010000000005,-261.42894048,-763.8490404800001,32
10,-43.2066,-452.3929,-275.1002,10.01554344,-495.5995,-265.08465656,-760.6841565599999,32
11,-41.7421,-458.4504,-266.0374,9.48551328,-500.1925,-256.55188671999997,-756.7443867200001,32
12,-45.8008,-448.3391,-271.0526,9.35638632,-494.13989999999995,-261.69621367999997,-755.8361136799999,32
13,-49.5039,-446.0202,-276.8901,9.66899664,-495.5241,-267.22110336000003,-762.7452033599999,32
14,-44.7227,-449.6205,-274.4401,9.97860024,-494.3432,-264.46149976,-758.8046997600001,32
15,-45.3515,-464.7442,-274.3763,9.709305839999999,-510.09569999999997,-264.66699416,-774.76269416,32
16,-45.9591,-460.9782,-274.1964,9.75532536,-506.9373,-264.44107464,-771.37837464,32
17,-41.3406,-481.0355,-260.0984,9.83725632,-522.3761000000001,-250.26114368000003,-772.63724368,32
18,-45.1358,-469.6065,-261.4566,9.66166776,-514.7423,-251.79493223999998,-766.53723224,32
19,-41.4821,-477.4496,-258.2516,9.88379928,-518.9317,-248.36780072,-767.29950072,32
