Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1738.4284,-17855.3751,-3332.165,90.05275872,-19593.8035,-3242.11224128,-22835.91574128,29
1,-1748.9638,-17925.6667,-3211.477,89.93730888,-19674.630500000003,-3121.53969112,-22796.170191120003,29
2,-1705.8896,-17983.3975,-3179.5373,90.48763512,-19689.287099999998,-3089.04966488,-22778.336764879998,29
3,-1738.8715,-17977.664,-3200.5155,89.6100048,-19716.5355,-3110.9054952,-22827.440995200002,29
4,-1742.5066,-17746.3277,-3387.4986,90.54985536,-19488.834300000002,-3296.94874464,-22785.78304464,29
5,-1751.7986,-17770.6096,-3388.0273,88.93552247999999,-19522.408199999998,-3299.09177752,-22821.49997752,29
6,-1763.5464,-17738.4503,-3426.3803,87.98335055999999,-19501.9967,-3338.39694944,-22840.39364944,29
7,-1746.0582,-17692.5122,-3469.5158,92.37734352000001,-19438.5704,-3377.13845648,-22815.708856480003,29
8,-1778.5663,-17766.5735,-3304.6891,89.0965224,-19545.139799999997,-3215.5925776,-22760.732377599998,29
9,-1755.4015,-17752.141,-3357.339,88.59638664,-19507.5425,-3268.7426133599997,-22776.285113359998,29
10,-1785.5852,-17749.2957,-3383.6355,89.51076359999999,-19534.8809,-3294.1247364,-22829.0056364,29
11,-1732.1581,-17825.083,-3326.5409,89.89659216,-19557.2411,-3236.64430784,-22793.88540784,29
12,-1750.4317,-17705.4081,-3428.1899,91.14054192,-19455.8398,-3337.04935808,-22792.889158080005,29
13,-1734.4254,-17806.6255,-3332.236,90.27022104,-19541.0509,-3241.96577896,-22783.01667896,29
14,-1716.4186,-17775.5957,-3408.3869,89.03414376,-19492.014300000003,-3319.35275624,-22811.367056240004,29
15,-1768.1626,-17725.4565,-3411.4221,88.86065831999998,-19493.6191,-3322.56144168,-22816.180541679998,29
16,-1749.1811,-17755.7711,-3326.4084,86.49294336,-19504.952200000003,-3239.91545664,-22744.867656640003,29
17,-1757.196,-17791.1536,-3309.1529,88.13240928,-19548.3496,-3221.02049072,-22769.370090720004,29
18,-1756.8617,-17609.3838,-3475.6641,89.32932,-19366.2455,-3386.33478,-22752.58028,29
19,-1728.8302,-17819.858,-3333.1652,90.14189184,-19548.6882,-3243.02330816,-22791.71150816,29
