Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1699.3033,-17276.4042,-3280.2317,85.84205256,-18975.7075,-3194.38964744,-22170.09714744,15
1,-1671.0013,-17315.9969,-3208.0901,82.67910768,-18986.998199999998,-3125.41099232,-22112.40919232,15
2,-1673.9923,-17238.1492,-3263.2995,84.63402864,-18912.141499999998,-3178.66547136,-22090.806971359998,15
3,-1703.8189,-17128.1718,-3327.2253,84.32671896,-18831.9907,-3242.89858104,-22074.88928104,15
4,-1695.3512,-17254.6404,-3221.5499,84.20688215999999,-18949.9916,-3137.34301784,-22087.33461784,15
5,-1698.0012,-17274.3585,-3217.6073,82.84805856,-18972.359699999997,-3134.75924144,-22107.118941439996,15
6,-1663.9085,-17216.5893,-3284.765,85.63553352,-18880.4978,-3199.12946648,-22079.62726648,15
7,-1681.0131,-17336.3102,-3156.9636,83.73998448,-19017.3233,-3073.22361552,-22090.54691552,15
8,-1687.5684,-17212.2803,-3250.6163,85.25773368,-18899.8487,-3165.35856632,-22065.20726632,15
9,-1700.9248,-17248.3271,-3177.3917,83.70399744000001,-18949.2519,-3093.68770256,-22042.93960256,15
10,-1684.8589,-17371.2843,-3166.6632,85.86825048,-19056.1432,-3080.79494952,-22136.938149519996,15
11,-1664.3454,-17287.7665,-3221.2508,85.57719623999999,-18952.1119,-3135.67360376,-22087.78550376,15
12,-1671.9002,-17324.6801,-3169.6969,84.73545144,-18996.5803,-3084.96144856,-22081.54174856,15
13,-1660.4371,-17243.7186,-3188.9329,84.00604535999999,-18904.1557,-3104.92685464,-22009.082554639997,15
14,-1685.4011,-17254.0582,-3229.8428,85.34964887999999,-18939.4593,-3144.4931511199998,-22083.952451119996,15
15,-1666.0181,-17217.1811,-3239.767,85.08471048,-18883.199200000003,-3154.68228952,-22037.88148952,15
16,-1657.5902,-17269.285,-3170.5966,83.80732463999999,-18926.8752,-3086.78927536,-22013.664475359998,15
17,-1656.7645,-17151.8833,-3245.7822,84.6051048,-18808.647800000002,-3161.1770952,-21969.824895200003,15
18,-1669.2329,-17272.2446,-3166.5516,83.315052,-18941.4775,-3083.236548,-22024.714047999998,15
19,-1707.0241,-17230.1712,-3197.3413,83.29162464,-18937.1953,-3114.04967536,-22051.24497536,15
