Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-42.7853,-477.4384,-246.5289,130.4976,-125.852,-520.2237,-241.8833,-762.107,1
1,-37.3503,-456.9916,-261.0205,130.5685,-126.4135,-494.3419,-256.8655,-751.2074,1
2,-36.4235,-465.6086,-257.3906,130.4645,-126.0874,-502.0321,-253.01350000000002,-755.0456,1
3,-42.4981,-464.2377,-253.6342,128.91,-125.7295,-506.73580000000004,-250.4537,-757.1895000000001,1
4,-34.727,-465.1944,-259.7039,131.1591,-126.6347,-499.92139999999995,-255.17949999999996,-755.1008999999999,1
5,-36.2242,-472.9121,-251.1465,130.9039,-126.0568,-509.1363,-246.2994,-755.4356999999999,1
6,-38.5295,-465.2716,-255.2572,130.0156,-126.1148,-503.80109999999996,-251.3564,-755.1575,1
7,-40.8245,-466.13,-254.2328,130.3133,-127.1697,-506.9545,-251.0892,-758.0437000000001,1
8,-37.3675,-445.4967,-264.7712,131.0929,-126.2689,-482.8642,-259.94720000000007,-742.8114,1
9,-36.587,-462.4751,-259.2887,130.37,-125.4608,-499.0621,-254.3795,-753.4415999999999,1
10,-40.0278,-447.1135,-263.5669,129.2644,-125.4741,-487.1413,-259.7766,-746.9179,1
11,-36.5805,-453.4355,-263.6342,129.9495,-126.6479,-490.01599999999996,-260.3326,-750.3486000000001,1
12,-40.1421,-489.4314,-225.6683,129.3211,-125.0835,-529.5735,-221.4307,-751.0042,1
13,-43.5131,-466.4094,-253.439,129.2974,-125.3843,-509.9225,-249.52589999999998,-759.4484,1
14,-40.5377,-477.5078,-248.8897,130.3653,-126.5535,-518.0455,-245.0779,-763.1234,1
15,-30.6294,-476.0623,-249.8427,129.666,-126.6485,-506.69169999999997,-246.8252,-753.5169000000001,1
16,-48.3918,-466.0126,-250.3095,130.3133,-126.8128,-514.4044,-246.80900000000003,-761.2134,1
17,-38.2679,-487.96,-243.2865,130.129,-127.7302,-526.2279,-240.8877,-767.1156,1
18,-40.2282,-467.8968,-253.9768,130.4031,-127.3743,-508.125,-250.948,-759.0730000000001,1
19,-37.701,-474.9061,-247.6142,129.9447,-125.6057,-512.6071,-243.27519999999998,-755.8822999999999,1
0,-37.2124,-453.6987,-254.9259,130.4881,-126.6464,-490.9111,-251.0842,-741.9952999999999,2
1,-37.1659,-463.4555,-254.9485,129.751,-126.2143,-500.6214,-251.41179999999997,-752.0332,2
2,-40.4726,-448.7609,-270.6723,130.7433,-126.0727,-489.2335,-266.0017,-755.2352000000001,2
3,-42.4826,-438.3891,-270.9885,130.5118,-127.2498,-480.8717,-267.7265,-748.5981999999999,2
4,-36.0742,-476.7745,-254.2066,129.992,-125.4336,-512.8487,-249.64820000000003,-762.4969,2
5,-37.3432,-438.6611,-268.4341,130.6346,-126.01,-476.0043,-263.8095,-739.8138,2
6,-37.7019,-453.5853,-262.2351,130.9228,-127.0406,-491.28720000000004,-258.3529,-749.6401000000001,2
7,-41.2442,-442.82,-267.9488,130.9701,-126.5731,-484.06419999999997,-263.5518,-747.6159999999999,2
8,-42.6445,-461.8074,-265.2383,131.5938,-126.6729,-504.45189999999997,-260.3174,-764.7693,2
9,-41.2169,-474.6441,-250.0841,129.9069,-125.6108,-515.861,-245.788,-761.649,2
10,-40.1653,-455.0685,-258.1516,131.4426,-126.7781,-495.2338,-253.48709999999997,-748.7208999999999,2
11,-37.7061,-464.9319,-257.7575,130.7575,-126.6681,-502.638,-253.66809999999998,-756.3060999999999,2
12,-39.9582,-460.6014,-260.9396,130.5496,-127.9709,-500.5596,-258.3609,-758.9205,2
13,-37.4361,-450.4225,-260.2879,130.5448,-126.8902,-487.8586,-256.63329999999996,-744.4919,2
14,-44.7584,-461.4759,-254.2344,131.5796,-125.72,-506.2343,-248.3748,-754.6091,2
15,-34.2643,-475.1829,-257.6114,130.9086,-126.1355,-509.4472,-252.8383,-762.2855000000001,2
16,-42.3359,-464.8348,-252.8736,130.4125,-126.4921,-507.17069999999995,-248.9532,-756.1239,2
17,-41.9351,-446.719,-264.6939,131.452,-127.2554,-488.65409999999997,-260.4973,-749.1514,2
18,-37.6071,-475.474,-254.4791,129.4486,-125.3804,-513.0811,-250.41089999999997,-763.492,2
19,-41.2009,-451.2835,-262.1923,131.1874,-127.6919,-492.4844,-258.6968,-751.1812,2
0,-38.7363,-455.4854,-258.8481,131.2347,-126.6735,-494.22170000000006,-254.2869,-748.5086,3
1,-40.3953,-480.9202,-246.5065,129.9306,-125.1502,-521.3155,-241.72609999999997,-763.0416,3
2,-43.5766,-463.4347,-254.9924,129.8928,-125.4417,-507.0113,-250.5413,-757.5526,3
