Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1692.39,-17319.1026,-3043.2157,1859.068,-1206.306,-19011.492599999998,-2390.4537,-21401.9463,16
1,-1673.7128,-17269.1581,-3080.3711,1866.9729,-1207.0165,-18942.8709,-2420.4147,-21363.285600000003,16
2,-1681.88,-17344.1022,-2983.9243,1859.4838,-1206.4413,-19025.982200000002,-2330.8818,-21356.864,16
3,-1641.7981,-17308.456,-3078.5514,1874.8022,-1227.0195,-18950.2541,-2430.7686999999996,-21381.022799999995,16
4,-1690.4154,-17211.0388,-3137.8261,1880.2218,-1220.9902,-18901.4542,-2478.5945,-21380.0487,16
5,-1684.2954,-17304.0937,-3099.6348,1858.8128,-1201.1672,-18988.3891,-2441.9892,-21430.3783,16
6,-1659.0764,-17221.2384,-3139.0055,1875.3598,-1217.7388,-18880.3148,-2481.3845,-21361.6993,16
7,-1724.1515,-17123.2782,-3156.0652,1865.5884,-1206.0397,-18847.4297,-2496.5164999999997,-21343.946200000002,16
8,-1637.0221,-17126.3721,-3197.3652,1866.7933,-1216.0469,-18763.3942,-2546.6188,-21310.013,16
9,-1680.0341,-17222.1504,-3093.8145,1862.6684,-1205.064,-18902.1845,-2436.2101000000002,-21338.3946,16
10,-1700.1762,-17280.2848,-3088.276,1863.1173,-1203.3111,-18980.461000000003,-2428.4698,-21408.930800000002,16
11,-1658.2398,-17412.7102,-3026.5036,1857.8773,-1215.4699,-19070.95,-2384.0962,-21455.0462,16
12,-1695.7036,-17382.6635,-2961.6881,1865.2671,-1205.5712,-19078.3671,-2301.9921999999997,-21380.359299999996,16
13,-1643.6695,-17441.1656,-2934.3615,1861.1281,-1217.9721,-19084.8351,-2291.2055,-21376.0406,16
14,-1686.0299,-17393.2748,-2969.0339,1850.185,-1200.1055,-19079.3047,-2318.9543999999996,-21398.2591,16
15,-1666.7346,-17256.9841,-3062.9136,1865.4703,-1214.3133,-18923.7187,-2411.7565999999997,-21335.475300000002,16
16,-1663.6316,-17189.9347,-3193.8765,1871.8255,-1217.2375,-18853.566300000002,-2539.2884999999997,-21392.8548,16
17,-1674.3188,-17296.7701,-3020.2113,1880.217,-1219.8541,-18971.088900000002,-2359.8484,-21330.9373,16
18,-1706.9702,-17377.3986,-2969.4356,1856.9795,-1184.7358,-19084.3688,-2297.1919,-21381.560699999998,16
19,-1726.3604,-17425.0819,-2942.2677,1843.0833,-1169.253,-19151.442300000002,-2268.4374,-21419.879700000005,16
