Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-23.434200000000104,-82.77959999999962,98.3902,-2.9037938399999934,-106.21379999999948,95.48640616000034,-10.72739383999999,23
1,-19.958000000000162,-92.40220000000215,103.88440000000037,-2.7252309599999993,-112.36020000000411,101.15916904000056,-11.201030960003209,23
2,-29.48049999999995,-80.85899999999867,100.1020000000002,-3.583684079999994,-110.33949999999862,96.51831592000019,-13.82118407999792,23
3,-19.3883,-100.65959999999899,113.80109999999996,-3.051582480000002,-120.04789999999673,110.74951751999987,-9.298382479998168,23
4,-24.712999999999937,-102.47430000000219,118.8398000000002,-3.590277119999989,-127.187300000003,115.24952288000006,-11.937777119997463,23
5,-28.22740000000008,-93.05039999999804,108.76249999999993,-3.6921787200000047,-121.27779999999859,105.07032128000003,-16.20747871999538,23
6,-26.5904999999999,-78.54200000000037,95.38199999999978,-3.6728157599999953,-105.13249999999891,91.70918423999967,-13.423315759997422,23
7,-18.77760000000002,-73.71789999999868,86.00829999999974,-2.563966800000008,-92.49550000000073,83.44433319999962,-9.051166800001056,23
8,-20.277500000000018,-79.23949999999957,90.30130000000014,-3.0429302399999933,-99.51700000000142,87.25836976000033,-12.25863023999841,23
9,-21.589999999999947,-95.10330000000187,105.59780000000029,-3.1276512000000025,-116.6933000000032,102.47014880000023,-14.223151199999279,23
10,-21.947000000000074,-84.56469999999973,98.73910000000035,-2.9162678399999926,-106.51169999999934,95.82283216000053,-10.688867839996988,23
11,-18.64069999999998,-81.81919999999826,93.15890000000007,-3.144348719999993,-100.45989999999847,90.01455127999986,-10.44534871999997,23
12,-20.412800000000075,-81.07330000000024,90.63859999999988,-3.3621285599999844,-101.48610000000122,87.27647144000014,-14.209628560000624,23
13,-21.83639999999987,-94.8388000000017,110.30329999999992,-3.1648831199999954,-116.67520000000002,107.13841687999971,-9.536783120000337,23
14,-21.738299999999917,-107.43210000000028,119.57019999999989,-3.140215200000009,-129.1703999999977,116.42998479999972,-12.740415199997074,23
15,-20.666399999999975,-106.26879999999841,117.60229999999979,-3.0415600799999982,-126.93520000000109,114.56073991999978,-12.374460080003473,23
16,-16.246399999999888,-88.94069999999988,96.50009999999992,-2.4223809600000052,-105.18710000000112,94.07771903999986,-11.109380960002227,23
17,-13.560900000000053,-84.90670000000046,93.27620000000024,-2.0941840799999945,-98.46760000000188,91.18201591999997,-7.285584079999239,23
18,-18.6197999999999,-77.95130000000034,92.57979999999998,-2.3371322399999865,-96.57110000000137,90.24266776000002,-6.328432240001348,23
19,-18.709700000000062,-87.73589999999848,97.5227000000001,-2.414168640000014,-106.44559999999876,95.10853136000003,-11.337068640000098,23
