Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1741.964,-17673.9756,-3386.4927,1987.5738,-1322.787,-19415.9396,-2721.7059,-22137.645500000002,19
1,-1737.0249,-17686.6355,-3353.3219,1994.2644,-1313.9305,-19423.6604,-2672.988,-22096.6484,19
2,-1748.4726,-17734.4703,-3349.8487,1970.6063,-1298.9188,-19482.942900000002,-2678.1612,-22161.1041,19
3,-1764.7613,-17657.1979,-3397.6977,1976.5503,-1293.5976,-19421.959199999998,-2714.745,-22136.7042,19
4,-1761.2099,-17897.4832,-3165.7514,1959.838,-1279.0491,-19658.6931,-2484.9625,-22143.655600000002,19
5,-1752.3603,-17853.8936,-3190.9478,1968.5604,-1296.1609,-19606.2539,-2518.5483,-22124.8022,19
6,-1755.8861,-17847.6819,-3217.5101,1976.1156,-1291.6877,-19603.568,-2533.0822,-22136.650199999996,19
7,-1734.9905,-17990.2116,-3087.263,1970.3464,-1298.163,-19725.2021,-2415.0796,-22140.2817,19
8,-1750.8878,-17896.7397,-3104.8045,1967.0626,-1291.7894,-19647.6275,-2429.5313,-22077.1588,19
9,-1754.0167,-17968.5509,-3084.4058,1964.7048,-1285.9782,-19722.5676,-2405.6792,-22128.2468,19
10,-1741.7851,-17736.0844,-3274.8597,1979.598,-1305.1331,-19477.8695,-2600.3948,-22078.264300000003,19
11,-1707.2521,-17855.1846,-3214.7085,1966.3727,-1283.4954,-19562.436700000002,-2531.8312000000005,-22094.267900000003,19
12,-1805.5691,-17766.6549,-3143.6389,1958.7182,-1276.5841,-19572.224000000002,-2461.5047999999997,-22033.7288,19
13,-1737.9548,-17873.4808,-3175.4531,1972.6333,-1295.6386,-19611.4356,-2498.4584000000004,-22109.893999999997,19
14,-1768.032,-17782.3021,-3232.8441,1967.6107,-1288.5984,-19550.3341,-2553.8318,-22104.165899999996,19
15,-1741.0921,-17827.3084,-3214.9354,1972.1089,-1274.8795,-19568.400500000003,-2517.706,-22086.1065,19
16,-1776.4416,-17766.0736,-3279.1831,1969.6613,-1291.2491,-19542.5152,-2600.7709000000004,-22143.286100000005,19
17,-1727.8277,-17708.3635,-3290.8952,1977.9395,-1298.3015,-19436.1912,-2611.2572,-22047.4484,19
18,-1739.204,-17877.2096,-3192.8834,1968.1729,-1283.6232,-19616.4136,-2508.3337,-22124.747299999995,19
19,-1759.8844,-17872.5654,-3190.7049,1972.1986,-1288.423,-19632.4498,-2506.9293000000002,-22139.3791,19
