Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1669.8652,-17317.9753,-2991.5835,1855.9495,-1204.2706,-18987.8405,-2339.9046000000003,-21327.7451,20
1,-1700.4305,-17164.1787,-3069.5987,1861.9313,-1199.9337,-18864.6092,-2407.6011,-21272.2103,20
2,-1693.2531,-17094.492,-3048.6191,1862.3046,-1199.9928,-18787.7451,-2386.3073,-21174.0524,20
3,-1701.092,-17221.2476,-3064.141,1858.2836,-1207.4618,-18922.3396,-2413.3192,-21335.6588,20
4,-1679.3406,-17351.5731,-2968.8196,1851.0118,-1193.5893,-19030.9137,-2311.3971,-21342.3108,20
5,-1665.5734,-17302.1463,-2947.7493,1864.0906,-1208.4234,-18967.7197,-2292.0820999999996,-21259.8018,20
6,-1705.4133,-17249.808,-2935.7143,1855.5573,-1194.2931,-18955.2213,-2274.4501,-21229.6714,20
7,-1664.7379,-17318.685,-3023.7835,1850.0149,-1197.0538,-18983.4229,-2370.8224,-21354.245300000006,20
8,-1652.416,-17353.8877,-2985.4275,1855.6092,-1203.8661,-19006.3037,-2333.6843999999996,-21339.988100000002,20
9,-1697.9563,-17287.3038,-2991.8069,1860.0933,-1206.5767,-18985.260100000003,-2338.2903,-21323.550400000004,20
10,-1648.7775,-17284.6996,-2999.0609,1859.5263,-1209.2877,-18933.4771,-2348.8223,-21282.2994,20
11,-1675.931,-17221.5143,-3059.9962,1865.2246,-1210.3217,-18897.4453,-2405.0933,-21302.5386,20
12,-1664.6888,-17292.5069,-3036.7238,1858.4584,-1212.7022,-18957.1957,-2390.9676,-21348.1633,20
13,-1673.0548,-17278.1199,-3039.0918,1867.3367,-1213.941,-18951.174700000003,-2385.6961,-21336.870800000004,20
14,-1697.2786,-17332.4371,-2976.1658,1847.5862,-1198.5554,-19029.7157,-2327.135,-21356.8507,20
15,-1669.7048,-17361.7918,-2967.7645,1861.3312,-1210.0914,-19031.4966,-2316.5247,-21348.0213,20
16,-1668.502,-17398.781,-2926.9236,1857.5748,-1211.2832,-19067.283,-2280.632,-21347.915,20
17,-1659.2448,-17278.8555,-3029.5733,1861.1989,-1207.9314,-18938.100300000002,-2376.3058,-21314.406100000004,20
18,-1627.9935,-17382.363,-2951.0593,1858.3828,-1199.4991,-19010.3565,-2292.1755999999996,-21302.532100000004,20
19,-1720.2234,-17264.1096,-2998.5237,1855.4817,-1201.6606,-18984.333,-2344.7026,-21329.0356,20
