Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1734.4518,-17681.2293,-3320.6186,1979.031,-1301.6771,-19415.681099999998,-2643.2646999999997,-22058.945799999998,23
1,-1754.6293,-17717.3205,-3274.7508,1968.8533,-1285.4916,-19471.949800000002,-2591.3891,-22063.338900000006,23
2,-1761.3505,-17847.2682,-3185.8923,1977.2496,-1293.9971,-19608.6187,-2502.6398,-22111.2585,23
3,-1731.9125,-17889.729,-3169.735,1967.7666,-1289.8297,-19621.641499999998,-2491.7981,-22113.439599999998,23
4,-1764.2467,-17854.7377,-3199.2111,1955.6375,-1276.5666,-19618.9844,-2520.1402,-22139.124600000003,23
5,-1823.5217,-17919.1649,-3099.5883,1957.4661,-1268.975,-19742.6866,-2411.0971999999997,-22153.783799999997,23
6,-1773.9622,-17788.8199,-3217.3556,1967.6059,-1277.8997,-19562.782099999997,-2527.6494,-22090.4315,23
7,-1800.2101,-17833.797,-3121.6356,1954.7397,-1276.1529,-19634.0071,-2443.0488,-22077.0559,23
8,-1750.2465,-17880.272,-3162.5158,1957.3243,-1274.9582,-19630.518500000002,-2480.1497,-22110.668200000004,23
9,-1747.2675,-17814.4118,-3229.5793,1975.8227,-1291.7255,-19561.679300000003,-2545.4821,-22107.161400000005,23
10,-1763.4199,-17833.4617,-3152.9313,1962.7581,-1271.9647,-19596.8816,-2462.1379,-22059.019500000002,23
11,-1765.3022,-17855.3222,-3101.4515,1968.0076,-1291.0789,-19620.6244,-2424.5228,-22045.1472,23
12,-1754.7709,-17859.7467,-3171.4282,1964.5725,-1289.1232,-19614.5176,-2495.9789,-22110.4965,23
13,-1749.2483,-17908.8901,-3129.6001,1954.5082,-1273.8942,-19658.1384,-2448.9861,-22107.124499999998,23
14,-1774.6105,-17802.4523,-3221.3459,1957.9575,-1274.7866,-19577.0628,-2538.1749999999997,-22115.2378,23
15,-1786.433,-17831.9577,-3151.3265,1963.566,-1275.2382,-19618.3907,-2462.9987,-22081.3894,23
16,-1790.6096,-17786.235,-3160.1142,1970.2047,-1287.8079,-19576.8446,-2477.7174,-22054.562,23
17,-1759.0399,-17873.0642,-3124.2662,1970.989,-1292.5071,-19632.1041,-2445.7843000000003,-22077.8884,23
18,-1766.8528,-17838.5624,-3185.5694,1965.0119,-1286.7105,-19605.4152,-2507.268,-22112.6832,23
19,-1726.1132,-17732.868,-3270.6902,1972.3073,-1305.1102,-19458.9812,-2603.4931,-22062.474299999998,23
