Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1697.5599,-17209.5213,-3130.2547,1866.6043,-1213.2419,-18907.0812,-2476.8923,-21383.973500000004,18
1,-1690.2586,-17053.7898,-3233.0172,1864.0717,-1206.237,-18744.0484,-2575.1825,-21319.2309,18
2,-1690.6438,-17106.0765,-3239.6773,1882.5984,-1220.4123,-18796.7203,-2577.4911999999995,-21374.2115,18
3,-1719.6032,-17188.0622,-3204.6604,1865.0356,-1209.5191,-18907.6654,-2549.1439,-21456.809300000004,18
4,-1691.6544,-17069.9776,-3276.8614,1882.4661,-1229.9673,-18761.631999999998,-2624.3625999999995,-21385.994599999998,18
5,-1675.8896,-17100.0323,-3250.411,1874.2824,-1212.6012,-18775.921899999998,-2588.7298,-21364.6517,18
6,-1685.685,-17052.4867,-3291.3897,1875.8039,-1214.9681,-18738.171700000003,-2630.5539,-21368.725600000005,18
7,-1676.8089,-17197.2523,-3207.4851,1871.6081,-1216.7216,-18874.0612,-2552.5986000000003,-21426.6598,18
8,-1666.249,-17112.3736,-3203.4336,1881.0486,-1226.4152,-18778.6226,-2548.8001999999997,-21327.422799999997,18
9,-1697.8278,-17250.4136,-3106.3768,1866.198,-1217.2955,-18948.2414,-2457.4743,-21405.715699999997,18
10,-1637.035,-17307.0253,-3061.8869,1857.8347,-1208.167,-18944.0603,-2412.2191999999995,-21356.279500000004,18
11,-1685.8927,-17196.6579,-3123.95,1865.0073,-1204.3233,-18882.5506,-2463.2659999999996,-21345.8166,18
12,-1658.6838,-17316.4373,-3100.2141,1866.987,-1207.5501,-18975.1211,-2440.7772,-21415.8983,18
13,-1664.8118,-17190.9484,-3131.3073,1872.4114,-1223.5106,-18855.7602,-2482.4065,-21338.1667,18
14,-1698.1895,-17094.7517,-3233.6766,1865.7302,-1216.2165,-18792.9412,-2584.1629,-21377.1041,18
15,-1697.9797,-17206.3251,-3069.6887,1860.9816,-1204.8961,-18904.304799999998,-2413.6032,-21317.907999999996,18
16,-1653.1831,-17321.4912,-3031.3409,1858.1418,-1220.6297,-18974.6743,-2393.8288000000002,-21368.503099999998,18
17,-1637.6138,-17394.7118,-3067.0094,1870.2048,-1224.4469,-19032.3256,-2421.2515,-21453.5771,18
18,-1669.9089,-17259.4455,-3071.4114,1877.3395,-1236.0828,-18929.3544,-2430.1547,-21359.5091,18
19,-1654.609,-17300.5207,-3106.3305,1871.4286,-1217.6829,-18955.1297,-2452.5848,-21407.714500000002,18
