Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1711.8093,-17851.5223,-3308.1436,1981.4927,-1303.7523,-19563.3316,-2630.4031999999997,-22193.734800000002,39
1,-1776.1158,-17947.7348,-3235.4568,1973.7579,-1307.1273,-19723.850599999998,-2568.8262,-22292.676799999997,39
2,-1754.586,-17871.5677,-3214.383,1977.4434,-1308.8085,-19626.1537,-2545.7481,-22171.901799999996,39
3,-1719.2239,-17939.1519,-3243.5285,1979.6452,-1305.3496,-19658.3758,-2569.2329,-22227.608700000004,39
4,-1750.3378,-17865.6767,-3192.2747,1970.715,-1302.1341,-19616.0145,-2523.6938,-22139.7083,39
5,-1761.9184,-17948.4414,-3145.0292,1962.9187,-1302.9199,-19710.3598,-2485.0304,-22195.3902,39
6,-1767.8752,-17910.9719,-3180.169,1970.7292,-1313.5816,-19678.8471,-2523.0213999999996,-22201.8685,39
7,-1732.0252,-17863.3562,-3267.3711,1983.4772,-1315.6336,-19595.3814,-2599.5274999999997,-22194.9089,39
8,-1747.998,-17840.4159,-3215.353,1969.8928,-1296.0288,-19588.4139,-2541.489,-22129.902899999997,39
9,-1740.86,-17808.2203,-3281.8932,1978.6624,-1305.8872,-19549.0803,-2609.118,-22158.1983,39
10,-1784.9775,-17732.0823,-3338.529,1990.1583,-1323.2385,-19517.0598,-2671.6092,-22188.668999999998,39
11,-1748.6249,-17913.952,-3183.7447,1973.9941,-1310.4213,-19662.5769,-2520.1719000000003,-22182.7488,39
12,-1735.5873,-17870.522,-3246.6358,1975.3408,-1307.25,-19606.1093,-2578.545,-22184.654300000002,39
13,-1753.5601,-17821.7881,-3221.8613,1969.9873,-1302.2884,-19575.3482,-2554.1624,-22129.5106,39
14,-1737.1166,-17856.2335,-3264.8847,1987.399,-1319.081,-19593.3501,-2596.5667000000003,-22189.916799999995,39
15,-1748.4139,-17768.0424,-3363.3523,1981.677,-1320.2173,-19516.456299999998,-2701.8926,-22218.348899999997,39
16,-1756.4653,-17773.2939,-3304.0997,1984.1907,-1313.2032,-19529.7592,-2633.1122,-22162.8714,39
17,-1731.2942,-17688.167,-3322.3358,1981.4124,-1316.3794,-19419.4612,-2657.3028,-22076.764000000003,39
18,-1734.888,-17700.844,-3342.0917,1987.8431,-1326.2024,-19435.732,-2680.451,-22116.183,39
19,-1739.5163,-17861.0482,-3269.2208,1981.8896,-1310.611,-19600.5645,-2597.9422000000004,-22198.5067,39
