Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1795.1803,-17903.7615,-3109.9835,1939.9836,-1216.6938,-19698.9418,-2386.6937,-22085.6355,10
1,-1776.5675,-17920.9376,-3168.9757,1937.4699,-1215.4635,-19697.505100000002,-2446.9692999999997,-22144.474400000003,10
2,-1807.8722,-17893.0515,-3122.3475,1943.0926,-1216.3766,-19700.923700000003,-2395.6315,-22096.555200000003,10
3,-1800.5983,-17817.2653,-3176.8811,1946.7876,-1232.716,-19617.8636,-2462.8095,-22080.6731,10
4,-1766.4175,-17881.2923,-3147.208,1942.7241,-1226.9494,-19647.7098,-2431.4333,-22079.1431,10
5,-1789.0236,-17837.0073,-3227.2638,1936.317,-1224.0923,-19626.0309,-2515.0391,-22141.070000000003,10
6,-1772.0716,-17911.583,-3151.2805,1943.6029,-1229.8041,-19683.654599999998,-2437.4817,-22121.1363,10
7,-1783.518,-17922.1544,-3178.7913,1948.4224,-1229.7679,-19705.6724,-2460.1368,-22165.8092,10
8,-1795.4322,-17882.3513,-3128.0458,1936.2178,-1214.0436,-19677.783499999998,-2405.8716,-22083.6551,10
9,-1776.595,-17977.2389,-3117.9321,1943.0218,-1228.2057,-19753.8339,-2403.116,-22156.949900000003,10
10,-1772.7333,-17862.0763,-3197.7512,1941.8358,-1221.9849,-19634.8096,-2477.9003000000002,-22112.709899999998,10
11,-1793.0248,-17873.4082,-3211.7374,1943.4895,-1223.1384,-19666.433,-2491.3863,-22157.819300000003,10
12,-1803.9755,-17838.6708,-3243.7763,1951.437,-1244.2883,-19642.6463,-2536.6276,-22179.2739,10
13,-1784.1495,-17946.8719,-3125.0281,1943.6029,-1227.0099,-19731.021399999998,-2408.4350999999997,-22139.456499999997,10
14,-1796.863,-17973.7517,-3141.6278,1945.526,-1216.9719,-19770.614700000002,-2413.0737,-22183.6884,10
15,-1814.2852,-17966.8003,-3149.9773,1944.7605,-1231.5115,-19781.085499999997,-2436.7282999999998,-22217.813799999996,10
16,-1801.029,-18022.7086,-3150.1733,1947.898,-1226.7335,-19823.7376,-2429.0088,-22252.746399999996,10
17,-1774.6554,-17958.7126,-3098.6479,1939.719,-1221.1204,-19733.368,-2380.0492999999997,-22113.417299999997,10
18,-1811.1103,-17990.4136,-3111.1026,1929.2295,-1203.1784,-19801.5239,-2385.0515000000005,-22186.575399999998,10
19,-1804.3639,-17817.5723,-3199.3243,1947.9641,-1223.9086,-19621.9362,-2475.2688000000003,-22097.204999999998,10
