GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1711.8093,-17851.5223,-3425.7636,91.15337808,-19563.3316,-3334.61022192,-22897.941821920005
1,-1776.1158,-17947.7348,-3333.2203,89.81851104,-19723.850599999998,-3243.40178896,-22967.252388959998
2,-1754.586,-17871.5677,-3309.8278,90.01534392,-19626.1537,-3219.81245608,-22845.966156079998
3,-1719.2239,-17939.1519,-3361.7156,91.38138984,-19658.3758,-3270.33421016,-22928.71001016
4,-1750.3378,-17865.6767,-3310.808,89.0829684,-19616.0145,-3221.7250316,-22837.739531600004
5,-1761.9184,-17948.4414,-3236.2834,88.41941351999999,-19710.3598,-3147.8639864799998,-22858.223786479997
6,-1767.8752,-17910.9719,-3285.9401,89.4276972,-19678.8471,-3196.5124028,-22875.359502799998
7,-1732.0252,-17863.3562,-3385.2202,91.64972087999999,-19595.3814,-3293.57047912,-22888.95187912
8,-1747.998,-17840.4159,-3344.8721,88.69897368,-19588.4139,-3256.17312632,-22844.58702632
9,-1740.86,-17808.2203,-3398.2977,90.75332016,-19549.0803,-3307.54437984,-22856.62467984
10,-1784.9775,-17732.0823,-3427.7353,92.9048292,-19517.0598,-3334.8304707999996,-22851.8902708
11,-1748.6249,-17913.952,-3277.3564,90.18526175999999,-19662.5769,-3187.1711382400003,-22849.74803824
12,-1735.5873,-17870.522,-3345.7754,90.72096768,-19606.1093,-3255.05443232,-22861.163732319998
13,-1753.5601,-17821.7881,-3322.7635,89.32264128,-19575.3482,-3233.44085872,-22808.78905872
14,-1737.1166,-17856.2335,-3379.6504,93.52137024,-19593.3501,-3286.12902976,-22879.47912976
15,-1748.4139,-17768.0424,-3469.8395,92.27146103999999,-19516.456299999998,-3377.56803896,-22894.02433896
16,-1756.4653,-17773.2939,-3413.2248,92.32659360000001,-19529.7592,-3320.8982064,-22850.6574064
17,-1731.2942,-17688.167,-3444.9147,91.67957639999999,-19419.4612,-3353.2351236,-22772.6963236
18,-1734.888,-17700.844,-3458.07,91.87637688000001,-19435.732,-3366.19362312,-22801.925623119998
19,-1739.5163,-17861.0482,-3378.9338,91.09912536,-19600.5645,-3287.83467464,-22888.39917464

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1669.3543,-17351.7171,-3191.8255,81.20576159999999,-19021.0714,-3110.6197383999997,-22131.6911384
1,-1739.9189,-17436.5725,-3096.9261,79.06447295999999,-19176.4914,-3017.8616270400003,-22194.35302704
2,-1708.9891,-17365.4727,-3087.5508,80.30609856,-19074.461799999997,-3007.24470144,-22081.70650144
3,-1670.4144,-17443.465,-3125.6647,81.68667624,-19113.8794,-3043.97802376,-22157.857423760004
4,-1703.035,-17359.3889,-3086.9793,79.32561624,-19062.4239,-3007.65368376,-22070.07758376
5,-1716.7795,-17441.1648,-3011.9879,79.2009684,-19157.9443,-2932.7869316,-22090.7312316
6,-1724.4612,-17422.925,-3043.6305,79.60203432,-19147.3862,-2964.0284656800004,-22111.41466568
7,-1692.2967,-17380.1875,-3133.7606,81.90293688,-19072.4842,-3051.85766312,-22124.34186312
8,-1704.0549,-17356.359,-3099.8612,78.60178512,-19060.4139,-3021.25941488,-22081.673314879998
9,-1705.4637,-17303.892,-3160.1431,80.35677648,-19009.3557,-3079.7863235199998,-22089.142023520002
10,-1738.7362,-17239.1416,-3186.8797,82.82607263999999,-18977.8778,-3104.05362736,-22081.93142736
11,-1706.2839,-17423.5928,-3031.0234,80.27309088,-19129.876699999997,-2950.75030912,-22080.62700912
