Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-38.1623,-428.0471,-299.3822,134.7406,-133.5696,-466.2094,-298.2112,-764.4206,21
1,-35.3447,-434.8708,-282.0303,136.1014,-134.7156,-470.21549999999996,-280.6445,-750.8599999999999,21
2,-33.6904,-441.6875,-279.3577,134.4004,-134.1758,-475.3779,-279.1331,-754.511,21
3,-34.352,-437.3191,-284.8603,135.4825,-135.2281,-471.67109999999997,-284.6059,-756.277,21
4,-29.7392,-441.4316,-281.7138,136.7677,-135.5958,-471.1708,-280.5419,-751.7127,21
5,-29.4014,-428.414,-288.6392,136.2668,-135.5274,-457.8154,-287.8998,-745.7152000000001,21
6,-32.736,-440.2803,-288.3048,135.01,-134.9447,-473.0163,-288.2395,-761.2558,21
7,-33.0516,-445.9802,-277.4201,136.5692,-133.9661,-479.03180000000003,-274.817,-753.8488,21
8,-30.5782,-440.7945,-276.8162,134.6839,-133.2644,-471.3727,-275.3967,-746.7694,21
9,-35.8102,-445.2118,-279.5407,134.254,-132.6824,-481.022,-277.9691,-758.9911,21
10,-38.9388,-435.6756,-285.1504,133.9043,-133.0194,-474.6144,-284.2655,-758.8798999999999,21
11,-32.943,-446.83,-275.2309,134.0602,-133.2399,-479.77299999999997,-274.41060000000004,-754.1836,21
12,-32.2601,-456.4156,-267.1155,132.8601,-131.1474,-488.6757,-265.4028,-754.0785000000001,21
13,-35.838,-429.7849,-279.8568,134.0319,-133.2597,-465.6229,-279.0846,-744.7075000000002,21
14,-34.4078,-426.5038,-282.6842,134.7406,-131.8047,-460.9116,-279.7483,-740.6599000000001,21
15,-34.2992,-438.2873,-282.6177,134.1216,-132.7365,-472.5865,-281.23260000000005,-753.8190999999999,21
16,-34.6617,-443.0717,-276.6032,133.6775,-130.9668,-477.7334,-273.89250000000004,-751.6259000000001,21
17,-36.2043,-455.6859,-276.3215,133.3137,-130.5163,-491.8902,-273.5241,-765.4143,21
18,-38.6169,-439.8308,-276.6361,133.4082,-130.4897,-478.4477,-273.7176,-752.1653,21
19,-40.057,-446.6336,-273.616,131.8206,-128.9427,-486.6906,-270.7381,-757.4286999999999,21
