Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-110.2570999999999,-274.6364999999989,322.82240000000024,-15.191196479999984,-384.89359999999806,307.63120352000027,-77.26239648000012,8
1,-106.23220000000009,-305.6947000000006,343.7500999999999,-14.863282559999988,-411.9269000000009,328.8868174399998,-83.04008255999747,8
2,-104.47519999999983,-306.25870000000253,342.27240000000023,-15.018063839999996,-410.7339000000019,327.2543361600005,-83.47956384000463,8
3,-103.88579999999993,-314.0209000000012,353.33820000000014,-15.578811359999998,-417.9066999999997,337.7593886400002,-80.14731135999955,8
4,-118.68930000000006,-283.4092999999989,334.01130000000006,-15.286620959999995,-402.0985999999978,318.72467903999984,-83.37392095999667,8
5,-105.60779999999997,-284.18870000000265,327.43819999999977,-14.826116160000012,-389.7965000000008,312.6120838399996,-77.18441616000246,8
6,-106.4132000000001,-276.26650000000086,312.54360000000037,-14.475458160000015,-382.67970000000093,298.0681418400002,-84.61155815999894,8
7,-116.48880000000017,-260.1371000000005,317.4773,-14.553048239999983,-376.6258999999988,302.92425176000035,-73.7016482400004,8
8,-109.3139,-252.23579999999976,309.61019999999996,-14.200501680000002,-361.54970000000066,295.40969832,-66.14000168000007,8
9,-107.27560000000011,-258.2683999999988,309.45279999999985,-14.088220559999995,-365.5440000000005,295.3645794399997,-70.17942056000129,8
10,-105.59320000000021,-270.8367999999982,314.80670000000015,-13.81573584000001,-376.42999999999955,300.99096416000043,-75.43903583999963,8
11,-96.22900000000004,-251.40210000000144,287.83109999999976,-13.502592000000003,-347.6311000000031,274.328508,-73.30259200000182,8
12,-101.85049999999998,-253.0276999999976,292.59600000000023,-13.880693519999998,-354.8781999999974,278.7153064800003,-76.1628935199966,8
13,-104.39139999999986,-221.10700000000043,260.86500000000007,-14.170838400000012,-325.49840000000097,246.6941616000001,-78.8042384000031,8
14,-105.39569999999996,-200.21259999999825,243.7182000000002,-13.587372719999987,-305.6082999999957,230.13082728000023,-75.47747271999731,8
15,-101.17860000000005,-220.02790000000005,258.7494999999999,-13.547398319999997,-321.2065000000015,245.20210167999994,-76.004398320002,8
16,-104.68499999999997,-223.7043000000005,270.82630000000006,-13.093747200000013,-328.38930000000045,257.73255280000024,-70.65674720000334,8
17,-105.64759999999984,-191.48109999999792,243.5485000000001,-13.105168560000003,-297.12869999999685,230.44333144000012,-66.68536855999616,8
18,-99.52209999999995,-173.97670000000198,227.04750000000007,-12.728071440000003,-273.49880000000286,214.31942855999995,-59.17937144000064,8
19,-103.78829999999999,-220.55060000000094,268.5624999999999,-13.284277199999991,-324.3388999999989,255.27822280000004,-69.06067719999794,8
