Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-148.49540000000013,-278.73910000000217,324.4908,-17.60432903999999,-427.23450000000366,306.88647096,-120.34802904000503,3
1,-140.0521999999998,-241.71069999999827,294.584,-17.627375519999994,-381.7628999999971,276.95662448,-104.80627551999623,3
2,-131.88900000000015,-264.7386000000013,311.1187000000002,-16.976618640000012,-396.6276000000006,294.14208136,-102.48551863999967,3
3,-139.9212,-265.5222000000018,324.0839000000001,-16.918010640000006,-405.4434000000009,307.1658893600003,-98.27751064000017,3
4,-143.46469999999994,-260.40330000000154,317.88930000000005,-16.64271864000001,-403.8680000000029,301.24658136000033,-102.62141864000489,3
5,-128.752,-292.63859999999977,332.3837,-16.384377599999983,-421.3906000000002,315.99932240000015,-105.39127759999678,3
6,-132.2628999999999,-298.56869999999776,343.56200000000035,-17.03777544000001,-430.83159999999464,326.5242245600001,-104.30737543999544,3
7,-131.97420000000005,-297.06599999999906,353.15890000000024,-17.208398159999994,-429.04019999999684,335.9505018400002,-93.08969815999535,3
8,-130.79809999999986,-304.6157000000002,350.0327,-16.871779439999997,-435.4137999999989,333.16092056,-102.25287944000206,3
9,-135.2757000000001,-292.59770000000225,336.3143999999997,-16.854038640000013,-427.8734000000012,319.46036135999975,-108.41303863999963,3
10,-140.6568000000001,-285.49290000000036,345.50660000000005,-16.84903247999999,-426.1497000000004,328.65756752000004,-97.49213248000126,3
11,-141.72749999999985,-241.98530000000108,308.8126,-17.246507759999997,-383.7127999999984,291.56609224000005,-92.14670775999753,3
12,-136.60039999999998,-232.4349000000028,288.1882999999998,-15.759039599999996,-369.03530000000575,272.42926039999963,-96.60603960000742,3
13,-128.21580000000006,-224.06959999999646,271.24029999999976,-16.457749920000012,-352.28539999999583,254.7825500799997,-97.50284991999297,3
14,-127.68450000000003,-227.19060000000138,285.5639,-16.12744416000001,-354.8751000000021,269.43645584000035,-85.43864416000224,3
15,-136.2565000000002,-245.57820000000066,295.22690000000034,-16.05094416,-381.8347000000024,279.17595584000065,-102.65874416000088,3
16,-136.31830000000008,-236.65130000000198,285.3411999999998,-16.480066319999995,-372.9696000000023,268.86113367999997,-104.1084663199988,3
17,-132.88550000000015,-195.38770000000068,261.1107000000002,-16.21661543999999,-328.27320000000054,244.89408455999992,-83.37911543999883,3
18,-129.17420000000016,-239.56039999999876,295.1416000000002,-16.213435919999974,-368.7345999999994,278.9281640800002,-89.8064359199991,3
19,-121.69550000000001,-239.93269999999995,282.08,-15.82771968000001,-361.62819999999994,266.25228032000024,-95.37591968000015,3
