GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1773.8452,-17763.8905,-3322.8524,87.46307568,-19537.7357,-3235.38932432,-22773.12502432
1,-1766.0352,-17972.2475,-3222.2386,85.63227984,-19738.2827,-3136.60632016,-22874.88902016
2,-1781.9524,-17750.8089,-3397.3206,88.92910223999999,-19532.7613,-3308.39149776,-22841.152797759998
3,-1775.6978,-17845.9107,-3312.9049,88.82773488,-19621.608500000002,-3224.07716512,-22845.685665120003
4,-1757.6062,-17853.4807,-3328.8583,89.5483296,-19611.0869,-3239.3099703999997,-22850.3968704
5,-1780.1443,-17833.4101,-3363.2931,90.14704992,-19613.5544,-3273.14605008,-22886.70045008
6,-1782.9436,-17846.7332,-3297.944,86.63045472,-19629.676799999997,-3211.3135452799997,-22840.990345279995
7,-1781.3127,-17800.0194,-3288.2232,89.59676400000001,-19581.3321,-3198.626436,-22779.958536
8,-1799.3516,-17818.4408,-3329.6136,88.52698368,-19617.7924,-3241.0866163200003,-22858.87901632
9,-1755.7338,-17928.6812,-3243.0659,87.51679847999999,-19684.415,-3155.54910152,-22839.964101520003
10,-1776.8693,-18059.1934,-3194.4369,86.91217344,-19836.0627,-3107.52472656,-22943.58742656
11,-1756.7148,-17850.8142,-3317.2724,90.60878951999999,-19607.529000000002,-3226.66361048,-22834.192610480004
12,-1765.8475,-17879.5574,-3317.5504,89.87845464,-19645.4049,-3227.67194536,-22873.076845360003
13,-1812.9186,-17672.8933,-3473.1489,89.64689184000001,-19485.8119,-3383.50200816,-22869.313908160002
14,-1808.1129,-17740.1627,-3319.7227,87.68975255999999,-19548.2756,-3232.0329474399996,-22780.30854744
15,-1792.348,-17761.2536,-3331.4631,85.3576308,-19553.6016,-3246.1054692,-22799.7070692
16,-1789.0413,-17820.6088,-3288.8941,86.26269384,-19609.650100000003,-3202.63140616,-22812.281506160005
17,-1816.1745,-17813.1905,-3292.5113,86.69568672,-19629.365,-3205.81561328,-22835.180613280005
18,-1784.6268,-17699.4976,-3409.3559,88.6424328,-19484.1244,-3320.7134672,-22804.8378672
19,-1756.899,-17825.0567,-3322.1546,87.08783183999999,-19581.955700000002,-3235.06676816,-22817.02246816

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1713.8424,-17275.7034,-3078.4224,78.64732512,-18989.5458,-2999.77507488,-21989.32087488
1,-1717.8196,-17501.949,-2971.1731,76.17746303999999,-19219.7686,-2894.99563696,-22114.76423696
2,-1727.5966,-17286.7558,-3138.8239,80.35881192,-19014.3524,-3058.46508808,-22072.81748808
3,-1719.5245,-17380.0076,-3054.5447,79.72544448,-19099.5321,-2974.81925552,-22074.35135552
4,-1704.6652,-17359.0762,-3090.2183,80.04181319999999,-19063.7414,-3010.1764868,-22073.917886799998
5,-1727.0431,-17349.0373,-3113.4268,80.70317424,-19076.0804,-3032.7236257600002,-22108.80402576
