Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1878.5942,-18266.6552,-2793.575,1876.1819,-1117.398,-20145.2494,-2034.7910999999997,-22180.040500000003,1
1,-1925.1096,-18263.7121,-2817.0112,1870.3087,-1109.3089,-20188.8217,-2056.0114,-22244.8331,1
2,-1877.0274,-18185.0428,-2848.6284,1868.1258,-1109.9885,-20062.0702,-2090.4911,-22152.561299999998,1
3,-1905.3821,-18139.2022,-2863.5772,1873.4745,-1114.6965,-20044.5843,-2104.7992000000004,-22149.383499999996,1
4,-1904.5148,-18116.3827,-2938.3405,1883.723,-1115.6248,-20020.8975,-2170.2423,-22191.1398,1
5,-1886.8454,-18290.4308,-2819.5214,1870.4694,-1115.9507,-20177.276199999997,-2065.0027,-22242.278899999998,1
6,-1924.7641,-18212.9628,-2762.3513,1868.0738,-1109.0223,-20137.7269,-2003.2998,-22141.026700000002,1
7,-1876.3284,-18172.4466,-2902.8801,1870.4127,-1108.7689,-20048.774999999998,-2141.2362999999996,-22190.011299999995,1
8,-1883.4946,-18359.8555,-2734.5352,1870.3701,-1124.2615,-20243.350100000003,-1988.4265999999998,-22231.776700000002,1
9,-1919.9988,-18189.7344,-2794.0438,1873.3942,-1107.4503,-20109.733200000002,-2028.0999,-22137.833100000003,1
10,-1896.4629,-18353.7543,-2724.5259,1870.389,-1111.8665,-20250.2172,-1966.0034000000003,-22216.2206,1
11,-1877.5188,-18285.1018,-2705.1587,1876.3189,-1124.7285,-20162.620600000002,-1953.5683,-22116.188900000005,1
12,-1878.6459,-18352.9413,-2681.7296,1868.2817,-1111.0945,-20231.587199999998,-1924.5424,-22156.129599999997,1
13,-1886.444,-18401.6967,-2667.3559,1863.5378,-1110.0292,-20288.1407,-1913.8473,-22201.988,1
14,-1926.9155,-18339.3209,-2693.0011,1854.5745,-1104.3879,-20266.236399999998,-1942.8145,-22209.050900000002,1
15,-1924.5355,-18307.9205,-2774.5095,1872.4728,-1116.9887,-20232.456,-2019.0254000000002,-22251.4814,1
16,-1882.3481,-18182.1488,-2848.861,1882.2819,-1130.3062,-20064.4969,-2096.8853,-22161.3822,1
17,-1875.8429,-18284.2079,-2766.9282,1877.8782,-1117.1889,-20160.0508,-2006.2388999999998,-22166.2897,1
18,-1891.2988,-18232.6234,-2835.6481,1872.6854,-1114.8112,-20123.9222,-2077.7739,-22201.6961,1
19,-1886.1572,-18153.1355,-2891.7856,1871.8018,-1117.1801,-20039.2927,-2137.1639000000005,-22176.4566,1
0,-1892.6651,-18205.7452,-2873.5098,1882.3386,-1126.4436,-20098.4103,-2117.6148,-22216.0251,2
1,-1896.1078,-18150.0213,-2836.2839,1877.3726,-1117.7339,-20046.129100000002,-2076.6452,-22122.7743,2
2,-1898.4842,-18157.8731,-2856.7686,1873.6729,-1111.9424,-20056.3573,-2095.0380999999998,-22151.395399999998,2
3,-1914.5884,-18115.7325,-2901.908,1873.3091,-1112.0121,-20030.3209,-2140.611,-22170.9319,2
4,-1883.5091,-18055.7958,-2945.5604,1892.2138,-1135.9339,-19939.3049,-2189.2805,-22128.585399999996,2
5,-1898.9373,-18156.4598,-2897.3074,1877.7364,-1116.5225,-20055.397100000002,-2136.0935,-22191.4906,2
6,-1896.0668,-17962.2138,-3017.764,1880.6234,-1120.1384,-19858.280600000002,-2257.2790000000005,-22115.5596,2
7,-1915.8203,-18131.9151,-2861.6543,1882.8441,-1126.9677,-20047.735399999998,-2105.7779,-22153.513300000002,2
8,-1867.5073,-18094.9535,-2877.3974,1869.6992,-1118.5444,-19962.4608,-2126.2425999999996,-22088.703400000002,2
9,-1880.2419,-18058.8995,-2955.5696,1891.2547,-1133.7,-19939.1414,-2198.0149,-22137.1563,2
10,-1897.8998,-18153.2956,-2898.8438,1877.2734,-1119.9823,-20051.1954,-2141.5527,-22192.7481,2
11,-1860.1623,-18115.754,-2869.0883,1881.0203,-1120.5711,-19975.9163,-2108.6391,-22084.5554,2
12,-1856.6946,-18043.8193,-2956.9473,1895.6158,-1137.2914,-19900.513899999998,-2198.6229,-22099.1368,2
13,-1875.8312,-18058.6678,-2919.5871,1888.0369,-1132.6194,-19934.499,-2164.1696,-22098.6686,2
14,-1868.5429,-18017.2885,-2975.194,1890.4042,-1139.7761,-19885.8314,-2224.5659,-22110.397299999997,2
15,-1852.2477,-18112.4369,-2935.1373,1897.227,-1147.4824,-19964.6846,-2185.3927,-22150.0773,2
16,-1866.0365,-18147.7557,-2910.7581,1885.4854,-1137.4016,-20013.7922,-2162.6742999999997,-22176.4665,2
17,-1825.8034,-18084.1523,-2926.5936,1885.5752,-1131.4766,-19909.955700000002,-2172.495,-22082.4507,2
18,-1903.977,-17876.9892,-3018.4593,1886.6194,-1129.0327,-19780.9662,-2260.8725999999997,-22041.838799999998,2
19,-1842.426,-18003.8985,-2988.9979,1887.555,-1136.8995,-19846.3245,-2238.3423999999995,-22084.666899999997,2
0,-1883.4408,-18072.5603,-2922.0482,1887.7393,-1131.1848,-19956.0011,-2165.4937,-22121.4948,3
