Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-141.52070000000003,-319.9638000000011,372.06960000000004,-95.23489999999987,183.8502000000002,-461.4845000000008,460.68490000000065,-0.7996000000026697,1
1,-154.77489999999995,-330.30250000000177,392.5240000000001,-97.39899999999983,185.1187,-485.07740000000103,480.2437000000002,-4.833700000001727,1
2,-152.65520000000006,-329.9796999999985,392.3186999999997,-96.87439999999995,183.27030000000013,-482.6348999999967,478.7145999999997,-3.9202999999970416,1
3,-160.50610000000012,-319.02180000000146,377.71979999999974,-95.99560000000002,182.1692,-479.5278999999988,463.8933999999995,-15.634499999994205,1
4,-143.12929999999997,-340.7348999999997,383.2009000000003,-96.90760000000012,182.34350000000003,-483.86419999999964,468.63680000000045,-15.227400000000102,1
5,-151.6431999999999,-309.75149999999803,372.46539999999993,-95.32939999999996,181.75129999999996,-461.394699999997,458.88729999999987,-2.507399999999734,1
6,-148.29320000000007,-332.03750000000105,389.9278000000003,-96.78470000000019,181.7897999999999,-480.3307000000025,474.9329,-5.39780000000269,1
7,-156.30000000000007,-281.1463000000001,354.4098000000002,-95.53249999999997,181.93340000000003,-437.4463000000002,440.81070000000045,3.3644000000070946,1
8,-143.73229999999995,-277.43690000000174,341.69050000000016,-94.06309999999996,180.32459999999998,-421.16920000000255,427.95200000000017,6.782799999998133,1
9,-164.69070000000016,-295.4909000000027,367.51839999999993,-94.3324,182.17730000000006,-460.18160000000535,455.3633000000002,-4.818300000008094,1
10,-154.1517000000001,-312.27580000000114,378.11940000000004,-96.56740000000008,183.50920000000002,-466.4275000000008,465.0612,-1.3663000000019565,1
11,-155.6218,-310.545400000002,366.18690000000015,-95.47119999999998,183.00770000000014,-466.167200000002,453.72340000000054,-12.443800000006036,1
12,-141.4694999999999,-315.68399999999997,381.5477999999998,-96.25549999999998,182.64780000000013,-457.1534999999992,467.9401,10.786600000003318,1
13,-152.61889999999997,-305.4351999999997,362.5399999999998,-95.9625,180.79200000000014,-458.05409999999995,447.36950000000013,-10.68459999999834,1
14,-156.1382,-310.1530999999982,384.95500000000015,-95.71690000000001,185.15869999999995,-466.29129999999566,474.3968000000004,8.105500000000575,1
15,-152.21929999999986,-296.5027999999987,364.7369999999998,-93.15119999999996,179.79389999999992,-448.72209999999575,451.37969999999973,2.657600000000002,1
16,-146.38199999999992,-284.0329999999991,349.26840000000027,-93.11340000000013,181.14810000000006,-430.41499999999996,437.3031000000005,6.8880999999960295,1
17,-144.61170000000004,-297.7655999999997,353.93249999999995,-94.49779999999996,180.9115999999999,-442.37729999999794,440.34629999999964,-2.0309999999986985,1
18,-149.77779999999996,-319.7225000000016,381.9983000000002,-95.3057,181.3377999999998,-469.50030000000265,468.03039999999953,-1.469900000001303,1
19,-142.8081000000001,-266.2018999999989,327.23339999999985,-93.09450000000007,177.6495,-409.0099999999992,411.78839999999974,2.7784000000042397,1
0,-153.71089999999998,-262.76080000000036,331.81840000000034,-92.70230000000001,182.14230000000003,-416.4716999999987,421.2584000000004,4.786700000003975,2
1,-148.13219999999995,-294.3051,351.8286000000003,-93.55280000000002,180.73570000000007,-442.43730000000267,439.01150000000035,-3.4258000000028233,2
2,-145.3742000000002,-264.85800000000177,339.9378999999999,-93.42049999999989,180.76420000000007,-410.23220000000265,427.2815999999999,17.049400000001697,2
3,-148.19980000000015,-273.63199999999813,331.6075000000003,-93.94489999999996,179.63710000000015,-421.8317999999998,417.2997000000005,-4.532099999998422,2
4,-152.25590000000003,-255.84889999999973,321.0772999999999,-93.46309999999997,178.31070000000003,-408.1048000000002,405.92489999999975,-2.17990000000043,2
5,-145.4825,-273.9638000000022,342.34439999999984,-90.29259999999991,174.16650000000004,-419.44630000000495,426.2183000000002,6.771999999997092,2
6,-138.63140000000004,-258.14150000000313,319.29629999999975,-91.50689999999997,175.87019999999998,-396.7729000000028,403.65959999999956,6.886699999998541,2
7,-164.74460000000013,-233.07050000000004,307.29899999999986,-90.99659999999989,177.4301000000001,-397.815099999999,393.73249999999985,-4.082600000001889,2
8,-156.17889999999994,-294.3845999999996,361.48749999999995,-93.92139999999992,181.6253999999999,-450.56349999999907,449.19150000000013,-1.3720000000039363,2
9,-159.03140000000008,-272.0487999999979,344.84710000000035,-92.88650000000004,179.93760000000006,-431.0801999999992,431.8982000000004,0.8180000000048722,2
10,-152.3859999999998,-258.77970000000306,333.38199999999983,-91.29429999999985,181.4088000000001,-411.16570000000286,423.49649999999986,12.330799999998248,2
11,-147.21729999999994,-251.03490000000005,325.14880000000016,-92.33380000000005,177.3241000000001,-398.2521999999991,410.13910000000027,11.886899999998946,2
12,-128.00160000000005,-255.0830999999988,308.4377000000003,-91.06279999999992,172.32529999999986,-383.08469999999704,389.7002,6.615500000001589,2
13,-150.44200000000012,-295.1915999999986,357.5505999999999,-92.65499999999986,179.5949999999999,-445.6335999999975,444.49060000000003,-1.1429999999984375,2
14,-146.53889999999987,-298.7009999999994,373.0373000000002,-92.57940000000013,177.4814,-445.2398999999981,457.9392999999999,12.69940000000122,2
15,-136.7931999999998,-310.9326000000022,378.6458,-89.2011,175.66769999999997,-447.725800000002,465.1124,17.386599999997088,2
16,-152.61979999999997,-314.9316,378.3819000000001,-93.89770000000007,179.3873000000001,-467.5513999999986,463.8715000000003,-3.6799000000009983,2
17,-135.66359999999992,-275.11070000000296,341.43329999999975,-89.14440000000005,174.60810000000006,-410.7743000000024,426.897,16.122699999996712,2
18,-150.26420000000005,-279.98770000000053,359.47289999999987,-91.93679999999989,179.15410000000006,-430.2518999999988,446.69020000000046,16.438299999999003,2
19,-140.59799999999984,-287.2953000000006,349.3294000000003,-93.65199999999984,176.2779999999999,-427.8933000000002,431.9554000000004,4.062100000000214,2
0,-148.49540000000013,-278.73910000000217,332.7826999999997,-90.9115000000001,176.52519999999993,-427.23450000000366,418.39639999999974,-8.838100000003465,3
1,-140.0521999999998,-241.71069999999827,302.2257000000001,-91.3982,176.04069999999993,-381.7628999999971,386.8681999999998,5.105300000006764,3
