Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-16.5784000000001,-33.94240000000269,41.29450000000003,-1.87608455999999,-50.520800000001884,39.418415440000445,-11.102384560000019,40
1,-15.565100000000115,-30.702400000000125,37.23049999999978,-1.8719532000000036,-46.26750000000118,35.35854679999977,-10.90895320000186,40
2,-12.41349999999997,-32.82449999999966,39.21670000000006,-1.7573882400000116,-45.238000000001875,37.45931175999999,-7.778688240001884,40
3,-12.14550000000014,-21.894999999999015,28.491399999999885,-1.4227596000000151,-34.04049999999643,27.06864039999971,-6.971859599997629,40
4,-14.269200000000062,-31.826400000001286,39.079900000000066,-1.8076312800000025,-46.0956000000009,37.272268720000056,-8.823331280003572,40
5,-10.682200000000094,-24.08999999999662,29.88749999999976,-1.2986928000000066,-34.77219999999875,28.588807199999735,-6.183392799996227,40
6,-12.311399999999836,-27.521600000000035,35.03429999999997,-1.3735166400000036,-39.832999999999174,33.66078335999998,-6.1722166400019205,40
7,-10.644600000000054,-24.630300000001057,30.126000000000204,-1.0815379199999935,-35.274900000001594,29.044462080000415,-6.230437919999872,40
8,-10.483000000000054,-33.783500000001254,38.072300000000325,-0.969707520000016,-44.266500000000406,37.10259248000051,-7.163907520003136,40
9,-10.57249999999992,-29.22879999999992,35.63449999999983,-1.0904104799999867,-39.80130000000054,34.54408951999983,-5.257210480001959,40
10,-6.806499999999872,-32.32730000000117,35.6837000000001,-0.7046567999999969,-39.133800000001486,34.97904319999992,-4.15475680000111,40
11,-11.841599999999872,-39.077099999998154,43.22689999999966,-1.159260480000004,-50.918699999997784,42.06763951999983,-8.851060480001138,40
12,-13.579900000000023,-31.906599999996786,37.55899999999997,-1.3670186400000048,-45.48649999999566,36.19198135999966,-9.294518639996454,40
13,-12.354399999999892,-29.79460000000182,34.77119999999985,-1.347207839999987,-42.14900000000307,33.423992159999955,-8.72500783999942,40
14,-11.136600000000058,-24.16780000000017,29.083000000000084,-1.3304001599999928,-35.304400000002715,27.752599840000357,-7.551800160004632,40
15,-10.335000000000072,-24.26569999999822,28.622000000000014,-1.1421496800000064,-34.60069999999968,27.479850320000196,-7.120849679998059,40
16,-10.701399999999822,-31.30150000000043,35.59389999999996,-1.2622320000000151,-42.00289999999819,34.33166799999958,-7.671232000000032,40
17,-12.018100000000025,-35.73269999999951,40.98490000000015,-1.2965918400000103,-47.7507999999998,39.688308160000076,-8.062491840003418,40
18,-11.564499999999938,-19.472800000002223,25.314900000000023,-0.9922629600000086,-31.037300000000585,24.32263703999996,-6.714662960000169,40
19,-11.276199999999797,-19.00059999999951,24.20750000000021,-1.2068071200000023,-30.27679999999907,23.00069288000003,-7.276107119999551,40
