Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1729.1681,-17256.841,-3029.2344,1846.8727,-1158.4225,-18986.0091,-2340.7842,-21326.7933,37
1,-1746.039,-17269.482,-3074.1479,1840.9334,-1160.9007,-19015.521,-2394.1152,-21409.6362,37
2,-1720.9021,-17311.4097,-2958.425,1838.8449,-1157.3305,-19032.3118,-2276.9106,-21309.2224,37
3,-1723.7362,-17170.1341,-3050.2515,1842.8518,-1166.7389,-18893.8703,-2374.1386,-21268.008899999997,37
4,-1708.1129,-17187.8354,-3156.6466,1852.0183,-1180.7401,-18895.9483,-2485.3684000000003,-21381.3167,37
5,-1730.0167,-17139.086,-3164.0832,1849.703,-1169.039,-18869.1027,-2483.4192000000003,-21352.5219,37
6,-1752.8708,-17143.6456,-3056.1142,1838.0795,-1164.7573,-18896.5164,-2382.792,-21279.3084,37
7,-1729.0377,-17126.9316,-3121.1136,1859.6019,-1183.5675,-18855.9693,-2445.0792,-21301.0485,37
8,-1720.9217,-17163.2266,-3098.6375,1856.3558,-1175.3794,-18884.1483,-2417.6611,-21301.809400000002,37
9,-1760.1349,-17068.561,-3230.1771,1841.9304,-1170.3846,-18828.695900000002,-2558.6313,-21387.327200000003,37
10,-1732.5768,-17227.6446,-3068.2767,1838.4859,-1174.4601,-18960.2214,-2404.2509,-21364.472299999998,37
11,-1725.6133,-17297.5897,-2983.4679,1841.3445,-1171.7795,-19023.203,-2313.9029,-21337.105900000002,37
12,-1772.0985,-17169.8494,-3117.9987,1834.9657,-1150.941,-18941.9479,-2433.974,-21375.921899999998,37
13,-1706.5349,-17156.8981,-3112.8827,1837.3519,-1158.0271,-18863.432999999997,-2433.5579000000002,-21296.990899999997,37
14,-1736.8314,-17281.308,-3058.7075,1850.7756,-1175.6375,-19018.1394,-2383.5694000000003,-21401.7088,37
15,-1736.4212,-17327.4631,-3046.9159,1834.5168,-1170.0496,-19063.8843,-2382.4487,-21446.333,37
16,-1712.0497,-17211.2543,-3035.5786,1847.813,-1170.3854,-18923.304,-2358.151,-21281.455,37
17,-1710.2609,-17147.0446,-3153.6295,1844.1606,-1172.704,-18857.305500000002,-2482.1729,-21339.478400000004,37
18,-1733.2288,-17097.5761,-3197.3766,1845.3087,-1169.5177,-18830.8049,-2521.5856000000003,-21352.390499999998,37
19,-1727.6913,-17197.2062,-3141.4867,1851.3804,-1189.5304,-18924.8975,-2479.6367,-21404.5342,37
