Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1697.9077,-17452.4195,-2918.0485,1841.3917,-1176.2876,-19150.3272,-2252.9444000000003,-21403.2716,1
1,-1732.324,-17436.9855,-2961.9465,1837.3519,-1168.1278,-19169.3095,-2292.7224,-21462.031899999998,1
2,-1683.1182,-17360.2769,-2993.8994,1835.4004,-1168.0922,-19043.3951,-2326.5912,-21369.9863,1
3,-1703.7557,-17330.8647,-2992.8282,1840.0215,-1170.5253,-19034.6204,-2323.332,-21357.952400000002,1
4,-1719.5989,-17278.0182,-3078.1437,1850.6102,-1173.2225,-18997.6171,-2400.7560000000003,-21398.3731,1
5,-1698.6593,-17470.287,-2947.6214,1836.0619,-1171.565,-19168.9463,-2283.1245,-21452.070799999998,1
6,-1742.8232,-17387.6381,-2907.5803,1835.3059,-1163.9439,-19130.4613,-2236.2183,-21366.6796,1
7,-1686.6638,-17366.4443,-3021.777,1835.8965,-1164.6166,-19053.108099999998,-2350.4971,-21403.6052,1
8,-1700.4065,-17579.1649,-2834.6587,1833.6474,-1177.3522,-19279.5714,-2178.3635,-21457.9349,1
9,-1718.6553,-17397.7479,-2918.9597,1837.5645,-1164.0271,-19116.403199999997,-2245.4223,-21361.825499999995,1
10,-1703.9433,-17541.1256,-2859.3861,1836.3407,-1167.6382,-19245.0689,-2190.6836000000003,-21435.7525,1
11,-1680.2652,-17484.1543,-2824.9135,1841.7556,-1181.4408,-19164.4195,-2164.5987000000005,-21329.0182,1
12,-1699.7569,-17542.8824,-2815.4586,1833.5671,-1167.6256,-19242.6393,-2149.5171,-21392.1564,1
13,-1695.3913,-17594.3034,-2785.6402,1830.3494,-1165.3855,-19289.6947,-2120.6763,-21410.371000000003,1
14,-1735.8974,-17527.2049,-2826.3038,1820.9703,-1163.2395,-19263.102300000002,-2168.5730000000003,-21431.675300000003,1
15,-1735.3764,-17516.4432,-2889.8246,1834.876,-1170.2888,-19251.819600000003,-2225.2374,-21477.057,1
16,-1701.2119,-17392.7801,-2962.8281,1845.1292,-1183.9092,-19093.992,-2301.6081000000004,-21395.600099999996,1
17,-1689.3123,-17479.0826,-2889.519,1842.2706,-1171.5598,-19168.394900000003,-2218.8081999999995,-21387.203100000002,1
18,-1699.8792,-17420.0493,-2971.8267,1838.4055,-1170.754,-19119.928499999998,-2304.1751999999997,-21424.1037,1
19,-1711.5145,-17370.8483,-2983.9602,1835.6367,-1169.7553,-19082.362800000003,-2318.0788000000002,-21400.441600000006,1
0,-1697.232,-17445.2864,-2967.6469,1843.4282,-1182.4163,-19142.5184,-2306.635,-21449.153400000003,2
1,-1708.7499,-17358.5465,-2944.6986,1840.1207,-1170.8006,-19067.2964,-2275.3785000000003,-21342.674899999998,2
2,-1714.1906,-17401.7018,-2951.6258,1836.4777,-1165.6332,-19115.892399999997,-2280.7812999999996,-21396.6737,2
3,-1730.9567,-17325.9542,-2998.7764,1836.8935,-1165.5885,-19056.9109,-2327.4714000000004,-21384.3823,2
4,-1691.8317,-17296.7739,-3025.0552,1855.0092,-1186.5941,-18988.6056,-2356.6400999999996,-21345.245699999996,2
5,-1712.9508,-17407.6399,-2984.5,1837.8527,-1165.5848,-19120.590699999997,-2312.2321,-21432.822799999998,2
6,-1716.3741,-17216.2001,-3092.6571,1841.1271,-1169.72,-18932.5742,-2421.25,-21353.8242,2
7,-1710.9984,-17414.6543,-2915.6495,1843.3762,-1178.0171,-19125.6527,-2250.2904,-21375.9431,2
8,-1673.8866,-17327.5985,-2979.1739,1833.3073,-1172.5647,-19001.4851,-2318.4312999999997,-21319.9164,2
9,-1683.4859,-17297.1294,-3047.041,1853.7618,-1186.7233,-18980.6153,-2380.0025000000005,-21360.617800000004,2
10,-1710.6472,-17387.545,-2991.1153,1838.5095,-1173.6885,-19098.192199999998,-2326.2943,-21424.4865,2
11,-1677.5171,-17355.4752,-2954.7008,1842.3887,-1170.7473,-19032.9923,-2283.0594,-21316.0517,2
12,-1691.4729,-17294.5501,-3022.9434,1856.2755,-1183.0573,-18986.023,-2349.7252,-21335.7482,2
13,-1688.0898,-17279.4356,-3025.0457,1850.2558,-1186.5092,-18967.525400000002,-2361.2991,-21328.824500000002,2
14,-1690.6438,-17213.211,-3102.5473,1853.535,-1191.1203,-18903.8548,-2440.1326,-21343.987399999998,2
15,-1673.804,-17302.3117,-3074.1582,1856.5495,-1197.2561,-18976.1157,-2414.8648,-21390.980499999998,2
16,-1677.588,-17346.6271,-3033.8955,1847.7043,-1188.8569,-19024.2151,-2375.0481,-21399.263199999998,2
17,-1651.6382,-17328.886,-3012.245,1843.9527,-1177.8803,-18980.5242,-2346.1726,-21326.696799999998,2
18,-1713.1303,-17133.3972,-3119.5496,1847.1751,-1180.9138,-18846.5275,-2453.2883,-21299.815799999997,2
19,-1663.7958,-17216.7561,-3094.4007,1849.6652,-1186.389,-18880.5519,-2431.1245,-21311.676399999997,2
0,-1698.3281,-17306.9603,-3005.2686,1847.5106,-1181.1189,-19005.288399999998,-2338.8768999999998,-21344.165299999997,3
1,-1693.303,-17311.5452,-2977.1143,1855.888,-1183.5718,-19004.8482,-2304.7981,-21309.646300000004,3
2,-1682.687,-17193.5321,-3090.5955,1868.3242,-1200.1272,-18876.219100000002,-2422.3985,-21298.6176,3
3,-1669.3545,-17217.8971,-3076.8321,1848.621,-1183.9323,-18887.2516,-2412.1434,-21299.395,3
4,-1675.8017,-17171.6092,-3157.7576,1851.4229,-1186.4948,-18847.4109,-2492.8295,-21340.2404,3
5,-1700.4192,-17232.0094,-3091.1943,1856.0723,-1190.1867,-18932.4286,-2425.3087,-21357.737299999997,3
6,-1702.4818,-17337.2759,-3014.5299,1850.322,-1177.6304,-19039.757700000002,-2341.8383000000003,-21381.596000000005,3
7,-1673.8987,-17356.3285,-3059.5865,1864.0528,-1201.084,-19030.2272,-2396.6177,-21426.8449,3
8,-1707.0714,-17322.3017,-3094.6982,1859.4129,-1194.7424,-19029.3731,-2430.0276999999996,-21459.4008,3
9,-1695.4141,-17370.496,-2985.6756,1858.6474,-1185.5318,-19065.9101,-2312.56,-21378.4701,3
10,-1662.1758,-17361.5231,-3051.5095,1862.9566,-1195.4586,-19023.6989,-2384.0115,-21407.710399999996,3
11,-1691.2079,-17297.8844,-3095.8742,1865.8672,-1198.961,-18989.0923,-2428.9680000000003,-21418.0603,3
12,-1675.278,-17461.8163,-2994.5827,1846.008,-1183.8727,-19137.094299999997,-2332.4474,-21469.541699999994,3
13,-1701.0479,-17420.7567,-2984.0988,1847.6098,-1179.3004,-19121.804600000003,-2315.7894000000006,-21437.594000000005,3
14,-1694.1289,-17488.5324,-2966.4368,1834.8051,-1177.4615,-19182.6613,-2309.0932,-21491.7545,3
15,-1667.1734,-17307.0203,-3104.3405,1853.0861,-1193.123,-18974.1937,-2444.3774,-21418.571099999997,3
16,-1657.9261,-17387.7728,-3028.81,1849.5282,-1190.8699,-19045.6989,-2370.1517,-21415.8506,3
17,-1685.551,-17520.3668,-2915.378,1845.1339,-1182.6743,-19205.9178,-2252.9184,-21458.836199999998,3
18,-1693.2069,-17327.5062,-3003.0698,1843.3857,-1179.9447,-19020.7131,-2339.6288000000004,-21360.341900000003,3
19,-1700.8805,-17407.5723,-3014.9395,1840.5838,-1173.6793,-19108.4528,-2348.035,-21456.4878,3
0,-1704.0881,-17343.4738,-3052.5816,1853.8138,-1190.3138,-19047.5619,-2389.0816,-21436.643500000002,4
1,-1691.3201,-17481.7429,-2988.9871,1837.3188,-1179.7081,-19173.063000000002,-2331.3764,-21504.4394,4
2,-1674.9568,-17365.8618,-3002.6842,1849.9156,-1189.9468,-19040.8186,-2342.7154,-21383.534,4
3,-1712.9413,-17366.7879,-2964.2887,1844.2409,-1189.6452,-19079.729199999998,-2309.693,-21389.422199999997,4
4,-1692.4825,-17434.1701,-2997.7615,1845.0441,-1184.8915,-19126.6526,-2337.6089,-21464.261500000004,4
5,-1684.3929,-17493.4161,-2962.8636,1850.7472,-1189.3797,-19177.808999999997,-2301.4961000000003,-21479.305099999998,4
6,-1674.0136,-17421.6394,-2941.4145,1852.2214,-1180.7274,-19095.653,-2269.9205,-21365.5735,4
7,-1697.1765,-17456.3473,-2985.0734,1839.2655,-1178.3009,-19153.523800000003,-2324.1088,-21477.6326,4
8,-1691.8097,-17555.1709,-2819.0788,1844.3921,-1173.5403,-19246.980600000003,-2148.227,-21395.2076,4
9,-1682.9124,-17572.4689,-2822.597,1840.1018,-1172.438,-19255.3813,-2154.9332000000004,-21410.3145,4
10,-1732.7039,-17516.9713,-2827.056,1836.5486,-1163.235,-19249.6752,-2153.7424,-21403.4176,4
11,-1698.0541,-17629.9026,-2765.825,1835.0224,-1166.6767,-19327.956700000002,-2097.4793,-21425.436,4
12,-1666.3073,-17621.1248,-2791.0493,1840.3003,-1176.5637,-19287.4321,-2127.3127,-21414.7448,4
13,-1718.0785,-17560.7818,-2841.2673,1837.5078,-1163.9065,-19278.8603,-2167.666,-21446.5263,4
14,-1693.6683,-17504.7088,-2903.2793,1849.8542,-1175.7885,-19198.3771,-2229.2136,-21427.590699999997,4
15,-1704.175,-17582.0396,-2827.2974,1840.8011,-1172.2697,-19286.2146,-2158.766,-21444.9806,4
16,-1701.1259,-17573.1358,-2858.1355,1847.5909,-1173.5322,-19274.2617,-2184.0768,-21458.3385,4
17,-1673.5448,-17552.4149,-2880.2815,1853.4169,-1190.4196,-19225.9597,-2217.2842,-21443.2439,4
18,-1694.146,-17802.9855,-2742.513,1839.4639,-1182.3677,-19497.1315,-2085.4168,-21582.5483,4
