Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1724.9129,-17175.4057,-3143.5359,1867.1477,-1202.9009,-18900.3186,-2479.2891,-21379.607699999997,14
1,-1698.5238,-17205.998,-3060.248,1858.8506,-1194.628,-18904.5218,-2396.0254,-21300.547199999997,14
2,-1690.4874,-17222.6925,-3085.0739,1865.0356,-1192.9333,-18913.179900000003,-2412.9716,-21326.151500000004,14
3,-1709.8879,-17320.3791,-2943.0375,1854.8391,-1184.3338,-19030.267,-2272.5322,-21302.799199999998,14
4,-1709.2893,-17314.4047,-2990.2819,1857.0173,-1188.5769,-19023.694,-2321.8415,-21345.535499999998,14
5,-1677.6565,-17165.1976,-3193.0491,1865.2766,-1200.4125,-18842.8541,-2528.1850000000004,-21371.039099999998,14
6,-1720.8917,-17066.0369,-3201.1123,1866.6232,-1199.834,-18786.9286,-2534.3230999999996,-21321.251699999997,14
7,-1693.393,-17094.6068,-3197.0558,1864.2418,-1206.7084,-18787.9998,-2539.5224,-21327.5222,14
8,-1709.9618,-17176.3509,-3152.8306,1870.2142,-1207.6256,-18886.312700000002,-2490.242,-21376.554700000004,14
9,-1693.1789,-17069.0464,-3203.6765,1873.9234,-1208.4802,-18762.2253,-2538.2333,-21300.458599999998,14
10,-1708.7064,-17083.2502,-3213.1063,1866.9304,-1193.0715,-18791.956599999998,-2539.2474,-21331.203999999998,14
11,-1693.8561,-17169.5288,-3187.4337,1866.009,-1205.1309,-18863.3849,-2526.5556,-21389.9405,14
12,-1682.6924,-17164.1519,-3102.9952,1881.0156,-1226.425,-18846.8443,-2448.4046,-21295.248900000002,14
13,-1684.2626,-17280.749,-3048.6369,1884.0821,-1223.7044,-18965.011599999998,-2388.2592,-21353.2708,14
14,-1683.0924,-17292.7327,-3038.2394,1870.3276,-1222.6532,-18975.825100000002,-2390.5649999999996,-21366.3901,14
15,-1707.3247,-17133.8778,-3135.5266,1881.8377,-1214.956,-18841.2025,-2468.6449000000002,-21309.8474,14
16,-1701.5356,-17237.6659,-3077.8338,1870.5403,-1205.0125,-18939.2015,-2412.306,-21351.5075,14
17,-1676.1744,-17291.9018,-3001.6995,1862.8432,-1207.7204,-18968.0762,-2346.5767,-21314.652899999997,14
18,-1714.0603,-17314.4736,-2987.429,1867.2469,-1202.6232,-19028.533900000002,-2322.8053,-21351.339200000002,14
19,-1729.7014,-17260.5918,-3027.9991,1852.0608,-1196.1373,-18990.2932,-2372.0756,-21362.3688,14
