Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-34.1665,-506.1485,-252.2937,11.24797176,-540.315,-241.04572824,-781.36072824,37
1,-32.2665,-474.2268,-282.2463,11.473137359999999,-506.49330000000003,-270.77316264,-777.2664626400001,37
2,-26.3368,-482.6559,-277.5649,11.86477992,-508.99269999999996,-265.70012008000003,-774.6928200799999,37
3,-30.6938,-489.3044,-271.156,11.42463024,-519.9982,-259.73136976,-779.7295697599999,37
4,-36.9101,-485.8762,-264.7277,11.139635519999999,-522.7863,-253.58806448,-776.37436448,37
5,-30.4393,-478.8979,-283.7188,10.80627264,-509.3372,-272.91252736,-782.2497273600001,37
6,-36.9434,-469.013,-279.8852,10.9209312,-505.9564,-268.9642688,-774.9206687999999,37
7,-34.9217,-475.2595,-284.7829,10.76284368,-510.1812,-274.02005632,-784.20125632,37
8,-37.253,-477.7544,-278.3218,10.74127392,-515.0074,-267.58052607999997,-782.5879260799999,37
9,-34.065,-467.7068,-277.5761,10.90615536,-501.7718,-266.66994464,-768.44174464,37
10,-33.4065,-487.048,-269.0016,11.16306144,-520.4545,-257.83853856,-778.2930385600001,37
11,-30.3728,-469.8164,-285.7024,10.48520376,-500.18919999999997,-275.21719624,-775.4063962399999,37
12,-35.2425,-466.2456,-279.8691,10.8762588,-501.48810000000003,-268.9928412,-770.4809412000001,37
13,-39.1295,-465.807,-276.3809,10.06818912,-504.9365,-266.31271088,-771.24921088,37
14,-32.6443,-472.3819,-281.5177,10.924946639999998,-505.02619999999996,-270.59275336,-775.6189533599999,37
15,-36.0332,-464.1642,-278.527,11.157816239999999,-500.1974,-267.36918376,-767.5665837600001,37
16,-36.241,-454.4645,-281.2183,11.44594656,-490.7055,-269.77235344,-760.47785344,37
17,-28.3758,-436.4512,-294.9585,11.47557888,-464.827,-283.48292112,-748.3099211199999,37
18,-33.5013,-446.7355,-288.9753,11.2643676,-480.2368,-277.7109324,-757.9477324,37
19,-35.762,-452.7525,-280.7111,11.43100728,-488.5145,-269.28009271999997,-757.79459272,37
