Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1749.7316,-17705.9902,-3328.9377,1986.35,-1294.7204,-19455.7218,-2637.3081,-22093.029899999998,32
1,-1768.3919,-17766.5961,-3247.576,1967.2326,-1285.0978,-19534.987999999998,-2565.4412,-22100.4292,32
2,-1775.8267,-17721.4666,-3307.7278,1960.7311,-1284.9637,-19497.2933,-2631.9604,-22129.2537,32
3,-1809.1855,-17554.7864,-3413.2391,1975.9361,-1291.4345,-19363.9719,-2728.7375,-22092.7094,32
4,-1782.2873,-17759.2083,-3266.688,1971.9577,-1293.3354,-19541.4956,-2588.0657,-22129.561299999998,32
5,-1767.2909,-17769.531,-3299.1767,1962.054,-1286.41,-19536.8219,-2623.5326999999997,-22160.3546,32
6,-1799.7862,-17607.3575,-3383.1182,1970.1763,-1281.6107,-19407.143699999997,-2694.5526,-22101.6963,32
7,-1788.4805,-17780.4231,-3231.2451,1950.251,-1272.5369,-19568.9036,-2553.531,-22122.4346,32
8,-1763.0909,-17580.6692,-3377.2703,1961.5201,-1280.2845,-19343.7601,-2696.0347,-22039.7948,32
9,-1772.1435,-17584.702,-3400.6645,1959.5356,-1276.0413,-19356.8455,-2717.1702,-22074.0157,32
10,-1761.216,-17637.1762,-3376.0388,1974.9722,-1295.5454,-19398.392200000002,-2696.612,-22095.0042,32
11,-1764.7729,-17775.6687,-3278.9637,1964.8985,-1285.4255,-19540.4416,-2599.4907,-22139.9323,32
12,-1756.4682,-17761.6972,-3282.9377,1949.3013,-1273.1074,-19518.165399999998,-2606.7438,-22124.9092,32
13,-1832.5798,-17718.8945,-3286.6467,1951.6401,-1263.1314,-19551.474299999998,-2598.138,-22149.612299999997,32
14,-1808.9599,-17739.0636,-3217.0351,1960.0648,-1271.6213,-19548.023500000003,-2528.5915999999997,-22076.615100000003,32
15,-1755.0083,-17696.2127,-3258.5515,1976.9095,-1284.5328,-19451.221,-2566.1748,-22017.395800000002,32
16,-1795.7455,-17707.2915,-3293.3936,1966.0041,-1285.8988,-19503.037,-2613.2882999999997,-22116.3253,32
17,-1791.8991,-17783.593,-3215.5085,1962.1533,-1281.5898,-19575.4921,-2534.9449999999997,-22110.437100000003,32
18,-1789.0278,-17478.4704,-3498.1167,1968.206,-1281.4059,-19267.498199999998,-2811.3166,-22078.8148,32
19,-1767.7224,-17670.2861,-3340.7301,1960.9437,-1278.3921,-19438.0085,-2658.1785,-22096.187,32
