Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-31.276,-453.0028,-278.176,140.7934,-141.2126,-484.2788,-278.5952,-762.874,33
1,-33.9754,-460.3998,-284.5778,140.6658,-140.2478,-494.3752,-284.1598,-778.535,33
2,-29.2738,-468.1226,-273.7126,139.5932,-139.3081,-497.39639999999997,-273.4275,-770.8238999999999,33
3,-31.1191,-441.236,-286.7448,139.768,-138.3375,-472.3551,-285.3143,-757.6693999999999,33
4,-33.9888,-430.7262,-291.2897,140.7414,-139.1477,-464.71500000000003,-289.69599999999997,-754.411,33
5,-30.2797,-432.3748,-290.4581,140.8217,-139.7219,-462.6545,-289.3583,-752.0128,33
6,-29.3204,-456.0021,-283.9636,141.951,-140.948,-485.3225,-282.9606,-768.2831,33
7,-31.4876,-438.9451,-287.6746,139.957,-139.351,-470.4327,-287.0686,-757.5013,33
8,-30.965,-442.7581,-284.8648,140.5382,-139.5414,-473.7231,-283.86800000000005,-757.5911000000001,33
9,-29.3765,-446.5081,-282.6162,137.8308,-137.8877,-475.88460000000003,-282.6731,-758.5577000000001,33
10,-31.7516,-441.2447,-276.8668,139.7964,-137.8514,-472.9963,-274.9218,-747.9181000000001,33
11,-28.8525,-434.1887,-283.1639,139.9476,-137.0944,-463.0412,-280.3107,-743.3519000000001,33
12,-33.4482,-458.1237,-276.4936,136.4274,-136.2485,-491.57189999999997,-276.3147,-767.8865999999999,33
13,-33.3636,-449.1815,-275.7032,141.1902,-139.3238,-482.54510000000005,-273.8368,-756.3819,33
14,-30.4648,-448.1114,-290.9798,137.6182,-136.8797,-478.57620000000003,-290.2413,-768.8175000000001,33
15,-32.5321,-448.2306,-285.582,139.2766,-138.0703,-480.7627,-284.3757,-765.1383999999999,33
16,-31.7714,-461.6394,-281.2465,139.4467,-137.6077,-493.4108,-279.4075,-772.8183000000001,33
17,-34.6854,-458.8855,-268.7397,139.7822,-138.2045,-493.5709,-267.16200000000003,-760.7329,33
18,-33.1041,-472.6497,-259.9518,138.8089,-136.925,-505.7538,-258.0679,-763.8217,33
19,-29.7666,-473.7516,-246.0119,140.1933,-137.4073,-503.5182,-243.2259,-746.7440999999999,33
