Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1801.9867,-17845.2047,-3085.268,1955.6564,-1258.1618,-19647.1914,-2387.7734,-22034.9648,16
1,-1792.8054,-17854.3456,-3069.1233,1946.1308,-1258.5876,-19647.151,-2381.5801,-22028.7311,16
2,-1768.6124,-17938.6741,-3107.1654,1963.5991,-1265.7253,-19707.286500000002,-2409.2916,-22116.5781,16
3,-1822.7564,-17858.5911,-3077.4702,1954.9477,-1254.4929,-19681.3475,-2377.0154,-22058.3629,16
4,-1765.1041,-17798.9771,-3181.9937,1961.5816,-1267.3168,-19564.0812,-2487.7289,-22051.8101,16
5,-1789.9746,-17916.1117,-3070.967,1968.7163,-1266.8783,-19706.086300000003,-2369.129,-22075.215300000003,16
6,-1832.2925,-17839.4373,-3067.9975,1961.9265,-1255.8527,-19671.7298,-2361.9237,-22033.6535,16
7,-1779.1496,-17890.328,-3143.0064,1957.4661,-1263.8257,-19669.477600000002,-2449.366,-22118.843600000004,16
8,-1778.5322,-17777.9492,-3208.4174,1962.8431,-1253.5399,-19556.4814,-2499.1142,-22055.595599999997,16
9,-1787.4588,-17790.3903,-3169.0013,1958.7702,-1260.7059,-19577.8491,-2470.937,-22048.7861,16
10,-1788.2604,-18030.5408,-2995.3325,1956.4218,-1260.472,-19818.801199999998,-2299.3827,-22118.1839,16
11,-1773.425,-17695.8901,-3283.2161,1977.4387,-1269.0868,-19469.3151,-2574.8642,-22044.179300000003,16
12,-1758.373,-17744.9479,-3221.6611,1963.0227,-1260.0521,-19503.3209,-2518.6904999999997,-22022.0114,16
13,-1790.5444,-17694.464,-3265.2421,1960.1121,-1242.6808,-19485.0084,-2547.8108,-22032.819199999998,16
14,-1827.4585,-17608.1137,-3282.2334,1958.9639,-1248.783,-19435.572200000002,-2572.0525,-22007.624700000004,16
15,-1785.823,-17616.5159,-3307.9068,1964.1,-1255.3358,-19402.3389,-2599.1426,-22001.4815,16
16,-1797.6122,-17698.4765,-3201.12,1972.2742,-1254.4549,-19496.0887,-2483.3007,-21979.3894,16
17,-1808.2993,-17607.4031,-3305.7752,1970.096,-1258.913,-19415.7024,-2594.5922,-22010.294599999997,16
18,-1769.5457,-17712.3516,-3280.7261,1966.0561,-1267.6753,-19481.8973,-2582.3453,-22064.242599999998,16
19,-1791.4912,-17609.3708,-3300.9331,1966.7554,-1266.7815,-19400.862,-2600.9592000000002,-22001.821200000002,16
