Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-153.71089999999998,-262.76080000000036,314.5311999999998,-18.11203128,-416.4716999999987,296.4191687199997,-120.05253127999993,2
1,-148.13219999999995,-294.3051,338.7210000000001,-18.306467280000003,-442.43730000000267,320.41453272000035,-122.0227672800055,2
2,-145.3742000000002,-264.85800000000177,316.4318000000002,-17.864245440000005,-410.23220000000265,298.5675545600002,-111.664645440002,2
3,-148.19980000000015,-273.63199999999813,319.55239999999975,-17.737352640000015,-421.8317999999998,301.8150473599999,-120.01675263999823,2
4,-152.25590000000003,-255.84889999999973,310.3426999999996,-17.764901279999997,-408.1048000000002,292.5777987199996,-115.52700128000333,2
5,-145.4825,-273.9638000000022,334.0675,-16.936232400000005,-419.44630000000495,317.1312676000003,-102.315032400002,2
6,-138.63140000000004,-258.14150000000313,304.6035999999997,-17.568029519999993,-396.7729000000028,287.0355704799996,-109.73732952000557,2
7,-164.74460000000013,-233.07050000000004,291.19009999999986,-17.49131352,-397.815099999999,273.6987864799996,-124.11631352000154,2
8,-156.17889999999994,-294.3845999999996,344.10769999999985,-18.066376079999994,-450.56349999999907,326.04132391999997,-124.52217608000058,2
9,-159.03140000000008,-272.0487999999979,333.06920000000036,-17.960752080000006,-431.0801999999992,315.10844792000046,-115.97175208000192,2
10,-152.3859999999998,-258.77970000000306,311.69429999999994,-17.485750079999992,-411.16570000000286,294.20854991999977,-116.95715008000036,2
11,-147.21729999999994,-251.03490000000005,313.7294,-17.894247119999996,-398.2521999999991,295.8351528799999,-102.41704711999603,2
12,-128.00160000000005,-255.0830999999988,302.7222000000001,-17.426111760000005,-383.08469999999704,285.29608824,-97.78861175999668,2
13,-150.44200000000012,-295.1915999999986,346.0993999999998,-17.813079360000003,-445.6335999999975,328.28632063999976,-117.34727935999501,2
14,-146.53889999999987,-298.7009999999994,356.67349999999976,-18.045707040000003,-445.2398999999981,338.62779295999985,-106.61210703999734,2
15,-136.7931999999998,-310.9326000000022,364.0463000000001,-17.291549520000004,-447.725800000002,346.75475048000044,-100.97104952000518,2
16,-152.61979999999997,-314.9316,369.2901000000002,-18.105080400000006,-467.5513999999986,351.1850196000003,-116.36638039999639,2
17,-135.66359999999992,-275.11070000000296,325.6245000000003,-17.284351680000007,-410.7743000000024,308.3401483200006,-102.43415168000149,2
18,-150.26420000000005,-279.98770000000053,346.6977,-17.77357151999999,-430.2518999999988,328.92412847999975,-101.3277715200013,2
19,-140.59799999999984,-287.2953000000006,340.0985000000002,-18.0488268,-427.8933000000002,322.0496732,-105.84362680000243,2
