Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-47.083100000000144,-84.05859999999888,112.84520000000026,-6.727636800000006,-131.14170000000013,106.11756320000029,-25.024136799996654,18
1,-45.275900000000135,-84.59240000000034,110.39200000000034,-6.546664080000008,-129.86830000000072,103.84533592000031,-26.02296407999586,18
2,-38.56059999999994,-90.1624999999994,115.18949999999978,-5.349626639999993,-128.7231000000021,109.83987335999967,-18.88322664000009,18
3,-41.185400000000186,-68.12590000000074,92.5552999999997,-5.309258400000001,-109.31130000000184,87.2460415999999,-22.065258400005632,18
4,-45.10870000000013,-92.97819999999905,121.06529999999958,-6.034378320000004,-138.0869000000008,115.03092167999938,-23.055978320002282,18
5,-42.03739999999985,-75.4641000000014,101.79230000000018,-5.449070879999992,-117.50150000000303,96.34322912000016,-21.15827088000151,18
6,-38.26219999999995,-86.33859999999942,109.15489999999971,-5.0807635200000085,-124.60080000000096,104.07413647999977,-20.52666351999858,18
7,-41.61939999999989,-86.74620000000237,115.81000000000006,-5.039044560000001,-128.36560000000065,110.77095544000025,-17.5946445600041,18
8,-47.72400000000017,-83.41639999999825,116.55359999999985,-5.714491679999998,-131.14039999999795,110.83910831999981,-20.301291679999963,18
9,-49.008600000000065,-89.75410000000306,124.1097999999999,-5.68123488,-138.7627000000045,118.42856511999963,-20.334134880008946,18
10,-42.04469999999987,-85.55639999999784,114.92780000000005,-5.651632799999991,-127.60109999999815,109.27616720000015,-18.32493279999983,18
11,-43.56690000000003,-92.69790000000188,120.86089999999984,-5.531433840000004,-136.26480000000123,115.32946615999992,-20.935333840003636,18
12,-48.11619999999985,-93.86179999999979,118.33660000000009,-5.903527679999996,-141.97800000000007,112.43307232000001,-29.54492767999909,18
13,-34.08960000000005,-90.24119999999806,112.01029999999986,-4.452636239999993,-124.33080000000041,107.55766375999991,-16.77313624000135,18
14,-41.81440000000003,-68.66669999999937,95.7755000000003,-5.706006480000013,-110.48109999999781,90.06949352000015,-20.411606479998568,18
15,-42.030100000000076,-64.39980000000116,92.56989999999985,-5.333831280000014,-106.42990000000054,87.2360687199999,-19.193831280005156,18
16,-47.76019999999999,-57.00599999999844,90.96479999999991,-6.718968000000016,-104.76619999999753,84.24583200000015,-20.520367999995074,18
17,-40.97380000000003,-77.11660000000052,102.44669999999968,-6.185402639999989,-118.09040000000095,96.26129735999945,-21.82910264000418,18
18,-49.35000000000005,-85.86169999999981,116.55899999999991,-6.534280080000006,-135.21169999999984,110.02471991999982,-25.186980080002627,18
19,-43.43219999999988,-95.1146000000017,116.62840000000006,-5.7012861600000075,-138.5468000000052,110.92711384000012,-27.61968616000695,18
