Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-36.6173,-486.8609,-249.5623,131.1402,-126.5911,-523.4782,-245.01319999999998,-768.4914,3
1,-32.4441,-493.9809,-248.1582,132.4254,-129.4145,-526.4250000000001,-245.1473,-771.5723,3
2,-41.143,-482.45,-245.598,132.1277,-127.6027,-523.593,-241.073,-764.666,3
3,-35.2011,-497.9868,-241.1644,130.5826,-126.8905,-533.1879,-237.4723,-770.6602,3
4,-35.6542,-491.731,-246.13,130.3747,-128.5344,-527.3851999999999,-244.2897,-771.6749,3
5,-36.6574,-489.5443,-238.992,131.4142,-129.0159,-526.2017000000001,-236.59369999999998,-762.7954000000001,3
6,-41.8363,-479.2256,-249.4905,131.7261,-127.135,-521.0619,-244.8994,-765.9613,3
7,-39.8345,-490.2294,-238.5409,131.4662,-127.628,-530.0639,-234.7027,-764.7666,3
8,-42.8546,-483.6101,-252.6147,131.1307,-127.5505,-526.4647,-249.0345,-775.4992,3
9,-39.5246,-511.6669,-236.1395,130.7669,-127.4442,-551.1915,-232.8168,-784.0083000000001,3
10,-36.0186,-492.1606,-247.4896,130.7669,-128.6879,-528.1792,-245.41060000000002,-773.5898000000001,3
11,-40.2667,-501.9235,-248.1232,132.0757,-128.9954,-542.1902,-245.04289999999997,-787.2331,3
12,-39.5229,-470.1092,-261.1973,131.3764,-127.5547,-509.6321,-257.37559999999996,-767.0077,3
13,-39.8918,-470.6238,-252.1952,131.8584,-128.2965,-510.5156,-248.63330000000002,-759.1489000000001,3
14,-31.8797,-446.6001,-273.5865,134.3485,-131.2546,-478.4798,-270.49260000000004,-748.9723999999999,3
15,-34.4004,-479.343,-257.1666,132.5955,-131.3584,-513.7434000000001,-255.92950000000002,-769.6729,3
16,-34.6261,-441.9657,-267.0034,134.1831,-131.9837,-476.59180000000003,-264.804,-741.3958,3
17,-37.5605,-479.7727,-248.6291,132.5388,-130.9147,-517.3332,-247.005,-764.3382,3
18,-39.7555,-447.1872,-267.8033,134.5705,-130.9697,-486.9427,-264.2025,-751.1451999999999,3
19,-38.1206,-465.1118,-260.0099,131.6788,-130.2065,-503.23240000000004,-258.5376,-761.7700000000001,3
