Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-51.87589999999995,-60.5443000000011,91.32999999999998,-7.247529359999989,-112.42020000000264,84.08247063999994,-28.337729360004914,21
1,-48.786399999999944,-81.42330000000027,113.24990000000005,-7.0327533599999885,-130.20969999999681,106.21714664000004,-23.99255335999908,21
2,-49.20900000000003,-78.93570000000159,108.93400000000014,-6.5441088,-128.14470000000279,102.38989120000048,-25.754808800002706,21
3,-49.27909999999984,-75.1795000000011,104.22169999999994,-6.707674799999992,-124.45860000000005,97.51402519999965,-26.944574800001305,21
4,-48.01540000000007,-131.688899999998,149.63410000000005,-7.123924800000005,-179.70429999999737,142.5101751999997,-37.19412479999778,21
5,-47.753699999999945,-137.43330000000066,162.81779999999986,-6.783568559999994,-185.18699999999922,156.03423143999999,-29.152768560001505,21
6,-41.718300000000106,-179.2768000000005,193.69770000000005,-7.084501200000009,-220.9950999999997,186.61319880000013,-34.38190119999638,21
7,-43.03560000000006,-156.57319999999947,175.77079999999978,-6.882071760000002,-199.60880000000202,168.88872823999986,-30.720071759999882,21
8,-52.12360000000004,-148.22839999999871,174.60669999999982,-7.746033599999999,-200.35200000000174,166.8606663999999,-33.491333600003145,21
9,-48.97929999999992,-158.73310000000083,177.32709999999997,-7.0782537600000115,-207.71239999999938,170.24884624000032,-37.46355375999724,21
10,-45.37029999999999,-187.07770000000085,206.9811999999999,-7.266080160000012,-232.44800000000197,199.71511983999972,-32.73288016000083,21
11,-49.88199999999997,-107.8541999999976,140.32340000000016,-7.540938720000005,-157.7361999999955,132.78246128000012,-24.95373871999618,21
12,-49.333800000000025,-125.14099999999786,146.60609999999986,-7.168234320000003,-174.4747999999954,139.43786567999967,-35.03693431999659,21
13,-48.792599999999865,-108.17779999999999,131.26619999999997,-7.341667200000012,-156.9703999999998,123.92453279999995,-33.04586719999986,21
14,-43.48820000000013,-131.05399999999827,148.00719999999967,-7.136373600000001,-174.54219999999884,140.87082639999966,-33.67137359999742,21
15,-46.26740000000002,-142.70969999999897,154.71000000000004,-7.539103439999996,-188.97710000000149,147.17089655999973,-41.80620344000033,21
16,-44.60150000000012,-105.420600000001,123.72680000000003,-7.229193839999995,-150.02210000000207,116.49760616000009,-33.5244938400042,21
17,-47.799500000000144,-135.02930000000094,150.71280000000013,-7.691911199999991,-182.8287999999991,143.02088880000025,-39.80791119999981,21
18,-45.75589999999987,-148.09120000000155,167.24909999999994,-7.416529919999993,-193.84710000000325,159.83257008000004,-34.01452992000691,21
19,-50.65270000000006,-141.33859999999686,160.52870000000027,-7.2063655200000145,-191.99129999999695,153.32233448000025,-38.66896551999764,21
