Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1789.9229,-17798.8998,-3235.343,1967.4736,-1274.3987,-19588.8227,-2542.2681,-22131.0908,30
1,-1798.5875,-17745.9992,-3312.8821,1957.5086,-1269.4748,-19544.5867,-2624.8482999999997,-22169.434999999998,30
2,-1805.6009,-17908.7155,-3192.9591,1960.9862,-1265.6932,-19714.3164,-2497.6661,-22211.982500000002,30
3,-1779.8177,-17808.6793,-3289.8177,1968.0076,-1278.7433,-19588.497,-2600.5534000000002,-22189.0504,30
4,-1788.1119,-17686.9451,-3353.4514,1968.2722,-1281.7756,-19475.057,-2666.9547999999995,-22142.0118,30
5,-1787.0119,-17755.0975,-3302.3015,1964.2559,-1273.0556,-19542.1094,-2611.1012,-22153.210600000002,30
6,-1792.009,-17640.5298,-3408.6163,1977.1457,-1293.7725,-19432.538800000002,-2725.2431,-22157.7819,30
7,-1798.3724,-17530.4765,-3505.8355,1969.0565,-1275.0919,-19328.8489,-2811.8709,-22140.719800000003,30
8,-1743.5198,-17610.0974,-3456.7905,1974.8352,-1291.6433,-19353.6172,-2773.5986000000003,-22127.215799999998,30
9,-1769.5321,-17638.1301,-3426.8841,1973.5878,-1290.6084,-19407.6622,-2743.9047,-22151.566899999998,30
10,-1777.6093,-17550.0633,-3459.8434,1974.443,-1290.8435,-19327.6726,-2776.2439000000004,-22103.916500000003,30
11,-1775.289,-17531.5846,-3479.7555,1981.9274,-1284.9248,-19306.8736,-2782.7529000000004,-22089.6265,30
12,-1777.1667,-17625.1762,-3413.4688,1972.6191,-1280.4069,-19402.342900000003,-2721.2566,-22123.599500000004,30
13,-1739.5062,-17595.569,-3409.4562,1987.5974,-1294.2393,-19335.0752,-2716.0981,-22051.173300000002,30
14,-1808.4018,-17578.794,-3449.1577,1968.1824,-1287.5014,-19387.1958,-2768.4767,-22155.6725,30
15,-1790.4657,-17653.1872,-3375.2987,1969.2219,-1288.3643,-19443.6529,-2694.4411,-22138.094,30
16,-1765.9839,-17684.4188,-3407.4636,1978.7239,-1288.5127,-19450.4027,-2717.2524000000003,-22167.655099999996,30
17,-1793.4116,-17519.486,-3497.6979,1981.6108,-1296.6089,-19312.8976,-2812.696,-22125.5936,30
18,-1793.2181,-17636.8215,-3399.428,1967.776,-1275.3474,-19430.039599999996,-2706.9993999999997,-22137.038999999993,30
19,-1757.9205,-17662.7021,-3409.4399,1974.1311,-1284.2286,-19420.6226,-2719.5373999999997,-22140.16,30
