Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-39.1658,-494.2719,-255.4242,10.011828959999999,-533.4377000000001,-245.41237104,-778.8500710400001,1
1,-38.0107,-496.4241,-252.6158,10.17618768,-534.4348,-242.43961232,-776.87441232,1
2,-41.254,-494.7862,-252.9437,10.010949839999999,-536.0402,-242.93275016,-778.9729501600001,1
3,-41.1203,-489.3157,-254.7841,10.06071336,-530.436,-244.72338664,-775.15938664,1
4,-41.7866,-497.6296,-250.7973,9.97426224,-539.4162,-240.82303776,-780.23923776,1
5,-36.5429,-510.3923,-250.819,10.02482352,-546.9352,-240.79417647999998,-787.7293764799999,1
6,-33.6477,-493.2872,-250.4297,10.02004416,-526.9349,-240.40965584,-767.34455584,1
7,-33.3646,-524.856,-242.8119,10.0546488,-558.2206,-232.7572512,-790.9778512,1
8,-39.3558,-503.2537,-249.0607,10.16404128,-542.6095,-238.89665872,-781.50615872,1
9,-36.6528,-496.4956,-250.0685,9.99457992,-533.1484,-240.07392008,-773.22232008,1
10,-38.3679,-500.3529,-251.3248,10.093324319999999,-538.7207999999999,-241.23147568000002,-779.95227568,1
11,-41.6318,-490.4021,-254.2205,10.07462232,-532.0339,-244.14587767999998,-776.17977768,1
12,-37.4195,-494.3749,-254.7635,10.16178336,-531.7944,-244.60171664,-776.3961166400001,1
13,-38.4338,-501.9581,-250.4853,9.93869064,-540.3919,-240.54660936,-780.9385093599999,1
14,-34.8799,-501.9629,-260.2534,9.97471728,-536.8428,-250.27868272,-787.1214827199999,1
15,-36.9398,-494.9745,-255.9102,10.144815119999999,-531.9143,-245.76538488,-777.6796848800001,1
16,-34.7542,-505.3357,-242.9348,10.233675360000001,-540.0899,-232.70112464,-772.7910246399999,1
17,-41.9189,-507.3597,-240.1647,10.131191999999999,-549.2786,-230.033508,-779.3121080000001,1
18,-41.6418,-492.8516,-252.41,9.99765432,-534.4934000000001,-242.41234568,-776.90574568,1
19,-31.8346,-516.0853,-241.9409,9.90293472,-547.9199,-232.03796528,-779.95786528,1
0,-41.7222,-497.698,-246.2177,10.12780296,-539.4202,-236.08989704,-775.51009704,2
1,-39.2257,-497.1697,-250.3873,10.20332376,-536.3954,-240.18397624000002,-776.57937624,2
2,-38.9194,-491.3133,-253.1482,10.23929928,-530.2327,-242.90890072,-773.14160072,2
3,-35.4319,-516.1463,-242.151,10.079493119999999,-551.5782,-232.07150688000002,-783.6497068799999,2
4,-39.4215,-503.173,-249.5142,10.16449128,-542.5945,-239.34970872,-781.94420872,2
5,-40.504,-474.8561,-266.1282,10.01651832,-515.3601,-256.11168168,-771.4717816799999,2
6,-41.0613,-487.8722,-252.5853,10.07811216,-528.9335,-242.50718784,-771.4406878399999,2
7,-40.0773,-484.1903,-261.3228,10.077906239999999,-524.2676,-251.24489375999997,-775.5124937600001,2
8,-37.4418,-472.9704,-265.9929,10.179524879999999,-510.4122,-255.81337512000002,-766.2255751199999,2
9,-37.7246,-489.7213,-260.2727,10.12101552,-527.4458999999999,-250.15168447999997,-777.5975844799999,2
10,-34.8666,-506.9709,-250.1298,10.155926879999999,-541.8375,-239.97387311999998,-781.81137312,2
11,-35.4279,-509.2439,-247.2937,10.19158056,-544.6718,-237.10211944,-781.77391944,2
12,-37.2201,-494.1861,-251.4717,10.136918159999999,-531.4062,-241.33478184,-772.7409818399999,2
13,-37.2994,-484.0406,-260.959,10.19660184,-521.34,-250.76239816,-772.10239816,2
14,-31.3602,-505.3765,-251.9153,10.0630152,-536.7367,-241.8522848,-778.5889848,2
15,-41.6505,-499.1926,-248.58,10.019059200000001,-540.8431,-238.56094080000003,-779.4040408000001,2
16,-35.8287,-486.197,-263.2601,10.27119096,-522.0257,-252.98890904,-775.0146090400001,2
17,-38.5016,-480.1556,-262.6909,10.24564464,-518.6572,-252.44525536,-771.1024553599999,2
18,-40.5825,-463.6043,-268.7438,10.08025848,-504.1868,-258.66354152,-762.85034152,2
19,-38.0322,-499.8471,-252.2041,10.268634239999999,-537.8793000000001,-241.93546576,-779.8147657600001,2
0,-36.6173,-486.8609,-258.8937,10.15598952,-523.4782,-248.73771048000003,-772.21591048,3
1,-32.4441,-493.9809,-257.0062,10.41686424,-526.4250000000001,-246.58933575999998,-773.01433576,3
2,-41.143,-482.45,-253.7744,10.30183128,-523.593,-243.47256872000003,-767.06556872,3
3,-35.2011,-497.9868,-249.7619,10.13294592,-533.1879,-239.62895408,-772.81685408,3
4,-35.6542,-491.731,-253.6487,10.13310504,-527.3851999999999,-243.51559496,-770.9007949599999,3
5,-36.6574,-489.5443,-247.7684,10.182720960000001,-526.2017000000001,-237.58567904,-763.7873790400001,3
6,-41.8363,-479.2256,-256.9546,10.270398239999999,-521.0619,-246.68420176000004,-767.7461017600001,3
7,-39.8345,-490.2294,-246.3728,10.20075264,-530.0639,-236.17204736000002,-766.23594736,3
8,-42.8546,-483.6101,-259.4284,10.30656168,-526.4647,-249.12183832000002,-775.58653832,3
