Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1685.4177,-17381.3086,-3080.82,83.08376928,-19066.726300000002,-2997.73623072,-22064.46253072,9
1,-1678.7884,-17449.4692,-3066.2104,81.75406824,-19128.2576,-2984.45633176,-22112.71393176,9
2,-1715.4835,-17475.19,-3041.8882,82.28159352,-19190.673499999997,-2959.6066064799998,-22150.280106479997,9
3,-1698.3015,-17359.0478,-3061.2558,82.42007544,-19057.3493,-2978.83572456,-22036.18502456,9
4,-1693.3929,-17355.8309,-3103.5457,83.42412048,-19049.2238,-3020.12157952,-22069.34537952,9
5,-1669.8073,-17365.6685,-3143.4383,84.883482,-19035.4758,-3058.5548179999996,-22094.030618,9
6,-1669.0486,-17435.6617,-3080.7563,83.12316335999999,-19104.7103,-2997.63313664,-22102.34343664,9
7,-1695.2465,-17478.6025,-3073.4593,81.02366856,-19173.849000000002,-2992.43563144,-22166.28463144,9
8,-1718.2578,-17453.5414,-3050.6895,82.41638184,-19171.799199999998,-2968.2731181599997,-22140.072318159997,9
9,-1679.8887,-17374.2392,-3109.0647,83.05415136,-19054.1279,-3026.01054864,-22080.13844864,9
10,-1672.105,-17378.0254,-3163.8339,83.04650496000001,-19050.1304,-3080.78739504,-22130.91779504,9
11,-1728.3535,-17380.9644,-3099.8804,82.30940136,-19109.317900000002,-3017.57099864,-22126.888898640005,9
12,-1712.8164,-17337.3102,-3102.0145,83.07605016,-19050.1266,-3018.9384498400004,-22069.06504984,9
13,-1726.0673,-17361.2637,-3149.2063,81.87386832,-19087.331,-3067.33243168,-22154.663431679997,9
14,-1687.9669,-17392.8055,-3093.4018,82.52049527999999,-19080.772399999998,-3010.88130472,-22091.653704719996,9
15,-1685.618,-17289.7467,-3167.4225,84.00762864,-18975.3647,-3083.4148713600002,-22058.77957136,9
16,-1718.4018,-17412.0461,-3052.4811,80.62906536,-19130.4479,-2971.85203464,-22102.29993464,9
17,-1654.154,-17385.6087,-3141.1169,86.87661336,-19039.7627,-3054.24028664,-22094.00298664,9
18,-1678.2099,-17365.5736,-3106.1617,86.33580552,-19043.7835,-3019.82589448,-22063.60939448,9
19,-1680.7421,-17275.126,-3186.3817,84.902418,-18955.8681,-3101.479282,-22057.347381999996,9
