GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1768.1512,-17816.3577,-3329.3975,88.32910104,-19584.5089,-3241.06839896,-22825.57729896
1,-1771.323,-17899.5357,-3276.8187,88.83501048000001,-19670.8587,-3187.9836895199996,-22858.84238952
2,-1799.3263,-17842.6634,-3334.8785,87.1804152,-19641.989700000002,-3247.6980848,-22889.6877848
3,-1744.8523,-17865.4676,-3366.3622,90.0863856,-19610.3199,-3276.2758144,-22886.5957144
4,-1773.6149,-17657.0525,-3525.0055,87.97645728,-19430.667400000002,-3437.0290427200002,-22867.69644272
5,-1791.4201,-17694.329,-3403.3928,87.04302263999999,-19485.7491,-3316.34977736,-22802.098877360004
6,-1763.5053,-17822.3079,-3328.9491,87.33866400000001,-19585.8132,-3241.610436,-22827.423636000003
7,-1823.9733,-17882.6432,-3300.2756,85.96221912,-19706.6165,-3214.31338088,-22920.92988088
8,-1802.8522,-17868.8486,-3278.1508,85.3275888,-19671.700800000002,-3192.8232112,-22864.524011200003
9,-1777.4131,-17954.6611,-3246.8215,87.12692712,-19732.074200000003,-3159.69457288,-22891.76877288
10,-1777.9716,-17895.7341,-3300.8543,87.57609695999999,-19673.705700000002,-3213.27820304,-22886.98390304
11,-1778.8802,-17911.983,-3309.3508,87.6027492,-19690.8632,-3221.7480508000003,-22912.6112508
12,-1778.5806,-18053.3548,-3211.5566,85.1042916,-19831.935400000002,-3126.4523083999998,-22958.3877084
13,-1807.7031,-17884.9288,-3341.0233,86.12036496,-19692.6319,-3254.9029350399996,-22947.53483504
14,-1754.0817,-17812.7886,-3315.5443,87.74631216,-19566.8703,-3227.79798784,-22794.66828784
15,-1802.5216,-17642.6985,-3427.9909,86.00346576,-19445.2201,-3341.98743424,-22787.20753424
16,-1816.2252,-17647.3929,-3470.4071,85.14546911999999,-19463.6181,-3385.2616308799998,-22848.87973088
17,-1784.7864,-17687.3251,-3473.0255,85.51290672,-19472.1115,-3387.51259328,-22859.62409328
18,-1767.6039,-17709.8797,-3395.9336,88.35412248,-19477.4836,-3307.5794775199997,-22785.06307752
19,-1832.9682,-17867.1085,-3287.09,87.36852024,-19700.076699999998,-3199.72147976,-22899.798179759997

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1700.843,-17278.4563,-3156.6188,81.23636087999999,-18979.299300000002,-3075.38243912,-22054.681739120002
1,-1704.9855,-17318.2052,-3151.2223,81.85682664,-19023.1907,-3069.36547336,-22092.55617336
2,-1730.3824,-17245.6223,-3224.1022,80.74650528,-18976.004699999998,-3143.35569472,-22119.36039472
3,-1680.944,-17308.86,-3207.9527,82.71930312,-18989.804,-3125.23339688,-22115.037396879998
4,-1705.4768,-17144.8805,-3323.1925,80.60948567999999,-18850.3573,-3242.58301432,-22092.94031432
5,-1726.2945,-17170.1669,-3218.5178,79.35056856,-18896.4614,-3139.1672314400003,-22035.628631440002
6,-1695.2936,-17310.4936,-3126.2191,80.0385156,-19005.787200000002,-3046.1805843999996,-22051.9677844
7,-1745.2533,-17380.1126,-3112.0798,79.51244616,-19125.3659,-3032.56735384,-22157.93325384
8,-1726.6297,-17333.5619,-3116.5063,78.84046368,-19060.191600000002,-3037.66583632,-22097.857436320002
9,-1704.9408,-17446.408,-3047.9944,80.92699343999999,-19151.3488,-2967.06740656,-22118.41620656
10,-1710.2757,-17355.5769,-3132.4818,81.13472424,-19065.8526,-3051.34707576,-22117.19967576
11,-1706.7367,-17376.3335,-3130.2369,80.9099784,-19083.070200000002,-3049.3269216,-22132.397121600003
12,-1708.1654,-17533.3773,-3032.088,79.2392004,-19241.5427,-2952.8487996000003,-22194.391499600002
13,-1735.1848,-17354.3586,-3163.4884,80.42266943999999,-19089.5434,-3083.0657305600002,-22172.60913056
14,-1677.7147,-17322.602,-3109.7306,81.37189944,-19000.3167,-3028.3587005599998,-22028.675400559998
15,-1729.9009,-17129.3305,-3244.5648,80.2294488,-18859.2314,-3164.3353512000003,-22023.5667512
