Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-72.13849999999991,-166.49399999999827,199.65980000000002,-56.442699999999945,110.42310000000006,-238.63249999999863,253.64020000000062,15.007700000000114,12
1,-65.58189999999993,-169.16210000000194,198.77010000000007,-51.731899999999996,100.3351999999999,-234.74400000000412,247.37339999999995,12.629399999999464,12
2,-69.30160000000015,-162.76189999999974,190.6047999999999,-50.82469999999998,103.28630000000004,-232.06350000000032,243.06639999999973,11.002900000002683,12
3,-74.47279999999996,-176.9274000000006,202.27080000000035,-51.82640000000006,103.37009999999992,-251.40020000000055,253.8145000000004,2.4142999999971835,12
4,-68.92889999999997,-174.76429999999823,202.2276999999998,-49.941099999999864,99.47850000000008,-243.6931999999989,251.7650999999998,8.071900000004462,12
5,-58.328899999999955,-175.23770000000155,200.18190000000016,-49.1613999999999,97.61170000000007,-233.56660000000358,248.6322000000008,15.065599999994333,12
6,-65.68129999999994,-165.82299999999856,186.57729999999987,-51.07970000000009,103.11670000000015,-231.50430000000006,238.6142999999997,7.109999999997399,12
7,-68.05150000000006,-167.93350000000078,194.51640000000032,-48.4479000000002,99.75179999999997,-235.98499999999973,245.8203000000001,9.835300000001666,12
8,-69.57309999999993,-164.1472999999965,195.84089999999975,-51.91139999999987,102.24790000000013,-233.72039999999646,246.1773999999998,12.457000000006474,12
9,-71.17789999999997,-189.45789999999954,219.4162,-50.19139999999996,101.37949999999998,-260.63579999999814,270.6042999999998,9.968500000004497,12
10,-74.09069999999994,-145.48010000000085,189.7991999999997,-48.30140000000003,99.56060000000011,-219.57080000000008,241.05839999999932,21.487600000000157,12
11,-75.23579999999991,-183.47669999999937,208.77540000000005,-52.379199999999884,101.00260000000006,-258.7125000000018,257.39879999999977,-1.313700000004701,12
12,-69.04099999999988,-190.4928000000013,217.0115000000003,-50.8671999999998,105.00110000000006,-259.53380000000095,271.14540000000034,11.611599999996201,12
13,-75.42940000000002,-160.9082999999976,201.34620000000012,-51.60889999999981,108.23449999999994,-236.3376999999967,257.97180000000003,21.634100000006015,12
14,-61.59529999999986,-152.79259999999886,192.90950000000004,-51.96800000000016,104.7889999999999,-214.38789999999756,245.73049999999932,31.342600000003586,12
15,-60.511800000000164,-133.71120000000042,169.9042,-49.30319999999983,103.36009999999996,-194.22299999999944,223.96110000000033,29.738100000002305,12
16,-55.414099999999856,-146.60590000000207,181.24470000000002,-45.55159999999995,97.03550000000016,-202.0200000000035,232.72860000000048,30.708599999999706,12
17,-63.549200000000155,-165.46319999999895,213.73329999999999,-49.052700000000044,100.31149999999997,-229.01239999999638,264.99209999999994,35.97970000000532,12
18,-66.85909999999996,-184.91290000000163,225.10450000000014,-51.97750000000005,104.4779,-251.7720000000009,277.6049000000001,25.832899999994652,12
19,-61.00609999999999,-172.47199999999856,210.06910000000016,-44.48379999999992,91.88970000000012,-233.4780999999997,257.4750000000006,23.996900000000096,12
