Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-44.4753,-123.49870000000294,156.10929999999982,-6.336050400000008,-167.97400000000448,149.7732495999998,-18.20075040000461,20
1,-38.01200000000007,-120.59099999999796,140.43470000000008,-6.5267791200000005,-158.60299999999506,133.90792087999978,-24.695079119996763,20
2,-42.367499999999936,-144.7962000000013,166.4792999999999,-7.0283224799999875,-187.1636999999992,159.45097751999973,-27.712722479999,20
3,-44.74080000000013,-121.64399999999824,146.54380000000032,-7.7370134400000055,-166.38480000000038,138.80678656000003,-27.578013440001314,20
4,-38.54170000000016,-102.50539999999933,121.7121000000003,-6.387736320000004,-141.04709999999972,115.32436368000003,-25.722736320000536,20
5,-42.467500000000165,-144.87459999999805,165.7362999999997,-7.531253280000005,-187.3421000000003,158.20504671999996,-29.137053280001282,20
6,-47.71200000000008,-140.73480000000023,168.11900000000014,-7.067630880000017,-188.4467999999987,161.05136912000017,-27.39543087999573,20
7,-52.06779999999982,-127.55170000000163,160.6854000000002,-7.53540120000002,-179.6195000000037,153.14999880000028,-26.469501200003037,20
8,-46.23950000000005,-151.05240000000066,170.62310000000042,-6.789967919999993,-197.29190000000006,163.83313208000044,-33.45876791999967,20
9,-49.8066,-157.10169999999874,185.03880000000004,-8.170832880000006,-206.90829999999738,176.86796712,-30.040332879996413,20
10,-44.580800000000046,-125.80969999999678,149.54980000000006,-7.546984559999995,-170.39049999999594,142.00281544000018,-28.387684559999343,20
11,-44.00910000000004,-135.48040000000077,159.64199999999994,-6.689370959999991,-179.4895000000024,152.95262904000026,-26.53687096000351,20
12,-51.04330000000009,-145.25639999999885,173.20969999999977,-7.982118,-196.29969999999958,165.22758199999947,-31.072118000002774,20
13,-48.97319999999985,-150.72019999999986,173.5140000000003,-7.986029760000012,-199.6933999999975,165.52797024000017,-34.16542975999687,20
14,-46.097499999999975,-141.74419999999742,163.65420000000034,-7.569287280000001,-187.84169999999784,156.0849127200006,-31.756787279994114,20
15,-48.19530000000011,-148.92679999999996,173.00940000000008,-7.904818079999995,-197.1221000000005,165.10458192000038,-32.017518079999604,20
16,-46.261600000000016,-114.69099999999969,139.69089999999989,-6.682553999999989,-160.95259999999882,133.00834600000007,-27.94425399999602,20
17,-45.82340000000005,-90.08070000000157,113.02940000000004,-6.602973840000013,-135.90410000000497,106.42642615999986,-29.477673840003263,20
18,-47.2114000000001,-91.67959999999897,116.86730000000017,-7.017676559999989,-138.890999999997,109.84962343999985,-29.04137655999625,20
19,-42.96849999999991,-61.193300000000136,89.70549999999997,-6.268641840000006,-104.16180000000145,83.43685815999987,-20.72494183999879,20
