GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1756.4196,-17780.5788,-3437.2957,88.39808783999999,-19536.9984,-3348.8976121600003,-22885.89601216
1,-1781.2156,-17524.1298,-3592.5701,90.8973288,-19305.3454,-3501.6727711999997,-22807.018171199998
2,-1800.4233,-17671.2712,-3409.597,89.19489096,-19471.694499999998,-3320.40210904,-22792.09660904
3,-1792.112,-17785.2058,-3423.4754,88.10088696,-19577.3178,-3335.37451304,-22912.69231304
4,-1770.9143,-17733.5457,-3479.7074,90.7576272,-19504.46,-3388.9497727999997,-22893.409772799998
5,-1787.0991,-17773.6138,-3429.3307,89.75371032,-19560.7129,-3339.5769896799998,-22900.289889679996
6,-1766.7682,-17745.4296,-3424.1792,90.32435783999999,-19512.197799999998,-3333.85484216,-22846.052642159997
7,-1783.3318,-17602.4556,-3575.3564,90.19011456,-19385.7874,-3485.16628544,-22870.953685440003
8,-1750.888,-17656.3673,-3473.6298,89.11511927999999,-19407.2553,-3384.5146807200003,-22791.76998072
9,-1741.0326,-17718.6545,-3497.4302,92.26259568,-19459.6871,-3405.1676043199996,-22864.854704319998
10,-1761.6194,-17734.4747,-3466.282,90.30794687999999,-19496.0941,-3375.97405312,-22872.06815312
11,-1768.8487,-17705.9329,-3442.9576,89.71497576,-19474.7816,-3353.24262424,-22828.02422424
12,-1744.3394,-17749.3237,-3474.6449,89.8742088,-19493.6631,-3384.7706912,-22878.4337912
13,-1781.2781,-17684.8816,-3454.7546,90.01050696,-19466.1597,-3364.7440930400003,-22830.90379304
14,-1788.4109,-17578.991,-3536.2703,89.93102544,-19367.4019,-3446.33927456,-22813.74117456
15,-1780.9029,-17590.9996,-3508.5418,90.15683759999999,-19371.9025,-3418.3849624,-22790.2874624
16,-1754.5139,-17579.7845,-3573.6575,90.47819808,-19334.2984,-3483.17930192,-22817.47770192
17,-1793.3975,-17631.7741,-3538.5781,90.18986543999999,-19425.171599999998,-3448.38823456,-22873.559834559997
18,-1809.5801,-17706.3778,-3539.9023,89.33815656,-19515.957899999998,-3450.5641434400004,-22966.52204344
19,-1772.2876,-17661.4454,-3482.5706,90.18093888,-19433.733,-3392.38966112,-22826.12266112

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1707.5593,-17276.6689,-3198.6585,79.601328,-18984.2282,-3119.057172,-22103.285372000002
1,-1736.0377,-17001.2902,-3369.6536,81.81365976,-18737.3279,-3287.83994024,-22025.167840240003
2,-1755.6008,-17150.9797,-3191.7697,80.05573224,-18906.5805,-3111.71396776,-22018.294467760003
3,-1747.4608,-17260.1239,-3202.7277,78.616332,-19007.5847,-3124.111368,-22131.696067999997
4,-1725.0796,-17238.4143,-3238.805,80.78760935999999,-18963.4939,-3158.01739064,-22121.511290640003
5,-1742.3838,-17272.8311,-3189.1377,80.32898159999999,-19015.2149,-3108.8087184,-22124.0236184
6,-1716.5857,-17206.1899,-3215.4689,81.62205408,-18922.7756,-3133.84684592,-22056.622445920002
7,-1734.0186,-17127.3253,-3325.6669,80.89062336,-18861.3439,-3244.77627664,-22106.12017664
8,-1705.9245,-17162.9571,-3242.1431,79.98822936,-18868.8816,-3162.15487064,-22031.036470640003
9,-1702.8954,-17183.1059,-3279.2866,82.70015328,-18886.0013,-3196.58644672,-22082.58774672
10,-1712.8795,-17249.715,-3224.9729,80.45584271999999,-18962.5945,-3144.5170572800002,-22107.11155728
11,-1722.6077,-17197.3405,-3217.714,80.0447328,-18919.9482,-3137.6692672,-22057.617467199998
12,-1703.7916,-17237.6701,-3250.3288,80.46930528,-18941.4617,-3169.85949472,-22111.32119472
13,-1735.8871,-17200.8023,-3200.323,79.84301183999999,-18936.6894,-3120.4799881599997,-22057.16938816
14,-1739.7989,-17088.4242,-3286.7008,80.18203319999999,-18828.223100000003,-3206.5187668,-22034.741866800003
15,-1732.5516,-17117.6904,-3239.5585,80.7189588,-18850.242,-3158.8395412,-22009.081541199997
16,-1703.1621,-17081.5714,-3319.8802,81.17477496,-18784.733500000002,-3238.70542504,-22023.43892504
17,-1749.0848,-17118.6589,-3298.0404,80.6136588,-18867.7437,-3217.4267412,-22085.170441199996
18,-1757.7259,-17192.9639,-3299.2777,80.29848888,-18950.6898,-3218.97921112,-22169.66901112
19,-1733.7094,-17171.9561,-3221.7241,80.76141576,-18905.6655,-3140.96268424,-22046.62818424

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-33.3257,-456.4308,-288.0031,11.11834584,-489.75649999999996,-276.88475416,-766.64125416
1,-31.2913,-483.3,-268.9674,10.99884816,-514.5913,-257.96855184,-772.5598518400001
2,-31.8017,-466.7309,-274.5282,11.19820032,-498.5326,-263.32999968,-761.86259968
3,-34.3352,-476.981,-272.1685,11.30722488,-511.3162,-260.86127512,-772.1774751199999
4,-33.4771,-453.5645,-287.9323,11.67808824,-487.0416,-276.25421176,-763.29581176
5,-29.5936,-460.8288,-286.8293,11.222204399999999,-490.4224,-275.6070956,-766.0294956
6,-30.6218,-481.6755,-276.3267,11.3807052,-512.2973,-264.9459948,-777.2432948000001
