Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-110.05680000000005,-241.97930000000042,280.56399999999996,-14.765335920000002,-352.03610000000185,265.79866408000015,-86.23743592000312,5
1,-117.11469999999986,-253.48429999999922,289.25329999999997,-15.167842560000002,-370.59899999999953,274.0854574400001,-96.51354255999956,5
2,-114.53359999999986,-249.99110000000098,307.6728000000001,-15.62399855999999,-364.52470000000085,292.0488014399999,-72.47589856000013,5
3,-108.82959999999997,-238.96930000000037,280.09110000000004,-14.401195919999996,-347.79890000000125,265.68990408000013,-82.10899592000158,5
4,-116.89430000000004,-252.4073999999983,300.64710000000025,-14.771945520000001,-369.3017000000006,285.8751544800002,-83.4265455199976,5
5,-120.53140000000013,-245.56549999999805,295.1022999999998,-15.38158608,-366.09690000000023,279.7207139199998,-86.37618608000128,5
6,-115.53549999999996,-297.5251999999982,337.41639999999967,-15.105533039999989,-413.06069999999795,322.31086695999966,-90.74983303999659,5
7,-114.84579999999995,-287.2677999999981,332.9082,-15.165706320000004,-402.1135999999994,317.74249367999977,-84.37110632000281,5
8,-117.95829999999998,-294.36829999999935,343.2025000000002,-15.484532399999981,-412.326599999998,327.71796760000024,-84.60863239999901,5
9,-113.05919999999992,-260.1847000000029,300.2189,-15.14369375999999,-373.24390000000443,285.0752062400001,-88.16869376000204,5
10,-119.02089999999994,-251.2130999999975,301.23810000000026,-15.472712879999998,-370.23399999999833,285.76538712000047,-84.46861288000059,5
11,-118.10350000000014,-290.51059999999956,337.57749999999993,-15.006668399999983,-408.6140999999999,322.5708315999998,-86.04326840000374,5
12,-120.59330000000003,-246.17440000000045,291.78339999999974,-15.481745280000004,-366.7677000000016,276.30165471999936,-90.46604528000273,5
13,-115.08269999999997,-232.61389999999847,280.0988,-14.608799999999993,-347.69659999999885,265.4899999999999,-82.20659999999941,5
14,-119.47110000000015,-215.0292000000004,270.04349999999965,-14.922964799999992,-334.5003000000017,255.12053519999975,-79.379764800001,5
15,-108.34970000000003,-229.8888999999976,275.63249999999994,-14.503911840000002,-338.2385999999965,261.12858816000005,-77.11001183999645,5
16,-107.89009999999999,-238.97849999999943,282.7943999999997,-15.072184800000013,-346.86860000000104,267.7222151999997,-79.14638480000235,5
17,-114.07530000000003,-249.7483999999996,299.5214999999999,-14.919890399999995,-363.82370000000327,284.6016095999996,-79.2220904000036,5
18,-111.28150000000004,-249.38930000000028,288.7264000000004,-15.140006640000006,-360.67079999999874,273.58639336000067,-87.08440664000022,5
19,-105.49609999999993,-269.4106000000006,315.5680999999999,-14.68021464,-374.9067000000014,300.88788536000004,-74.0188146400036,5
