Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-107.98820000000006,-189.7518000000013,239.47820000000007,-68.5293000000002,136.7757999999999,-297.7399999999991,307.7247,9.984700000002704,9
1,-92.48420000000013,-193.26470000000074,232.1045999999999,-64.60270000000003,131.97930000000002,-285.74889999999834,299.48119999999966,13.732300000000805,9
2,-99.25609999999989,-198.6059000000023,252.73910000000018,-63.94599999999994,133.1638000000002,-297.86200000000287,321.95690000000025,24.094899999997324,9
3,-91.6414999999999,-179.79519999999974,230.8266000000001,-63.25130000000007,133.01569999999987,-271.4366999999978,300.5910000000001,29.15430000000015,9
4,-84.95210000000003,-217.13239999999803,250.47269999999997,-61.257499999999936,125.49310000000003,-302.0844999999974,314.7083000000003,12.62380000000337,9
5,-87.64560000000009,-217.5253000000004,252.00530000000003,-61.177100000000166,123.21549999999999,-305.17090000000184,314.0436999999996,8.872799999999643,9
6,-84.90649999999994,-212.81380000000001,246.79070000000002,-59.35799999999989,120.69850000000017,-297.7203000000011,308.1312000000005,10.410899999994399,9
7,-87.88809999999995,-202.8241999999991,247.36139999999966,-58.78619999999998,121.88459999999998,-290.71229999999747,310.4598000000001,19.74750000000074,9
8,-74.43779999999997,-204.9491000000025,250.34380000000021,-58.540500000000094,120.90359999999994,-279.3869000000027,312.70689999999985,33.319999999999936,9
9,-81.4137,-209.44659999999988,247.8885000000002,-57.87899999999999,120.9866000000001,-290.8603000000006,310.99609999999984,20.135800000000927,9
10,-89.36800000000002,-221.99810000000167,269.3074000000003,-61.15820000000005,124.86119999999997,-311.36610000000076,333.01040000000023,21.644299999998452,9
11,-81.96470000000014,-175.99439999999765,216.14230000000006,-60.66689999999983,123.11439999999993,-257.9590999999966,278.5898000000002,20.63070000000448,9
12,-88.74220000000003,-139.5131000000012,191.8455000000003,-56.40470000000005,118.13439999999994,-228.2553000000014,253.5752,25.319899999997688,9
13,-84.17870000000006,-161.93840000000176,211.0727000000001,-57.600200000000086,118.9049,-246.11710000000414,272.3773999999998,26.26029999999696,9
14,-81.65150000000003,-171.30220000000253,221.60370000000023,-56.622100000000216,118.72059999999982,-252.95370000000344,283.70219999999983,30.748499999999694,9
15,-81.74970000000016,-178.58039999999983,225.2233,-54.44860000000011,119.797,-260.33010000000206,290.5716999999996,30.241599999997106,9
16,-77.04749999999996,-164.10200000000174,198.75059999999996,-54.78890000000004,111.81429999999989,-241.14950000000056,255.7759999999998,14.626499999998373,9
17,-81.28730000000002,-150.98599999999902,188.47800000000012,-54.31640000000007,111.89390000000014,-232.27330000000086,246.05550000000017,13.78220000000033,9
18,-86.46599999999987,-184.74179999999984,232.3537,-56.63640000000018,119.29820000000001,-271.2077999999993,295.01549999999986,23.80770000000416,9
19,-81.27999999999997,-165.12900000000047,200.26620000000014,-56.30099999999999,113.9767,-246.4090000000018,257.9418999999997,11.5328999999997,9
