Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1748.9244,-17201.073,-3057.6824,1848.4981,-1173.2976,-18949.9974,-2382.4819,-21332.479300000003,26
1,-1702.0961,-17180.6376,-3104.1719,1855.3305,-1184.2552,-18882.733699999997,-2433.0966,-21315.830299999998,26
2,-1666.9122,-17129.5464,-3153.2091,1864.3694,-1195.3996,-18796.458599999998,-2484.2393,-21280.6979,26
3,-1691.529,-17221.0208,-3122.92,1853.5444,-1179.6025,-18912.549799999997,-2448.9781000000003,-21361.5279,26
4,-1714.428,-17011.5049,-3259.6212,1846.6932,-1177.1605,-18725.9329,-2590.0885,-21316.021399999998,26
5,-1756.4677,-17105.3407,-3147.8418,1853.0814,-1180.97,-18861.8084,-2475.7304000000004,-21337.538800000006,26
6,-1695.4008,-17191.6661,-3119.2257,1847.8602,-1187.4327,-18887.066899999998,-2458.7982,-21345.8651,26
7,-1716.4307,-17161.5579,-3114.352,1851.9946,-1189.268,-18877.9886,-2451.6254,-21329.613999999998,26
8,-1695.403,-17115.5042,-3186.429,1848.8572,-1178.5163,-18810.907199999998,-2516.0881,-21326.9953,26
9,-1746.5635,-17197.5714,-3138.6083,1848.7344,-1169.964,-18944.1349,-2459.8378999999995,-21403.9728,26
10,-1699.6721,-17272.2189,-3168.0192,1851.6639,-1190.5821,-18971.891,-2506.9374000000003,-21478.8284,26
11,-1717.9283,-17171.3626,-3140.1146,1858.449,-1178.4869,-18889.2909,-2460.1525,-21349.4434,26
12,-1725.7785,-17286.7764,-3047.1317,1854.8155,-1180.9677,-19012.5549,-2373.2839,-21385.8388,26
13,-1706.4747,-17192.6181,-3141.5531,1852.0986,-1177.4775,-18899.0928,-2466.932,-21366.0248,26
14,-1693.2035,-17161.5741,-3155.4946,1859.1152,-1182.9186,-18854.7776,-2479.298,-21334.0756,26
15,-1730.5657,-17184.2412,-3156.5771,1856.8945,-1177.2231,-18914.8069,-2476.9057,-21391.7126,26
16,-1729.2647,-17337.6782,-3014.2678,1849.9204,-1173.4054,-19066.9429,-2337.7528,-21404.6957,26
17,-1713.6247,-17333.6874,-3049.3508,1848.2949,-1183.7276,-19047.3121,-2384.7835,-21432.095599999997,26
18,-1683.5781,-17265.7358,-3117.3697,1851.7206,-1168.2644,-18949.313899999997,-2433.9135,-21383.227399999996,26
19,-1695.5534,-17279.9516,-3062.4344,1861.1139,-1189.1236,-18975.505,-2390.4440999999997,-21365.9491,26
