Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-58.8274,-163.72189999999983,204.1616999999997,-8.095209839999992,-222.54930000000053,196.0664901599999,-26.482809840004734,13
1,-68.4455000000001,-152.2299000000006,197.74559999999957,-8.835958799999982,-220.6754000000007,188.9096411999996,-31.765758800003823,13
2,-58.234999999999985,-150.2116999999999,188.39619999999996,-8.573435280000005,-208.4467000000003,179.82276472000007,-28.62393528000564,13
3,-70.84580000000004,-132.71490000000296,186.25990000000007,-9.513989999999987,-203.56070000000204,176.7459100000003,-26.81479000000411,13
4,-60.79430000000006,-141.9359999999973,184.0012000000001,-8.004047760000006,-202.7302999999958,175.99715224,-26.733147759992562,13
5,-52.259799999999984,-181.56519999999972,221.04690000000022,-7.915511519999992,-233.82499999999925,213.13138848000045,-20.693611520001582,13
6,-58.328599999999966,-180.84700000000174,221.56320000000017,-7.771047839999998,-239.17559999999946,213.79215216000028,-25.383447839998325,13
7,-53.83779999999999,-148.31980000000004,186.49770000000018,-7.350439680000008,-202.15759999999864,179.14726032000033,-23.010339679997855,13
8,-50.71929999999995,-156.87689999999947,191.61120000000005,-7.118380080000005,-207.5962000000012,184.49281992000004,-23.1033800800044,13
9,-52.40190000000002,-151.41430000000008,186.63589999999988,-6.931769760000005,-203.81619999999987,179.7041302399995,-24.11206976000176,13
10,-56.47199999999998,-194.02679999999987,229.8729000000002,-7.859107440000013,-250.49880000000235,222.01379256000024,-28.485007440000345,13
11,-62.19329999999996,-170.6494999999992,206.67639999999966,-8.66788271999999,-232.8427999999987,198.0085172799998,-34.83428272000026,13
12,-58.00969999999983,-163.23089999999962,197.8678,-8.303618880000009,-221.240599999999,189.56418111999972,-31.676418879999233,13
13,-58.92160000000005,-174.30879999999775,208.01669999999973,-8.031594959999993,-233.2303999999985,199.98510503999978,-33.24529496000014,13
14,-53.41569999999996,-170.23129999999827,198.9343999999998,-7.5117283199999925,-223.64699999999732,191.42267167999944,-32.22432831999606,13
15,-56.51839999999994,-163.8991999999992,196.54089999999974,-8.389561679999991,-220.41759999999846,188.1513383199997,-32.26626168000007,13
16,-59.65649999999999,-173.89859999999874,214.7321000000003,-8.696055600000003,-233.55510000000032,206.03604439999998,-27.519055599997728,13
17,-60.81449999999994,-152.77930000000015,191.89919999999978,-8.603141760000002,-213.59379999999874,183.2960582399997,-30.29774175999671,13
18,-58.220999999999904,-136.46989999999943,179.96729999999985,-8.305765920000018,-194.6909000000025,171.6615340799998,-23.02936591999992,13
19,-65.22469999999979,-122.72809999999879,168.85890000000018,-8.731346400000014,-187.95279999999792,160.12755360000028,-27.825246399997695,13
