Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1785.8246,-17957.8628,-3087.668,1945.8142,-1226.8195,-19743.6874,-2368.6733000000004,-22112.3607,10
1,-1784.0451,-17949.7806,-3053.8907,1929.6547,-1216.3013,-19733.825699999998,-2340.5373,-22074.362999999998,10
2,-1815.7288,-17966.699,-3087.5052,1950.8511,-1230.9262,-19782.4278,-2367.5803,-22150.008100000003,10
3,-1793.6082,-18022.8487,-2990.13,1951.1251,-1228.0949,-19816.456899999997,-2267.0998,-22083.556699999997,10
4,-1787.6416,-18176.777,-2882.5722,1938.7456,-1219.8406,-19964.418599999997,-2163.6672,-22128.085799999997,10
5,-1774.1304,-18024.2727,-3041.0246,1938.0132,-1218.5657,-19798.403100000003,-2321.5771000000004,-22119.9802,10
6,-1821.5353,-18063.1204,-2917.6999,1935.5468,-1206.4507,-19884.6557,-2188.6038,-22073.2595,10
7,-1784.817,-18048.0499,-3051.8527,1947.983,-1222.5992,-19832.8669,-2326.4689,-22159.3358,10
8,-1794.3694,-17965.8183,-3064.8314,1946.9388,-1227.3651,-19760.1877,-2345.2577,-22105.445399999997,10
9,-1786.7845,-18081.9746,-2997.9454,1943.3194,-1221.2543,-19868.759100000003,-2275.8803,-22144.639400000004,10
10,-1785.1335,-17839.6915,-3169.4609,1949.0934,-1233.8504,-19624.825,-2454.2179,-22079.0429,10
11,-1831.0417,-17985.8583,-3052.9479,1930.0091,-1206.4137,-19816.9,-2329.3525,-22146.252500000002,10
12,-1808.5452,-18005.5853,-2992.074,1932.8961,-1206.0593,-19814.1305,-2265.2372,-22079.367700000003,10
13,-1811.6919,-17921.63,-3113.4978,1926.3614,-1203.445,-19733.321900000003,-2390.5814,-22123.9033,10
14,-1807.1636,-17982.0771,-3092.0049,1948.2098,-1228.9564,-19789.2407,-2372.7515,-22161.992199999997,10
15,-1800.5949,-17917.7342,-3154.7844,1937.0494,-1219.8551,-19718.3291,-2437.5901,-22155.9192,10
16,-1792.857,-17952.7103,-3152.8506,1953.7144,-1224.1503,-19745.5673,-2423.2865,-22168.8538,10
17,-1791.4463,-17938.8432,-3107.5916,1929.4421,-1210.6318,-19730.2895,-2388.7813000000006,-22119.070799999998,10
18,-1778.4461,-17901.5168,-3119.1372,1951.6024,-1232.6248,-19679.962900000002,-2400.1596,-22080.122500000005,10
19,-1787.3599,-17945.2504,-3099.2072,1938.6275,-1215.2914,-19732.6103,-2375.8711,-22108.481400000004,10
