Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1745.7774,-17186.5039,-3207.3162,83.78060688000001,-18932.2813,-3123.53559312,-22055.81689312,18
1,-1713.5447,-17137.8041,-3229.2537,82.69362504,-18851.3488,-3146.5600749600003,-21997.90887496,18
2,-1708.1576,-17241.0194,-3218.7212,83.84459256,-18949.177,-3134.87660744,-22084.05360744,18
3,-1674.3128,-17225.6829,-3237.4188,85.59223415999999,-18899.9957,-3151.82656584,-22051.822265839997,18
4,-1687.0808,-17071.8145,-3379.0986,84.51176616000001,-18758.8953,-3294.5868338399996,-22053.48213384,18
5,-1663.6563,-17116.9519,-3270.5488,85.619592,-18780.6082,-3184.929208,-21965.537408,18
6,-1690.9865,-17137.0275,-3293.9592,82.35297792,-18828.014,-3211.60622208,-22039.62022208,18
7,-1663.6581,-17240.3998,-3299.6416,82.46189952,-18904.0579,-3217.17970048,-22121.23760048,18
8,-1694.8318,-17072.8446,-3360.5166,86.78983032,-18767.6764,-3273.72676968,-22041.403169679998,18
9,-1670.8088,-17203.3886,-3259.2934,84.34730376,-18874.197399999997,-3174.94609624,-22049.143496239994,18
10,-1691.3468,-17152.1532,-3275.4872,83.85943391999999,-18843.5,-3191.62776608,-22035.12776608,18
11,-1714.0345,-17102.9895,-3305.9238,81.6185016,-18817.024,-3224.3052984,-22041.3292984,18
12,-1718.9164,-17290.7233,-3129.984,78.95110824,-19009.6397,-3051.03289176,-22060.67259176,18
13,-1715.7715,-17196.1126,-3239.9107,81.53643887999999,-18911.8841,-3158.37426112,-22070.25836112,18
14,-1708.075,-17261.8021,-3153.0336,81.94137048,-18969.8771,-3071.0922295200003,-22040.96932952,18
15,-1679.7432,-17137.463,-3282.2109,82.45743624,-18817.2062,-3199.75346376,-22016.959663759997,18
16,-1694.7964,-17245.6247,-3307.5708,83.27277720000001,-18940.4211,-3224.2980228,-22164.7191228,18
17,-1692.0912,-17136.3162,-3312.9478,84.49331903999999,-18828.4074,-3228.4544809599997,-22056.861880959998,18
18,-1708.7357,-17202.2717,-3265.6461,82.259982,-18911.007400000002,-3183.386118,-22094.393518,18
19,-1703.8984,-17154.0625,-3307.3392,84.34087056,-18857.9609,-3222.99832944,-22080.959229439995,18
