Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1768.1512,-17816.3577,-3329.3975,88.32910104,-19584.5089,-3241.06839896,-22825.57729896,27
1,-1771.323,-17899.5357,-3276.8187,88.83501048000001,-19670.8587,-3187.9836895199996,-22858.84238952,27
2,-1799.3263,-17842.6634,-3334.8785,87.1804152,-19641.989700000002,-3247.6980848,-22889.6877848,27
3,-1744.8523,-17865.4676,-3366.3622,90.0863856,-19610.3199,-3276.2758144,-22886.5957144,27
4,-1773.6149,-17657.0525,-3525.0055,87.97645728,-19430.667400000002,-3437.0290427200002,-22867.69644272,27
5,-1791.4201,-17694.329,-3403.3928,87.04302263999999,-19485.7491,-3316.34977736,-22802.098877360004,27
6,-1763.5053,-17822.3079,-3328.9491,87.33866400000001,-19585.8132,-3241.610436,-22827.423636000003,27
7,-1823.9733,-17882.6432,-3300.2756,85.96221912,-19706.6165,-3214.31338088,-22920.92988088,27
8,-1802.8522,-17868.8486,-3278.1508,85.3275888,-19671.700800000002,-3192.8232112,-22864.524011200003,27
9,-1777.4131,-17954.6611,-3246.8215,87.12692712,-19732.074200000003,-3159.69457288,-22891.76877288,27
10,-1777.9716,-17895.7341,-3300.8543,87.57609695999999,-19673.705700000002,-3213.27820304,-22886.98390304,27
11,-1778.8802,-17911.983,-3309.3508,87.6027492,-19690.8632,-3221.7480508000003,-22912.6112508,27
12,-1778.5806,-18053.3548,-3211.5566,85.1042916,-19831.935400000002,-3126.4523083999998,-22958.3877084,27
13,-1807.7031,-17884.9288,-3341.0233,86.12036496,-19692.6319,-3254.9029350399996,-22947.53483504,27
14,-1754.0817,-17812.7886,-3315.5443,87.74631216,-19566.8703,-3227.79798784,-22794.66828784,27
15,-1802.5216,-17642.6985,-3427.9909,86.00346576,-19445.2201,-3341.98743424,-22787.20753424,27
16,-1816.2252,-17647.3929,-3470.4071,85.14546911999999,-19463.6181,-3385.2616308799998,-22848.87973088,27
17,-1784.7864,-17687.3251,-3473.0255,85.51290672,-19472.1115,-3387.51259328,-22859.62409328,27
18,-1767.6039,-17709.8797,-3395.9336,88.35412248,-19477.4836,-3307.5794775199997,-22785.06307752,27
19,-1832.9682,-17867.1085,-3287.09,87.36852024,-19700.076699999998,-3199.72147976,-22899.798179759997,27
