Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1782.2128,-17940.8483,-3106.9438,1950.5865,-1261.1896,-19723.061100000003,-2417.5469000000003,-22140.608000000004,20
1,-1769.9606,-17767.2548,-3262.5281,1971.8206,-1280.8157,-19537.215399999997,-2571.5232,-22108.738599999997,20
2,-1774.8035,-17839.4575,-3195.2223,1957.4094,-1264.5788,-19614.261,-2502.3917,-22116.6527,20
3,-1777.9353,-17852.1268,-3210.4238,1964.2087,-1276.6478,-19630.0621,-2522.8629,-22152.925,20
4,-1769.4117,-17747.7169,-3298.921,1966.5192,-1268.4096,-19517.1286,-2600.8113999999996,-22117.94,20
5,-1761.7425,-17969.5081,-3086.265,1959.5545,-1270.196,-19731.2506,-2396.9065,-22128.1571,20
6,-1770.4528,-17861.9339,-3175.4836,1977.1788,-1281.0504,-19632.3867,-2479.3552,-22111.741899999997,20
7,-1759.129,-17755.7004,-3298.8684,1964.7709,-1276.4779,-19514.829400000002,-2610.5753999999997,-22125.404800000004,20
8,-1761.2772,-17832.5798,-3271.7866,1968.4989,-1264.6977,-19593.857,-2567.9853999999996,-22161.8424,20
9,-1763.4848,-17773.2952,-3232.5504,1956.6959,-1257.0144,-19536.78,-2532.8689000000004,-22069.6489,20
10,-1767.0376,-17672.2947,-3306.2036,1976.4748,-1281.1936,-19439.3323,-2610.9224,-22050.254699999998,20
11,-1776.5589,-17678.1791,-3355.6241,1964.8087,-1274.6893,-19454.738,-2665.5047,-22120.242700000003,20
12,-1799.2398,-17714.8501,-3286.9803,1959.7955,-1261.503,-19514.0899,-2588.6878,-22102.7777,20
13,-1785.6507,-17638.0004,-3329.5685,1968.8108,-1271.2143,-19423.6511,-2631.9719999999998,-22055.6231,20
14,-1807.6011,-17667.3988,-3298.9615,1958.9686,-1253.1824,-19474.9999,-2593.1753,-22068.1752,20
15,-1784.919,-17664.9049,-3321.6113,1965.4371,-1270.2949,-19449.823900000003,-2626.4691000000003,-22076.293000000005,20
16,-1776.2061,-17652.0925,-3336.7076,1971.6174,-1269.0925,-19428.2986,-2634.1827000000003,-22062.4813,20
17,-1783.0571,-17754.543,-3209.0538,1969.4392,-1276.7782,-19537.600100000003,-2516.3928,-22053.992900000005,20
18,-1763.7578,-17635.193,-3335.9155,1967.3035,-1272.2582,-19398.9508,-2640.8702000000003,-22039.821,20
19,-1763.9251,-17637.0449,-3338.9009,1975.4447,-1280.7196,-19400.97,-2644.1758,-22045.145800000002,20
