Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1730.7094,-17227.635,-3089.6122,1840.0026,-1170.0604,-18958.344399999998,-2419.67,-21378.014399999996,33
1,-1709.3365,-17121.515,-3157.8576,1840.201,-1174.3824,-18830.8515,-2492.0389999999998,-21322.890499999998,33
2,-1715.8043,-16962.1533,-3281.5607,1853.9933,-1192.5375,-18677.9576,-2620.1049,-21298.0625,33
3,-1715.4561,-17110.6333,-3185.1124,1849.7172,-1187.0046,-18826.0894,-2522.3998,-21348.489200000004,33
4,-1715.7945,-16992.501,-3288.9517,1855.5856,-1194.4706,-18708.2955,-2627.8367,-21336.132200000004,33
5,-1710.5985,-17142.9355,-3186.844,1858.0993,-1189.3237,-18853.534,-2518.0684,-21371.6024,33
6,-1717.526,-17127.2786,-3148.0525,1842.0154,-1170.7626,-18844.804600000003,-2476.7996999999996,-21321.6043,33
7,-1731.8498,-16975.1222,-3256.4622,1853.2184,-1182.5866,-18706.972,-2585.8304,-21292.8024,33
8,-1753.0055,-17122.8391,-3158.0693,1850.5819,-1190.7312,-18875.8446,-2498.2186,-21374.063199999997,33
9,-1702.6216,-17218.9449,-3076.5372,1850.0196,-1183.942,-18921.566499999997,-2410.4596,-21332.026099999995,33
10,-1710.3657,-17210.0842,-3086.1114,1848.8903,-1186.8917,-18920.4499,-2424.1128,-21344.562700000002,33
11,-1724.7263,-17132.7398,-3163.2135,1849.5423,-1176.66,-18857.466099999998,-2490.3311999999996,-21347.797299999995,33
12,-1732.1505,-17162.7511,-3152.406,1836.7754,-1184.0582,-18894.9016,-2499.6888,-21394.5904,33
13,-1719.9651,-17076.3676,-3198.1956,1846.5136,-1177.2914,-18796.332700000003,-2528.9734,-21325.3061,33
14,-1772.1775,-17128.9224,-3139.0386,1826.1772,-1150.1925,-18901.0999,-2463.0539,-21364.153800000004,33
15,-1745.9037,-17123.1051,-3197.8234,1835.1547,-1167.2308,-18869.0088,-2529.8995000000004,-21398.908300000003,33
16,-1726.4678,-17174.7053,-3174.6927,1834.583,-1162.09,-18901.1731,-2502.1997,-21403.3728,33
17,-1709.8178,-17216.5697,-3054.9306,1843.4093,-1168.0319,-18926.3875,-2379.5532000000003,-21305.9407,33
18,-1751.9377,-17178.2722,-3084.931,1836.5958,-1161.2268,-18930.209899999998,-2409.562,-21339.7719,33
19,-1745.3577,-17111.6969,-3154.795,1835.4996,-1167.5707,-18857.0546,-2486.8661,-21343.920700000002,33
