Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1697.9077,-17452.4195,-3026.0878,79.80912216,-19150.3272,-2946.27867784,-22096.60587784,1
1,-1732.324,-17436.9855,-3089.3121,78.67429560000001,-19169.3095,-3010.6378044000003,-22179.947304399997,1
2,-1683.1182,-17360.2769,-3130.0946,79.92121464,-19043.3951,-3050.17338536,-22093.568485360003,1
3,-1703.7557,-17330.8647,-3112.6768,78.60937320000001,-19034.6204,-3034.0674268000002,-22068.6878268,1
4,-1719.5989,-17278.0182,-3228.3638,81.3010932,-18997.6171,-3147.0627068,-22144.6798068,1
5,-1698.6593,-17470.287,-3055.8574,79.57084103999999,-19168.9463,-2976.28655896,-22145.23285896,1
6,-1742.8232,-17387.6381,-3033.4757,77.7788712,-19130.4613,-2955.6968288,-22086.158128799998,1
7,-1686.6638,-17366.4443,-3136.5121,79.33265928,-19053.108099999998,-3057.17944072,-22110.287540719997,1
8,-1700.4065,-17579.1649,-2935.2513,79.23866256,-19279.5714,-2856.0126374399997,-22135.58403744,1
9,-1718.6553,-17397.7479,-3029.4315,78.164748,-19116.403199999997,-2951.266752,-22067.669951999997,1
10,-1703.9433,-17541.1256,-2967.0531,78.9187716,-19245.0689,-2888.1343284,-22133.203228399998,1
11,-1680.2652,-17484.1543,-2927.6093,79.819596,-19164.4195,-2847.7897040000003,-22012.209204,1
12,-1699.7569,-17542.8824,-2918.2564,79.28293248,-19242.6393,-2838.97346752,-22081.61276752,1
13,-1695.3913,-17594.3034,-2880.8091,77.22021816,-19289.6947,-2803.58888184,-22093.283581839998,1
14,-1735.8974,-17527.2049,-2921.2616,75.84435647999999,-19263.102300000002,-2845.41724352,-22108.519543520004,1
15,-1735.3764,-17516.4432,-3004.1123,78.16903703999999,-19251.819600000003,-2925.9432629599996,-22177.762862960004,1
16,-1701.2119,-17392.7801,-3063.5098,81.21866976,-19093.992,-2982.29113024,-22076.283130239997,1
17,-1689.3123,-17479.0826,-3004.6393,79.46139527999999,-19168.394900000003,-2925.17790472,-22093.572804720003,1
18,-1699.8792,-17420.0493,-3070.3544,78.70914648,-19119.928499999998,-2991.64525352,-22111.57375352,1
19,-1711.5145,-17370.8483,-3092.3914,78.57755712,-19082.362800000003,-3013.81384288,-22096.176642880004,1
0,-1697.232,-17445.2864,-3077.1114,80.42274288,-19142.5184,-2996.68865712,-22139.207057120002,2
1,-1708.7499,-17358.5465,-3084.7358,80.08790112,-19067.2964,-3004.64789888,-22071.944298879996,2
2,-1714.1906,-17401.7018,-3086.9751,78.32578031999999,-19115.892399999997,-3008.64931968,-22124.541719679997,2
3,-1730.9567,-17325.9542,-3128.4952,78.31107144,-19056.9109,-3050.18412856,-22107.09502856,2
4,-1691.8317,-17296.7739,-3147.8621,82.3753728,-18988.6056,-3065.4867271999997,-22054.092327199996,2
