Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-35.7173,-478.4067,-256.5112,135.8935,-135.5522,-514.124,-256.1699,-770.2938999999999,22
1,-36.5375,-473.5093,-263.8924,135.6384,-133.9726,-510.0468,-262.2266,-772.2734,22
2,-32.2752,-473.6515,-261.7606,136.8433,-137.0425,-505.9267,-261.9598,-767.8865000000001,22
3,-34.4293,-444.376,-286.3015,136.5928,-134.2745,-478.8053,-283.98319999999995,-762.7885,22
4,-34.6477,-469.1644,-269.7697,135.988,-134.4263,-503.8121,-268.20799999999997,-772.0200999999998,22
5,-29.7284,-475.8204,-269.2654,138.1757,-136.9426,-505.5488,-268.03229999999996,-773.5811,22
6,-31.3725,-457.6435,-292.3069,139.8673,-138.8269,-489.016,-291.26649999999995,-780.2825,22
7,-33.6666,-460.9308,-288.1318,140.2689,-138.4978,-494.5974,-286.3607,-780.9581,22
8,-34.9285,-447.1018,-280.5694,137.0512,-135.0621,-482.0303,-278.58029999999997,-760.6106,22
9,-31.5255,-452.5978,-289.7216,136.0636,-134.1323,-484.12330000000003,-287.7903,-771.9136000000001,22
10,-38.0012,-462.9133,-269.5062,134.0035,-131.8686,-500.9145,-267.37129999999996,-768.2857999999999,22
11,-36.0335,-467.7535,-271.9663,133.0349,-132.3911,-503.787,-271.3225,-775.1095,22
12,-33.1312,-461.6688,-280.6212,136.4652,-134.0648,-494.79999999999995,-278.22079999999994,-773.0208,22
13,-39.4122,-449.7195,-286.5743,136.7157,-132.8262,-489.13169999999997,-282.6848,-771.8164999999999,22
14,-32.7662,-457.518,-278.8684,138.8419,-136.6214,-490.28419999999994,-276.6479,-766.9320999999999,22
15,-29.4343,-463.287,-283.2237,137.278,-135.079,-492.7213,-281.02470000000005,-773.7459999999999,22
16,-29.8142,-457.4396,-273.6441,138.3033,-136.9514,-487.25379999999996,-272.2922,-759.5459999999999,22
17,-32.9981,-463.8992,-278.6527,137.4291,-136.1476,-496.89730000000003,-277.3712,-774.2684999999999,22
18,-30.3843,-459.7223,-284.4836,141.3131,-140.0392,-490.1066,-283.2097,-773.3163000000002,22
19,-33.739,-446.5637,-282.5525,137.8922,-135.974,-480.30269999999996,-280.6343,-760.9369999999999,22
