GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1878.5942,-18266.6552,-2925.3196,71.67402144,-20145.2494,-2853.6455785599996,-22998.894978559998
1,-1925.1096,-18263.7121,-2969.2075,70.10938583999999,-20188.8217,-2899.09811416,-23087.91981416
2,-1877.0274,-18185.0428,-3011.8238,71.54985744,-20062.0702,-2940.2739425600003,-23002.34414256
3,-1905.3821,-18139.2022,-3000.2243,70.36853832,-20044.5843,-2929.85576168,-22974.440061679998
4,-1904.5148,-18116.3827,-3101.9024,72.6442488,-20020.8975,-3029.2581512,-23050.1556512
5,-1886.8454,-18290.4308,-2951.8584,71.25246648,-20177.276199999997,-2880.6059335200002,-23057.882133519997
6,-1924.7641,-18212.9628,-2902.4325,69.12588024,-20137.7269,-2833.30661976,-22971.03351976
7,-1876.3284,-18172.4466,-3045.6099,71.2009872,-20048.774999999998,-2974.4089128,-23023.183912799996
8,-1883.4946,-18359.8555,-2854.9103,71.22555648,-20243.350100000003,-2783.68474352,-23027.034843520003
9,-1919.9988,-18189.7344,-2929.0629,69.64627320000001,-20109.733200000002,-2859.4166268,-22969.149826800003
10,-1896.4629,-18353.7543,-2853.1369,70.17215255999999,-20250.2172,-2782.96474744,-23033.18194744
11,-1877.5188,-18285.1018,-2822.8177,71.45846424,-20162.620600000002,-2751.35923576,-22913.97983576
12,-1878.6459,-18352.9413,-2813.6692,71.27657495999999,-20231.587199999998,-2742.39262504,-22973.979825039998
13,-1886.444,-18401.6967,-2776.9775,68.58156096,-20288.1407,-2708.39593904,-22996.53663904
14,-1926.9155,-18339.3209,-2819.6237,67.40398728,-20266.236399999998,-2752.21971272,-23018.45611272
15,-1924.5355,-18307.9205,-2913.1081,70.31069855999999,-20232.456,-2842.7974014399997,-23075.25340144
16,-1882.3481,-18182.1488,-2971.4263,73.12956912,-20064.4969,-2898.2967308800003,-22962.793630879998
17,-1875.8429,-18284.2079,-2901.2627,71.399664,-20160.0508,-2829.863036,-22989.913836
18,-1891.2988,-18232.6234,-2953.9136,70.3212372,-20123.9222,-2883.5923628,-23007.5145628
19,-1886.1572,-18153.1355,-3024.7857,70.70787216,-20039.2927,-2954.07782784,-22993.37052784

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-1697.9077,-17452.4195,-3026.0878,79.80912216,-19150.3272,-2946.27867784,-22096.60587784
1,-1732.324,-17436.9855,-3089.3121,78.67429560000001,-19169.3095,-3010.6378044000003,-22179.947304399997
2,-1683.1182,-17360.2769,-3130.0946,79.92121464,-19043.3951,-3050.17338536,-22093.568485360003
3,-1703.7557,-17330.8647,-3112.6768,78.60937320000001,-19034.6204,-3034.0674268000002,-22068.6878268
4,-1719.5989,-17278.0182,-3228.3638,81.3010932,-18997.6171,-3147.0627068,-22144.6798068
5,-1698.6593,-17470.287,-3055.8574,79.57084103999999,-19168.9463,-2976.28655896,-22145.23285896
6,-1742.8232,-17387.6381,-3033.4757,77.7788712,-19130.4613,-2955.6968288,-22086.158128799998
7,-1686.6638,-17366.4443,-3136.5121,79.33265928,-19053.108099999998,-3057.17944072,-22110.287540719997
8,-1700.4065,-17579.1649,-2935.2513,79.23866256,-19279.5714,-2856.0126374399997,-22135.58403744
9,-1718.6553,-17397.7479,-3029.4315,78.164748,-19116.403199999997,-2951.266752,-22067.669951999997
10,-1703.9433,-17541.1256,-2967.0531,78.9187716,-19245.0689,-2888.1343284,-22133.203228399998
11,-1680.2652,-17484.1543,-2927.6093,79.819596,-19164.4195,-2847.7897040000003,-22012.209204
12,-1699.7569,-17542.8824,-2918.2564,79.28293248,-19242.6393,-2838.97346752,-22081.61276752
13,-1695.3913,-17594.3034,-2880.8091,77.22021816,-19289.6947,-2803.58888184,-22093.283581839998
14,-1735.8974,-17527.2049,-2921.2616,75.84435647999999,-19263.102300000002,-2845.41724352,-22108.519543520004
15,-1735.3764,-17516.4432,-3004.1123,78.16903703999999,-19251.819600000003,-2925.9432629599996,-22177.762862960004
16,-1701.2119,-17392.7801,-3063.5098,81.21866976,-19093.992,-2982.29113024,-22076.283130239997
17,-1689.3123,-17479.0826,-3004.6393,79.46139527999999,-19168.394900000003,-2925.17790472,-22093.572804720003
18,-1699.8792,-17420.0493,-3070.3544,78.70914648,-19119.928499999998,-2991.64525352,-22111.57375352
19,-1711.5145,-17370.8483,-3092.3914,78.57755712,-19082.362800000003,-3013.81384288,-22096.176642880004

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-39.1658,-494.2719,-255.4242,10.011828959999999,-533.4377000000001,-245.41237104,-778.8500710400001
1,-38.0107,-496.4241,-252.6158,10.17618768,-534.4348,-242.43961232,-776.87441232
2,-41.254,-494.7862,-252.9437,10.010949839999999,-536.0402,-242.93275016,-778.9729501600001
3,-41.1203,-489.3157,-254.7841,10.06071336,-530.436,-244.72338664,-775.15938664
4,-41.7866,-497.6296,-250.7973,9.97426224,-539.4162,-240.82303776,-780.23923776
5,-36.5429,-510.3923,-250.819,10.02482352,-546.9352,-240.79417647999998,-787.7293764799999
6,-33.6477,-493.2872,-250.4297,10.02004416,-526.9349,-240.40965584,-767.34455584
7,-33.3646,-524.856,-242.8119,10.0546488,-558.2206,-232.7572512,-790.9778512
8,-39.3558,-503.2537,-249.0607,10.16404128,-542.6095,-238.89665872,-781.50615872
9,-36.6528,-496.4956,-250.0685,9.99457992,-533.1484,-240.07392008,-773.22232008
10,-38.3679,-500.3529,-251.3248,10.093324319999999,-538.7207999999999,-241.23147568000002,-779.95227568
11,-41.6318,-490.4021,-254.2205,10.07462232,-532.0339,-244.14587767999998,-776.17977768
12,-37.4195,-494.3749,-254.7635,10.16178336,-531.7944,-244.60171664,-776.3961166400001
13,-38.4338,-501.9581,-250.4853,9.93869064,-540.3919,-240.54660936,-780.9385093599999
14,-34.8799,-501.9629,-260.2534,9.97471728,-536.8428,-250.27868272,-787.1214827199999
15,-36.9398,-494.9745,-255.9102,10.144815119999999,-531.9143,-245.76538488,-777.6796848800001
16,-34.7542,-505.3357,-242.9348,10.233675360000001,-540.0899,-232.70112464,-772.7910246399999
17,-41.9189,-507.3597,-240.1647,10.131191999999999,-549.2786,-230.033508,-779.3121080000001
18,-41.6418,-492.8516,-252.41,9.99765432,-534.4934000000001,-242.41234568,-776.90574568
19,-31.8346,-516.0853,-241.9409,9.90293472,-547.9199,-232.03796528,-779.95786528

DELTA Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-141.52070000000003,-319.9638000000011,356.1924,-18.146929679999996,-461.4845000000008,338.0454703200004,-123.4390296799977
1,-154.77489999999995,-330.30250000000177,372.72040000000015,-18.74109744000002,-485.07740000000103,353.9793025600003,-131.0980974400021
2,-152.65520000000006,-329.9796999999985,371.2144999999998,-18.382307040000004,-482.6348999999967,352.83219295999965,-129.8027070399961
3,-160.50610000000012,-319.02180000000146,367.2366000000003,-18.30154824000001,-479.5278999999988,348.93505176000036,-130.59284823999758
4,-143.12929999999997,-340.7348999999997,377.25870000000015,-18.63110664,-483.86419999999964,358.62759335999976,-125.23660663999988
5,-151.6431999999999,-309.75149999999803,354.81799999999976,-18.343198079999993,-461.394699999997,336.47480191999983,-124.91989807999721
6,-148.29320000000007,-332.03750000000105,381.4729000000001,-18.673035119999994,-480.3307000000025,362.79986487999975,-117.53083512000183
7,-156.30000000000007,-281.1463000000001,333.71410000000003,-18.186320880000004,-437.4463000000002,315.52777912,-121.91852087999837
8,-143.73229999999995,-277.43690000000174,329.4016999999999,-18.17714736,-421.16920000000255,311.2245526399995,-109.9446473600035
9,-164.69070000000016,-295.4909000000027,350.4371000000002,-18.513054719999992,-460.18160000000535,331.9240452800001,-128.25755472000662
10,-154.1517000000001,-312.27580000000114,365.2410000000001,-18.839943360000014,-466.4275000000008,346.4010566400001,-120.02644336000208
11,-155.6218,-310.545400000002,359.01210000000003,-18.435754080000006,-466.167200000002,340.5763459200002,-125.59085408000226
12,-141.4694999999999,-315.68399999999997,359.3507000000004,-18.16814088000001,-457.1534999999992,341.18255912000023,-115.97094087999756
13,-152.61889999999997,-305.4351999999997,354.3169,-18.577347839999998,-458.05409999999995,335.73955215999985,-122.31454784000334
14,-156.1382,-310.1530999999982,361.8912999999997,-18.415086479999992,-466.29129999999566,343.47621351999965,-122.81508647999567
15,-152.21929999999986,-296.5027999999987,346.9143999999999,-18.003153599999997,-448.72209999999575,328.9112463999999,-119.81085359999668
16,-146.38199999999992,-284.0329999999991,335.0182999999997,-18.322775999999998,-430.41499999999996,316.6955239999995,-113.7194760000009
17,-144.61170000000004,-297.7655999999997,343.54129999999964,-18.192923279999988,-442.37729999999794,325.3483767199996,-117.02892327999689
18,-149.77779999999996,-319.7225000000016,368.8508000000003,-18.385563600000005,-469.50030000000265,350.46523640000004,-119.0350636000004
19,-142.8081000000001,-266.2018999999989,309.54660000000007,-17.77261968,-409.0099999999992,291.77398031999996,-117.23601967999741


POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,-1878.5942,-18266.6552,-2793.575,1876.1819,-1117.398,-20145.2494,-2034.7910999999997,-22180.040500000003
1,-1925.1096,-18263.7121,-2817.0112,1870.3087,-1109.3089,-20188.8217,-2056.0114,-22244.8331
2,-1877.0274,-18185.0428,-2848.6284,1868.1258,-1109.9885,-20062.0702,-2090.4911,-22152.561299999998
3,-1905.3821,-18139.2022,-2863.5772,1873.4745,-1114.6965,-20044.5843,-2104.7992000000004,-22149.383499999996
4,-1904.5148,-18116.3827,-2938.3405,1883.723,-1115.6248,-20020.8975,-2170.2423,-22191.1398
5,-1886.8454,-18290.4308,-2819.5214,1870.4694,-1115.9507,-20177.276199999997,-2065.0027,-22242.278899999998
6,-1924.7641,-18212.9628,-2762.3513,1868.0738,-1109.0223,-20137.7269,-2003.2998,-22141.026700000002
7,-1876.3284,-18172.4466,-2902.8801,1870.4127,-1108.7689,-20048.774999999998,-2141.2362999999996,-22190.011299999995
8,-1883.4946,-18359.8555,-2734.5352,1870.3701,-1124.2615,-20243.350100000003,-1988.4265999999998,-22231.776700000002
9,-1919.9988,-18189.7344,-2794.0438,1873.3942,-1107.4503,-20109.733200000002,-2028.0999,-22137.833100000003
10,-1896.4629,-18353.7543,-2724.5259,1870.389,-1111.8665,-20250.2172,-1966.0034000000003,-22216.2206
11,-1877.5188,-18285.1018,-2705.1587,1876.3189,-1124.7285,-20162.620600000002,-1953.5683,-22116.188900000005
12,-1878.6459,-18352.9413,-2681.7296,1868.2817,-1111.0945,-20231.587199999998,-1924.5424,-22156.129599999997
13,-1886.444,-18401.6967,-2667.3559,1863.5378,-1110.0292,-20288.1407,-1913.8473,-22201.988
14,-1926.9155,-18339.3209,-2693.0011,1854.5745,-1104.3879,-20266.236399999998,-1942.8145,-22209.050900000002
15,-1924.5355,-18307.9205,-2774.5095,1872.4728,-1116.9887,-20232.456,-2019.0254000000002,-22251.4814
16,-1882.3481,-18182.1488,-2848.861,1882.2819,-1130.3062,-20064.4969,-2096.8853,-22161.3822
17,-1875.8429,-18284.2079,-2766.9282,1877.8782,-1117.1889,-20160.0508,-2006.2388999999998,-22166.2897
18,-1891.2988,-18232.6234,-2835.6481,1872.6854,-1114.8112,-20123.9222,-2077.7739,-22201.6961
19,-1886.1572,-18153.1355,-2891.7856,1871.8018,-1117.1801,-20039.2927,-2137.1639000000005,-22176.4566

Receptor Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,-1697.9077,-17452.4195,-2918.0485,1841.3917,-1176.2876,-19150.3272,-2252.9444000000003,-21403.2716
1,-1732.324,-17436.9855,-2961.9465,1837.3519,-1168.1278,-19169.3095,-2292.7224,-21462.031899999998
2,-1683.1182,-17360.2769,-2993.8994,1835.4004,-1168.0922,-19043.3951,-2326.5912,-21369.9863
3,-1703.7557,-17330.8647,-2992.8282,1840.0215,-1170.5253,-19034.6204,-2323.332,-21357.952400000002
4,-1719.5989,-17278.0182,-3078.1437,1850.6102,-1173.2225,-18997.6171,-2400.7560000000003,-21398.3731
5,-1698.6593,-17470.287,-2947.6214,1836.0619,-1171.565,-19168.9463,-2283.1245,-21452.070799999998
6,-1742.8232,-17387.6381,-2907.5803,1835.3059,-1163.9439,-19130.4613,-2236.2183,-21366.6796
7,-1686.6638,-17366.4443,-3021.777,1835.8965,-1164.6166,-19053.108099999998,-2350.4971,-21403.6052
8,-1700.4065,-17579.1649,-2834.6587,1833.6474,-1177.3522,-19279.5714,-2178.3635,-21457.9349
9,-1718.6553,-17397.7479,-2918.9597,1837.5645,-1164.0271,-19116.403199999997,-2245.4223,-21361.825499999995
10,-1703.9433,-17541.1256,-2859.3861,1836.3407,-1167.6382,-19245.0689,-2190.6836000000003,-21435.7525
11,-1680.2652,-17484.1543,-2824.9135,1841.7556,-1181.4408,-19164.4195,-2164.5987000000005,-21329.0182
12,-1699.7569,-17542.8824,-2815.4586,1833.5671,-1167.6256,-19242.6393,-2149.5171,-21392.1564
13,-1695.3913,-17594.3034,-2785.6402,1830.3494,-1165.3855,-19289.6947,-2120.6763,-21410.371000000003
14,-1735.8974,-17527.2049,-2826.3038,1820.9703,-1163.2395,-19263.102300000002,-2168.5730000000003,-21431.675300000003
15,-1735.3764,-17516.4432,-2889.8246,1834.876,-1170.2888,-19251.819600000003,-2225.2374,-21477.057
