Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1735.843,-17268.9526,-3048.2693,1844.9355,-1171.3583,-19004.7956,-2374.6921,-21379.4877,30
1,-1739.9849,-17233.8098,-3102.7151,1841.5004,-1171.4319,-18973.7947,-2432.6466,-21406.4413,30
2,-1746.5079,-17356.0637,-3024.5793,1845.2284,-1170.3351,-19102.5716,-2349.6859999999997,-21452.2576,30
3,-1716.0992,-17261.2101,-3114.7575,1852.6514,-1184.2831,-18977.3093,-2446.3892000000005,-21423.698500000002,30
4,-1731.4911,-17134.9916,-3173.5001,1850.4117,-1183.0042,-18866.4827,-2506.0926,-21372.5753,30
5,-1732.3613,-17205.3425,-3107.8791,1843.3148,-1169.7839,-18937.7038,-2434.3482,-21372.052,30
6,-1745.0264,-17127.4082,-3189.2852,1851.9852,-1184.142,-18872.4346,-2521.442,-21393.8766,30
7,-1747.6052,-16986.5192,-3308.2446,1848.2524,-1171.3387,-18734.1244,-2631.3309,-21365.455299999998,30
8,-1694.872,-17041.2434,-3305.9954,1852.6845,-1187.0189,-18736.1154,-2640.3297999999995,-21376.4452,30
9,-1721.2307,-17064.7844,-3267.6209,1856.5306,-1190.5966,-18786.0151,-2601.6868999999997,-21387.702,30
10,-1729.7508,-17009.7703,-3269.0096,1851.5788,-1182.1915,-18739.5211,-2599.6223,-21339.143400000004,30
11,-1718.1226,-17042.3153,-3257.1983,1862.1581,-1183.6056,-18760.437899999997,-2578.6458000000002,-21339.083699999996,30
12,-1728.848,-17104.9357,-3204.2105,1850.6008,-1173.9328,-18833.7837,-2527.5425000000005,-21361.3262,30
13,-1697.8019,-17097.7741,-3175.7085,1856.9512,-1176.8803,-18795.575999999997,-2495.6376,-21291.2136,30
14,-1755.6808,-17068.9371,-3224.028,1842.1855,-1176.3521,-18824.617899999997,-2558.1946,-21382.812499999996,30
15,-1740.4813,-17149.9984,-3147.6045,1843.4471,-1178.1843,-18890.4797,-2482.3417,-21372.8214,30
16,-1724.8994,-17177.9806,-3176.01,1846.7262,-1170.1786,-18902.879999999997,-2499.4624000000003,-21402.342399999998,30
17,-1743.8589,-17009.3415,-3280.4944,1854.6784,-1183.1008,-18753.200399999998,-2608.9168,-21362.117199999997,30
18,-1746.9712,-17105.8944,-3187.0092,1839.8514,-1161.3434,-18852.8656,-2508.5011999999997,-21361.366800000003,30
19,-1715.2068,-17122.2882,-3198.2757,1843.1872,-1165.4142,-18837.495,-2520.5027,-21357.9977,30
