Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1785.8246,-17957.8628,-3230.1397,84.84291216,-19743.6874,-3145.29678784,-22888.98418784,10
1,-1784.0451,-17949.7806,-3195.649,82.84115951999999,-19733.825699999998,-3112.80784048,-22846.633540479997,10
2,-1815.7288,-17966.699,-3218.7798,86.61776976,-19782.4278,-3132.1620302399997,-22914.589830240002,10
3,-1793.6082,-18022.8487,-3140.8066,84.67364376,-19816.456899999997,-3056.1329562399997,-22872.589856239996,10
4,-1787.6416,-18176.777,-3027.4091,82.6077996,-19964.418599999997,-2944.8013004,-22909.2199004,10
5,-1774.1304,-18024.2727,-3163.0449,82.70626464,-19798.403100000003,-3080.33863536,-22878.741735360003,10
6,-1821.5353,-18063.1204,-3066.6472,81.46138968,-19884.6557,-2985.1858103199997,-22869.84151032,10
7,-1784.817,-18048.0499,-3196.7552,84.89047679999999,-19832.8669,-3111.8647232000003,-22944.7316232,10
8,-1794.3694,-17965.8183,-3188.308,84.06671472,-19760.1877,-3104.24128528,-22864.42898528,10
9,-1786.7845,-18081.9746,-3112.0943,82.67588712,-19868.759100000003,-3029.4184128800002,-22898.177512880004,10
10,-1785.1335,-17839.6915,-3287.2548,85.83371496,-19624.825,-3201.42108504,-22826.24608504,10
11,-1831.0417,-17985.8583,-3187.4856,81.60413399999999,-19816.9,-3105.881466,-22922.781466,10
12,-1808.5452,-18005.5853,-3131.5834,81.451854,-19814.1305,-3050.131546,-22864.262046,10
13,-1811.6919,-17921.63,-3224.6357,80.21942352,-19733.321900000003,-3144.41627648,-22877.73817648,10
14,-1807.1636,-17982.0771,-3200.0129,85.35894912,-19789.2407,-3114.65395088,-22903.89465088,10
15,-1800.5949,-17917.7342,-3254.7011,83.90549376,-19718.3291,-3170.7956062400003,-22889.12470624,10
16,-1792.857,-17952.7103,-3278.1709,85.51428695999999,-19745.5673,-3192.65661304,-22938.22391304,10
17,-1791.4463,-17938.8432,-3234.7564,82.22011128,-19730.2895,-3152.5362887200004,-22882.825788719998,10
18,-1778.4461,-17901.5168,-3239.1829,85.72138632000001,-19679.962900000002,-3153.46151368,-22833.42441368,10
19,-1787.3599,-17945.2504,-3240.9988,83.50444728000001,-19732.6103,-3157.49435272,-22890.10465272,10
