Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-45.51170000000015,-53.720400000000495,81.04600000000005,-5.978649599999997,-99.23210000000267,75.06735040000012,-24.164749600003006,28
1,-44.8284,-57.97229999999735,82.36199999999997,-6.1571325600000115,-102.80069999999438,76.20486744000016,-26.595832559996552,28
2,-42.96370000000004,-53.70990000000148,76.54420000000005,-5.578471439999994,-96.67360000000014,70.96572856000017,-25.707871440001213,28
3,-47.849799999999995,-50.24460000000073,76.41829999999962,-6.049275839999993,-98.09440000000234,70.36902415999947,-27.725375840001107,28
4,-43.73900000000014,-46.411500000003,67.7482999999998,-5.772675600000001,-90.15050000000247,61.9756243999999,-28.174875599998018,28
5,-43.934800000000195,-49.93459999999811,74.46120000000008,-5.6616472800000075,-93.86939999999873,68.79955272000012,-25.06984728000316,28
6,-42.69649999999995,-51.88829999999882,78.03629999999976,-5.949627119999999,-94.584799999999,72.08667287999958,-22.498127119998912,28
7,-44.5716000000001,-51.959000000000856,79.41390000000018,-6.089994719999995,-96.530600000003,73.32390528000025,-23.20669472000452,28
8,-47.96450000000003,-34.40770000000305,67.4378000000001,-6.257179439999991,-82.37220000000605,61.18062056000031,-21.19157944000449,28
9,-48.3463,-48.448499999999115,78.09309999999988,-6.539115600000004,-96.79480000000183,71.55398439999965,-25.240815600003884,28
10,-45.89809999999991,-51.518100000002505,76.24219999999968,-6.103731599999989,-97.41620000000307,70.13846839999957,-27.277731600004017,28
11,-47.530800000000106,-64.61609999999968,82.97760000000017,-6.551938799999995,-112.14690000000019,76.42566120000015,-35.72123880000095,28
12,-34.99580000000007,-64.5267000000008,86.3546000000002,-5.6588839200000045,-99.52249999999856,80.69571608000041,-18.82678391999491,28
13,-45.32680000000016,-63.439500000000635,87.0469999999998,-6.062739840000001,-108.7663000000017,80.9842601599994,-27.782039840001403,28
14,-42.26360000000013,-73.14879999999869,94.33950000000013,-6.291946799999991,-115.41239999999584,88.04755320000021,-27.36484679999785,28
15,-39.64180000000001,-68.57180000000056,88.46050000000028,-5.731881840000012,-108.21359999999834,82.72861816000031,-25.484981839998454,28
16,-35.544000000000025,-62.513900000000206,80.33209999999991,-5.062083120000006,-98.05790000000161,75.2700168799999,-22.78788312000222,28
17,-48.2180999999998,-61.64859999999925,90.97840000000019,-6.405652079999989,-109.86669999999839,84.57274792000027,-25.293952079995506,28
18,-45.13129999999991,-65.42840000000047,89.68900000000014,-6.200499600000008,-110.55970000000173,83.48850040000025,-27.071199600001933,28
19,-49.95780000000004,-54.16450000000043,82.76600000000008,-6.708012479999997,-104.12230000000204,76.05798751999993,-28.064312480003423,28
