Frame #,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Stage
0,-41.136199999999945,-79.6474000000012,101.67290000000025,-4.630865759999994,-120.78360000000157,97.04203424000042,-23.741565760000185,26
1,-42.29789999999997,-106.2193000000006,128.90910000000002,-5.046852239999996,-148.51720000000262,123.86224775999995,-24.654952239998693,26
2,-46.99399999999998,-90.25300000000067,125.25870000000003,-5.72168231999999,-137.2470000000029,119.53701768000019,-17.709982320000904,26
3,-46.18090000000006,-74.3668000000003,102.70940000000013,-5.644177200000005,-120.54770000000286,97.06522280000041,-23.48247720000154,26
4,-45.40829999999979,-69.95099999999837,94.55289999999985,-5.0258491200000055,-115.35929999999951,89.52705087999976,-25.832249120000256,26
5,-42.485400000000034,-50.764099999998905,75.78289999999998,-5.270961599999993,-93.24949999999666,70.51193840000002,-22.737561599995274,26
6,-39.55400000000016,-50.820500000003165,75.99979999999988,-4.803397199999999,-90.37450000000399,71.19640279999976,-19.178097200002412,26
7,-34.81630000000017,-79.05900000000145,99.90330000000023,-4.402595519999995,-113.87530000000095,95.50070447999991,-18.374595519998252,26
8,-36.7079,-66.15129999999931,89.03860000000026,-4.513849920000009,-102.8592000000009,84.52475008000033,-18.334449919996473,26
9,-39.75669999999998,-77.67449999999815,100.01669999999973,-4.416996959999993,-117.43119999999698,95.59970303999995,-21.83149695999748,26
10,-40.71130000000005,-114.58160000000134,137.90420000000012,-4.841133840000003,-155.29290000000321,133.06306616,-22.229833840001447,26
11,-31.16000000000002,-66.61890000000051,83.56470000000024,-3.777541920000017,-97.77890000000076,79.78715808000061,-17.991741920002482,26
12,-35.52730000000011,-68.26010000000178,88.97039999999987,-4.310264159999999,-103.78740000000283,84.66013584000012,-19.12726416000544,26
13,-41.774500000000074,-73.07399999999927,99.03550000000001,-4.430476080000011,-114.84849999999977,94.60502392000024,-20.243476079998686,26
14,-37.78759999999984,-78.6199999999987,100.23829999999975,-4.2235128,-116.40759999999807,96.01478719999943,-20.39281279999591,26
15,-35.183699999999874,-71.37609999999972,96.30450000000013,-4.42137672,-106.55979999999937,91.88312328000018,-14.676676719997886,26
16,-41.23110000000004,-66.07020000000148,90.54099999999966,-4.82151023999999,-107.30130000000173,85.71948975999993,-21.581810240002255,26
17,-42.645299999999864,-82.5397000000014,106.44989999999973,-4.941324720000003,-125.18500000000034,101.50857527999995,-23.67642471999625,26
18,-38.60519999999997,-57.16370000000086,78.82440000000014,-4.517393039999998,-95.76890000000333,74.30700696000036,-21.46189304000484,26
19,-36.00389999999995,-76.20500000000021,95.8331999999998,-4.470918479999995,-112.20889999999923,91.36228151999978,-20.846618480000757,26
