Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-1715.9361,-17356.7179,-3026.9093,1846.7404,-1171.1592,-19072.654,-2351.3280999999997,-21423.9821,28
1,-1736.971,-17246.5528,-3052.3236,1848.4934,-1174.5758,-18983.523800000003,-2378.406,-21361.9298,28
2,-1706.2945,-17406.0961,-2955.2291,1839.8372,-1164.1894,-19112.3906,-2279.5813,-21391.9719,28
3,-1727.0301,-17268.4096,-3050.0697,1843.3195,-1165.0608,-18995.4397,-2371.8109999999997,-21367.250699999997,28
4,-1730.9397,-17370.6481,-2900.3689,1833.2978,-1152.2141,-19101.587799999998,-2219.2852,-21320.873,28
5,-1745.3863,-17358.9205,-2961.7592,1840.0593,-1158.4802,-19104.3068,-2280.1801,-21384.486899999996,28
6,-1696.7955,-17324.6699,-3052.5236,1838.3063,-1165.281,-19021.4654,-2379.4983,-21400.9637,28
7,-1751.6743,-17206.7615,-3059.0297,1847.7374,-1162.1466,-18958.4358,-2373.4389,-21331.8747,28
8,-1705.5516,-17277.7397,-3029.1972,1836.9219,-1166.4159,-18983.291299999997,-2358.6912,-21341.982499999995,28
9,-1716.7041,-17132.9021,-3175.2025,1855.7368,-1176.1413,-18849.6062,-2495.607,-21345.2132,28
10,-1708.14,-17194.6298,-3141.9506,1857.263,-1184.3247,-18902.7698,-2469.0123000000003,-21371.7821,28
11,-1731.4705,-17196.2413,-3066.1279,1843.2676,-1175.1457,-18927.7118,-2398.0060000000003,-21325.717800000002,28
12,-1714.4131,-17267.2487,-3056.6693,1849.0226,-1182.2064,-18981.6618,-2389.8531000000003,-21371.514900000002,28
13,-1718.3917,-17210.5883,-3088.3567,1843.1069,-1163.4406,-18928.98,-2408.6903999999995,-21337.670400000003,28
14,-1721.0129,-17186.6342,-3132.1729,1852.349,-1181.3744,-18907.647100000002,-2461.1983,-21368.845400000006,28
15,-1724.8842,-17198.9551,-3080.6932,1839.9648,-1166.8998,-18923.8393,-2407.6282,-21331.4675,28
16,-1729.5573,-17173.2246,-3094.5623,1844.5386,-1171.7811,-18902.7819,-2421.8048,-21324.586700000003,28
17,-1729.1799,-17241.4542,-3014.7659,1834.1483,-1156.878,-18970.6341,-2337.4955999999997,-21308.129699999998,28
18,-1730.1694,-17276.7745,-3013.3091,1845.063,-1174.0946,-19006.9439,-2342.3406999999997,-21349.284599999995,28
19,-1719.0837,-17230.484,-3057.9508,1849.2163,-1172.2283,-18949.5677,-2380.9628000000002,-21330.530499999997,28
