Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-35.4017,-486.5711,-257.0648,137.2212,-137.4049,-521.9728,-257.2485,-779.2212999999999,16
1,-34.2513,-490.8877,-253.9803,137.0842,-136.9344,-525.139,-253.8305,-778.9695,16
2,-31.4918,-480.3459,-261.0791,139.9239,-138.7245,-511.8377,-259.87969999999996,-771.7174,16
3,-33.1824,-480.6662,-257.6366,137.4953,-136.8619,-513.8486,-257.0032,-770.8518,16
4,-34.3733,-474.8603,-267.9249,138.119,-137.4863,-509.2336,-267.2922,-776.5258,16
5,-35.3716,-475.2679,-268.0991,136.2763,-136.5708,-510.6395,-268.3936,-779.0331,16
6,-32.6734,-516.9353,-217.8827,139.9428,-136.8035,-549.6087,-214.7434,-764.3521,16
7,-35.9228,-474.4011,-257.4432,136.7535,-136.302,-510.3239,-256.9917,-767.3156,16
8,-32.5466,-459.9044,-272.979,138.4214,-138.5144,-492.451,-273.072,-765.5230000000001,16
9,-35.8373,-484.0386,-255.5209,137.2969,-136.7342,-519.8759,-254.9582,-774.8340999999999,16
10,-27.7931,-496.5799,-248.58,138.5773,-139.3517,-524.373,-249.3544,-773.7274,16
11,-35.5965,-493.2665,-252.9168,138.0576,-137.9437,-528.863,-252.8029,-781.6659000000001,16
12,-27.9306,-478.1658,-259.5458,140.0799,-139.0258,-506.0964,-258.4917,-764.5881,16
13,-29.4156,-487.1388,-253.9758,139.0404,-139.1786,-516.5544,-254.11399999999998,-770.6683999999999,16
14,-26.194,-451.347,-286.5564,139.6499,-138.3984,-477.541,-285.3049,-762.8459,16
15,-34.2477,-468.4855,-280.1601,139.149,-139.004,-502.7332,-280.01509999999996,-782.7483,16
16,-34.0649,-475.2742,-260.0562,139.0593,-136.2702,-509.33910000000003,-257.26709999999997,-766.6062,16
17,-24.7346,-464.1016,-271.8724,137.7126,-137.9624,-488.8362,-272.1222,-760.9584000000001,16
18,-33.2601,-475.7169,-273.9105,136.8716,-135.9131,-508.97700000000003,-272.952,-781.9290000000001,16
19,-34.9934,-454.1559,-272.8571,137.8308,-135.552,-489.1493,-270.5783,-759.7276,16
