Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL,Stage
0,-32.9352,-479.4779,-248.5871,133.7626,-131.4822,-512.4131,-246.3067,-758.7198,6
1,-41.5451,-473.7354,-247.7879,133.6633,-129.5647,-515.2805000000001,-243.6893,-758.9698000000002,6
2,-35.2431,-465.156,-261.5282,134.0886,-130.8999,-500.3991,-258.33950000000004,-758.7386,6
3,-35.0988,-446.8337,-266.8629,132.019,-130.34,-481.9325,-265.1839,-747.1164,6
4,-35.7126,-467.9574,-260.2741,133.8712,-130.5222,-503.67,-256.9251,-760.5950999999999,6
5,-30.4737,-437.0494,-277.9022,136.1628,-133.3885,-467.5231,-275.12789999999995,-742.6510000000001,6
6,-38.067,-455.9426,-267.4609,134.098,-131.4049,-494.00960000000003,-264.76779999999997,-758.7774,6
7,-33.096,-460.035,-264.0472,133.394,-130.8347,-493.13100000000003,-261.48789999999997,-754.6189,6
8,-38.2364,-446.2079,-273.6004,133.7058,-130.9374,-484.4443,-270.832,-755.2763,6
9,-38.0356,-443.338,-277.0345,135.3407,-132.2798,-481.3736,-273.9736,-755.3472,6
10,-39.8549,-436.7812,-275.6472,133.3987,-131.2655,-476.6361,-273.514,-750.1501000000001,6
11,-38.7559,-432.5543,-279.0661,134.0697,-131.2479,-471.3102,-276.24429999999995,-747.5545,6
12,-36.6056,-451.814,-275.5371,134.6508,-129.8375,-488.4196,-270.7238,-759.1433999999999,6
13,-35.0352,-439.5699,-280.4252,132.9451,-129.4146,-474.6051,-276.89470000000006,-751.4998,6
14,-37.9646,-455.3571,-277.9244,135.7754,-132.1034,-493.3217,-274.25239999999997,-767.5741,6
15,-33.3042,-444.4161,-280.7199,134.6414,-129.5274,-477.72029999999995,-275.6059,-753.3262,6
16,-38.0828,-441.1323,-277.6063,133.6822,-130.7688,-479.2151,-274.6929,-753.9080000000001,6
17,-36.1515,-440.6682,-279.2463,133.0538,-128.8662,-476.8197,-275.05870000000004,-751.8784,6
18,-37.9949,-434.9157,-284.8293,133.5972,-130.2033,-472.91060000000004,-281.4354,-754.3460000000001,6
19,-36.5882,-448.4164,-276.0112,133.8523,-132.1121,-485.0046,-274.27099999999996,-759.2755999999999,6
