Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1829.4211,-18032.9455,-3112.3817,80.40576168,-19862.3666,-3031.97593832,-22894.34253832,9
1,-1800.3196,-18103.3819,-3106.9866,79.83975384,-19903.7015,-3027.14684616,-22930.84834616,9
2,-1850.4577,-18146.8548,-3062.2756,80.42675976,-19997.3125,-2981.84884024,-22979.16134024,9
3,-1825.1135,-18012.7752,-3101.4815,80.4634092,-19837.8887,-3021.0180907999998,-22858.906790799996,9
4,-1808.6111,-18045.4086,-3126.5749,82.04334912,-19854.019699999997,-3044.53155088,-22898.55125088,9
5,-1791.3251,-18050.2955,-3156.4668,83.1942972,-19841.620600000002,-3073.2725028,-22914.893102800004,9
6,-1788.4057,-18117.342,-3104.2535,82.49616359999999,-19905.7477,-3021.7573364,-22927.505036399998,9
7,-1813.5438,-18161.7536,-3096.5049,79.79887656,-19975.2974,-3016.70602344,-22992.00342344,9
8,-1829.0677,-18141.7216,-3073.9637,81.40448808000001,-19970.7893,-2992.5592119199996,-22963.34851192,9
9,-1795.8171,-18066.8583,-3128.6717,82.32235415999999,-19862.6754,-3046.34934584,-22909.02474584,9
10,-1793.6203,-18065.6103,-3175.8948,81.5046552,-19859.2306,-3094.3901448,-22953.6207448,9
11,-1845.4807,-18049.3225,-3151.5636,81.16692912,-19894.8032,-3070.39667088,-22965.19987088,9
12,-1840.4051,-17955.6179,-3183.3394,82.76071175999999,-19796.023,-3100.57868824,-22896.601688240004,9
13,-1849.3234,-18001.7223,-3212.8261,81.04354416,-19851.045700000002,-3131.7825558400004,-22982.828255840002,9
14,-1805.0429,-18039.3234,-3149.098,81.92199384,-19844.3663,-3067.17600616,-22911.54230616,9
15,-1806.2324,-17941.4404,-3221.1331,83.96084736,-19747.6728,-3137.17225264,-22884.84505264,9
16,-1835.9799,-18045.1369,-3121.2567,80.13916296,-19881.1168,-3041.11753704,-22922.23433704,9
17,-1774.1041,-17996.9486,-3236.539,86.80937544,-19771.0527,-3149.72962456,-22920.78232456,9
18,-1799.4124,-18014.1122,-3170.9133,85.80686184,-19813.5246,-3085.1064381600004,-22898.63103816,9
19,-1800.879,-17909.7962,-3254.6268,84.35911752,-19710.6752,-3170.26768248,-22880.94288248,9
